bom_id,product_id,part_id,qty_per_unit,bom_version,effective_date,is_optional
BOM-008980,BAL-10,CH-1344,2,v3.1,2024-11-26,False
BOM-008981,BAL-10,SC-305,3,v3.1,2024-08-16,False
BOM-008982,BAL-10,BR-1094,2,,2024-06-09,False
BOM-008983,BAL-10,FL-1088,6,v3.2,2024-02-07,False
BOM-008984,BAL-10,CH-901,2,v2.1,2025-06-04,True
BOM-008985,BAL-10,ST-316,1,v2.0,2023-09-17,False
BOM-008986,BAL-10,EC-463,1,v1.2,2024-06-13,True
BOM-008987,BAL-10,HY-616,1,v1.1,2024-02-08,False
BOM-008988,BAL-10,BR-1247,1,v1.0,2024-12-26,False
BOM-008989,BAL-10,EN-1146,2,v3.0,2023-10-03,False
BOM-008990,BAL-10,EL-1298,2,v1.2,2025-03-24,False
BOM-008991,BAL-10,HY-925,4,v1.0,2023-05-04,False
BOM-008992,BAL-10,BR-1067,1,v1.2,2023-11-07,False
BOM-008993,BAL-10,CH-208,2,v3.0,2024-05-22,False
BOM-008994,BAL-10,FL-767,1,v3.1,2025-06-13,False
BOM-008995,BAL-10,BR-447,2,v3.2,2023-08-17,False
BOM-008996,BAL-10,BR-1269,1,v1.1,2023-05-11,False
BOM-008997,BAL-10,SC-1208,12,v1.1,2025-05-03,False
BOM-008998,BAL-10,HY-906,2,v2.2,2025-04-28,False
BOM-008999,BAL-10,CB-881,1,v1.1,,True
BOM-009000,BAL-10,EN-1286,1,v3.0,2023-06-15,False
BOM-009001,BAL-10,FT-1326,1,,2025-04-05,False
BOM-009002,BAL-10,HY-403,2,v1.2,2024-10-30,False
BOM-009003,BAL-10,FL-935,2,v1.2,2023-03-08,False
BOM-009004,BAL-10,CB-627,1,v1.2,2024-10-26,False
BOM-009005,BAL-10,BR-467,1,v3.1,2024-01-23,False
BOM-009006,BAL-10,ST-287,3,v3.0,2024-08-04,False
BOM-009007,BAL-10,CB-866,1,,2024-10-09,False
BOM-009008,BAL-10,BR-1250,1,v3.2,,False
BOM-009009,BAL-10,EN-146,1,v2.2,2024-03-31,False
BOM-009010,BAL-10,EC-649,1,v3.1,2024-03-27,False
BOM-009011,BAL-10,BR-887,1,v2.1,2024-01-16,False
BOM-009012,BAL-10,HY-643,3,v3.2,2025-04-12,False
BOM-009013,BAL-10,EL-410,1,v3.1,2024-01-01,False
BOM-009014,BAL-10,EL-844,1,v3.1,2024-08-17,False
BOM-009015,BAL-10,EC-794,1,v3.2,2023-03-08,True
BOM-009016,BAL-10,ST-746,1,v2.0,2023-07-26,False
BOM-009017,BAL-10,TR-625,2,v3.2,2023-11-07,False
BOM-009018,BAL-10,BR-316,2,v3.0,2024-07-17,False
BOM-009019,BAL-10,ST-1183,1,v1.2,2025-03-26,False
BOM-009020,BAL-10,EL-1080,1,v2.0,2024-03-15,False
BOM-009021,BAL-10,TR-557,4,v3.0,2025-01-19,False
BOM-009022,BAL-10,BR-199,1,v2.1,2024-04-19,False
BOM-009023,BAL-10,EL-364,2,v2.2,2025-03-08,False
BOM-009024,BAL-10,CB-624,1,v2.0,2024-02-23,False
BOM-009025,BAL-10,FL-1232,1,v2.1,,False
BOM-009026,BAL-10,HY-1212,1,v2.1,2023-09-27,False
BOM-009027,BAL-10,EC-921,1,v1.0,2025-05-19,False
BOM-009028,BAL-10,CH-324,2,v2.2,2024-04-29,False
BOM-009029,BAL-10,BR-675,2,v2.2,2023-01-28,False
BOM-009030,BAL-10,EC-1163,6,v3.1,2024-09-25,False
BOM-009031,BAL-10,EC-1291,3,v2.1,2024-03-21,False
BOM-009032,BAL-10,BR-558,1,v1.2,2024-12-30,False
BOM-009033,BAL-10,CH-998,1,v2.1,2023-11-21,False
BOM-009034,BAL-10,HY-266,4,v2.2,2023-01-04,False
BOM-009035,BAL-10,SC-1324,1,v3.2,2023-03-19,False
BOM-009036,BAL-10,EC-820,4,v2.1,2023-02-20,False
BOM-009037,BAL-10,EN-959,1,v1.0,2024-06-08,False
BOM-009038,BAL-10,HY-573,2,v1.0,2023-01-03,True
BOM-009039,BAL-10,HY-1166,3,,2024-01-27,False
BOM-009040,BAL-10,EL-512,2,v2.2,2024-01-23,False
BOM-009041,BAL-10,HY-426,2,v1.1,2023-07-04,False
BOM-009042,BAL-10,FL-1080,1,v2.0,2025-06-05,True
BOM-009043,BAL-10,CH-256,1,v1.2,2024-06-14,False
BOM-009044,BAL-10,FL-918,3,v2.0,2023-08-14,False
BOM-009045,BAL-10,FL-640,1,,2024-06-19,False
BOM-009046,BAL-10,HY-205,6,v1.0,2024-02-17,False
BOM-009047,BAL-10,CB-774,3,v1.2,2023-06-28,False
BOM-009048,BAL-10,TR-1309,4,v2.0,2025-05-26,True
BOM-009049,BAL-10,CB-1224,1,v1.2,2023-11-02,False
BOM-009050,BAL-10,SC-853,2,v1.1,2024-08-28,False
BOM-009051,BAL-10,TR-1121,1,v3.2,2023-09-14,False
BOM-009052,BAL-10,EC-941,4,v3.1,2024-12-16,False
BOM-009053,BAL-10,SC-209,4,v1.1,2023-09-11,False
BOM-009054,BAL-10,FL-835,1,v2.2,2024-02-28,False
BOM-009055,BAL-10,ST-884,1,v2.0,2023-07-22,False
BOM-009056,BAL-10,EC-413,2,v2.1,2024-07-13,False
BOM-009057,BAL-10,EL-123,1,v2.0,2023-07-17,False
BOM-009058,BAL-10,FL-710,1,v2.1,2023-04-26,False
BOM-009059,BAL-10,EC-1074,6,v1.0,2023-06-04,False
BOM-009060,BAL-10,EL-915,1,v3.2,2025-04-08,False
BOM-009061,BAL-10,CH-1011,4,v1.0,2023-05-27,False
BOM-009062,BAL-10,TR-1062,1,v3.1,2023-11-05,False
BOM-009063,BAL-10,EL-956,2,v1.2,2025-04-01,False
BOM-009064,BAL-10,FT-195,3,,2023-04-01,False
BOM-009065,BAL-10,CH-1189,12,v3.1,2025-05-12,False
BOM-009066,BAL-10,EL-552,1,v3.0,2024-02-11,False
BOM-009067,BAL-10,EN-581,1,v3.0,2024-05-21,False
BOM-009068,BAL-10,ST-225,1,v1.2,,False
BOM-009069,BAL-10,FL-1165,3,v2.0,2023-11-03,False
BOM-009070,BAL-10,HY-1156,1,v2.0,2023-12-30,False
BOM-009071,BAL-10,HY-1341,3,v1.2,2024-04-15,False
BOM-009072,BAL-10,FT-974,2,v3.0,2023-08-04,True
BOM-009073,BAL-10,CH-392,4,v3.0,,False
BOM-009074,BAL-10,CB-740,2,v3.0,2024-05-31,False
BOM-009075,BAL-10,HY-300,4,v3.2,2023-03-29,False
BOM-009076,BAL-10,BR-1015,1,v1.1,2023-10-17,False
BOM-009077,BAL-10,EC-935,1,v1.2,2025-01-16,False
BOM-009078,BAL-10,TR-350,2,v2.1,,False
BOM-009079,BAL-10,TR-1148,1,v1.1,2023-04-12,True
BOM-009080,BAL-10,ST-951,2,v2.2,2025-03-13,False
BOM-009081,BAL-10,CB-543,1,v3.2,2024-08-28,False
BOM-009082,BAL-10,HY-748,1,v2.2,2025-02-27,False
BOM-009083,BAL-10,FL-1067,1,v2.0,2025-02-19,True
BOM-009084,BAL-10,EN-183,1,v1.0,2024-10-07,False
BOM-009085,BAL-10,FL-1320,1,v1.2,2023-09-15,False
BOM-009086,BAL-10,CH-342,4,v2.2,2024-12-26,False
BOM-009087,BAL-10,SC-1031,3,v3.2,2023-02-20,False
BOM-009088,BAL-10,EL-957,1,v2.0,2025-06-09,False
BOM-009089,BAL-10,FL-598,4,v1.1,2024-09-29,False
BOM-009090,BAL-10,ST-238,1,,2024-09-10,False
BOM-009091,BAL-10,EL-825,6,v3.0,2024-06-08,False
BOM-009092,BAL-10,EL-577,1,v1.2,2024-07-15,True
BOM-009093,BAL-10,FT-695,1,v1.0,2024-09-16,False
BOM-009094,BAL-10,FT-194,1,v3.1,,False
BOM-009095,BAL-10,FL-709,6,v2.0,2025-06-12,False
BOM-009096,BAL-10,FL-295,3,v1.2,2025-04-10,False
BOM-009097,BAL-10,EC-894,1,v1.0,2024-04-27,False
BOM-009098,BAL-10,HY-851,1,v3.1,2023-07-25,True
BOM-009099,BAL-10,EL-432,1,v1.0,2024-04-22,False
BOM-009100,BAL-10,ST-402,4,v1.2,2023-08-19,True
BOM-009101,BAL-10,CH-116,1,v2.2,,False
BOM-009102,BAL-10,EN-365,1,v1.2,2024-11-15,False
BOM-009103,BAL-10,SC-218,2,v1.0,2025-01-16,False
BOM-009104,BAL-10,FL-590,1,v1.2,2023-03-06,False
BOM-009105,BAL-10,EC-1055,2,v3.1,2025-02-20,False
BOM-009106,BAL-10,FT-878,1,v1.1,2024-12-20,False
BOM-009107,BAL-10,EL-466,2,v2.0,2023-12-01,False
BOM-009108,BAL-10,SC-994,1,v1.2,2023-09-20,False
BOM-009109,BAL-10,CH-136,3,v2.2,2023-06-20,False
BOM-009110,BAL-10,CH-1041,6,v2.0,2023-12-19,False
BOM-009111,BAL-10,FT-461,1,v1.1,2024-06-09,False
BOM-009112,BAL-10,SC-1279,3,v1.1,2024-01-14,False
BOM-009113,BAL-10,ST-120,1,v2.2,2025-04-13,False
BOM-009114,BAL-10,BR-546,1,v2.1,2024-11-07,False
BOM-009115,BAL-10,CB-1281,2,v3.1,2024-11-18,False
BOM-009116,BAL-10,SC-451,1,v3.0,2023-12-01,False
BOM-009117,BAL-10,FT-885,6,v3.2,2023-11-26,False
BOM-009118,BAL-10,CB-1099,2,v2.1,2024-01-05,False
BOM-009119,BAL-10,FT-825,1,v2.0,2024-03-07,False
BOM-009120,BAL-10,ST-606,1,v3.2,2023-01-10,False
BOM-009121,BAL-10,FT-963,1,v3.1,2023-05-15,False
BOM-009122,BAL-10,SC-626,1,v3.0,2025-05-02,False
BOM-009123,BAL-10,EC-490,1,v1.0,,False
BOM-009124,BAL-10,FL-1137,1,v1.2,2025-04-23,False
BOM-009125,BAL-10,ST-1267,8,v3.1,2025-03-15,True
BOM-009126,BAL-10,EL-1096,3,v2.0,2025-02-07,False
BOM-009127,BAL-10,ST-591,1,,2023-02-23,False
BOM-009128,BAL-10,TR-689,1,v2.0,2024-09-11,False
BOM-009129,BAL-10,CH-1097,1,v2.0,2023-12-05,False
BOM-009130,BAL-10,FL-494,6,v3.1,2024-07-23,False
BOM-009131,BAL-10,EC-1328,2,v2.2,2024-08-13,False
BOM-009132,BAL-10,HY-742,3,,,False
BOM-009133,BAL-10,EC-371,1,v2.0,2024-05-09,False
BOM-009134,BAL-10,FT-670,1,v2.2,2024-03-22,False
BOM-009135,BAL-10,CB-400,2,v3.1,2023-02-26,False
BOM-009136,BAL-10,CB-802,1,v2.1,2024-10-31,False
BOM-009137,BAL-10,CB-829,1,v2.1,2023-12-16,True
BOM-009138,BAL-10,HY-497,1,v3.1,2024-07-06,False
BOM-009139,BAL-10,TR-1294,1,v1.1,2025-01-23,False
BOM-009140,BAL-10,EL-306,2,v3.0,2025-03-08,False
BOM-009141,BAL-10,FL-185,2,v3.1,2023-07-02,False
BOM-009142,BAL-10,FT-1137,1,v1.2,2023-04-06,False
BOM-009143,BAL-10,ST-1248,1,v2.1,2024-11-03,False
BOM-009144,BAL-10,HY-647,1,v2.0,2024-12-14,False
BOM-009145,BAL-10,EC-1164,4,v1.2,2024-10-25,False
BOM-009146,BAL-10,EN-642,2,v3.1,2023-08-20,False
BOM-009147,BAL-10,HY-569,1,v3.0,2025-01-17,False
BOM-009148,BAL-10,CB-1048,1,v2.2,2023-06-21,False
BOM-009149,BAL-10,TR-1265,1,v1.0,2024-03-28,False
BOM-009150,BAL-10,FL-633,2,v2.2,2023-10-01,False
BOM-009151,BAL-10,FL-1102,1,v3.1,2023-08-20,False
BOM-009152,BAL-10,BR-1189,1,v3.1,2023-03-30,False
BOM-009153,BAL-10,FT-1145,1,v3.0,2023-02-16,False
BOM-009154,BAL-10,CB-731,1,v2.1,2024-03-10,False
BOM-009155,BAL-10,HY-1118,1,v3.2,2023-08-30,False
BOM-009156,BAL-10,ST-389,3,v2.1,2025-04-17,False
BOM-009157,BAL-10,CB-1262,6,v3.1,2025-04-11,False
BOM-009158,BAL-10,CB-192,1,v3.1,,False
BOM-009159,BAL-10,CB-848,2,v2.2,2023-08-28,True
BOM-009160,BAL-10,TR-1114,1,v1.2,2024-06-26,False
BOM-009161,BAL-10,BR-108,1,v1.2,2025-03-30,False
BOM-009162,BAL-10,EL-580,2,v1.0,2024-04-10,False
BOM-009163,BAL-10,EC-641,1,v1.2,2023-01-17,False
BOM-009164,BAL-10,SC-805,4,v2.0,2025-02-14,False
BOM-009165,BAL-10,ST-271,1,v3.1,2024-05-20,True
BOM-009166,BAL-10,HY-939,3,v3.1,2024-08-17,False
BOM-009167,BAL-10,BR-840,4,v2.2,,True
BOM-009168,BAL-10,EL-136,1,v3.0,2023-08-08,False
BOM-009169,BAL-10,FT-587,1,v3.1,2025-01-20,False
BOM-009170,BAL-10,FT-1280,2,v2.0,2025-06-12,False
BOM-009171,BAL-10,SC-1114,1,v1.1,2024-09-12,True
BOM-009172,BAL-10,FL-287,1,v3.0,2023-01-25,False
BOM-009173,BAL-10,ST-1034,2,v3.0,2023-02-25,False
BOM-009174,BAL-10,EN-262,4,v2.1,2024-08-19,True
BOM-009175,BAL-10,EC-929,1,v2.2,2023-06-28,False
BOM-009176,BAL-10,FT-256,3,v2.0,,False
BOM-009177,BAL-10,SC-714,2,v1.1,2023-09-03,False
BOM-009178,BAL-10,ST-337,1,v1.1,2024-08-01,False
BOM-009179,BAL-10,BR-914,2,v3.0,2024-02-05,False
BOM-009180,BAL-10,EN-504,3,v3.2,2023-12-31,False
BOM-009181,BAL-10,EN-1016,4,v3.2,,False
BOM-009182,BAL-10,EC-1346,1,v3.0,2023-03-08,False
BOM-009183,BAL-10,EC-281,1,v2.1,2025-05-03,False
BOM-009184,BAL-10,HY-966,6,v3.1,2023-06-28,False
BOM-009185,BAL-10,FT-1038,1,v3.2,2023-06-29,False
BOM-009186,BAL-10,TR-579,1,v1.1,2024-06-14,False
BOM-009187,BAL-10,FT-809,2,v1.0,2024-02-14,False
BOM-009188,BAL-10,ST-683,1,v2.0,2024-05-23,False
BOM-009189,BAL-10,EL-982,1,v3.0,,False
BOM-009190,BAL-10,BR-1166,1,,2023-11-12,False
BOM-009191,BAL-10,CH-750,1,v2.2,2025-05-13,False
BOM-009192,BAL-10,EC-1245,4,v3.2,2024-03-27,False
BOM-009193,BAL-10,FL-1140,2,v3.1,2025-01-27,False
BOM-009194,BAL-10,FL-1058,1,v3.2,2023-05-17,False
BOM-009195,BAL-10,BR-584,2,v1.2,2024-02-21,False
BOM-009196,BAL-10,BR-1008,1,v3.0,2023-01-05,False
BOM-009197,BAL-10,SC-320,1,v2.0,2024-04-05,False
BOM-009198,SPR-01,TR-245,1,v3.1,,False
BOM-009199,SPR-01,EL-848,2,v1.1,2023-05-29,False
BOM-009200,SPR-01,FT-1131,1,v1.0,2024-01-03,False
BOM-009201,SPR-01,BR-842,1,v2.2,2025-05-02,False
BOM-009202,SPR-01,HY-715,1,v3.1,2024-11-16,True
BOM-009203,SPR-01,FL-216,1,v2.0,2024-03-02,False
BOM-009204,SPR-01,CB-375,1,v2.1,2023-01-04,False
BOM-009205,SPR-01,HY-1044,1,v3.1,2024-03-29,False
BOM-009206,SPR-01,EC-366,2,v3.0,2023-12-13,False
BOM-009207,SPR-01,FL-754,1,v3.2,2024-07-08,True
BOM-009208,SPR-01,ST-1126,1,v3.0,2023-10-30,False
BOM-009209,SPR-01,EL-150,3,v1.1,2024-05-06,False
BOM-009210,SPR-01,CH-852,1,v3.2,2023-06-25,False
BOM-009211,SPR-01,HY-592,2,v3.1,2024-11-30,False
BOM-009212,SPR-01,CH-887,1,v3.0,2024-06-28,False
BOM-009213,SPR-01,ST-859,4,v1.1,2024-08-28,False
BOM-009214,SPR-01,CH-254,1,v1.1,2025-05-12,False
BOM-009215,SPR-01,FL-625,1,v1.0,2023-12-01,False
BOM-009216,SPR-01,CH-183,3,v3.2,2024-05-01,False
BOM-009217,SPR-01,EC-885,3,v2.2,2024-02-10,False
BOM-009218,SPR-01,TR-335,1,v1.0,2023-02-04,False
BOM-009219,SPR-01,TR-591,2,v2.1,,False
BOM-009220,SPR-01,EC-1078,1,v2.1,,False
BOM-009221,SPR-01,EL-346,3,v2.0,2025-04-28,False
BOM-009222,SPR-01,SC-1229,1,v2.2,2025-04-11,False
BOM-009223,SPR-01,HY-646,2,v2.0,,False
BOM-009224,SPR-01,EN-970,2,v1.1,2024-02-28,False
BOM-009225,SPR-01,CH-1157,1,v3.0,2024-10-27,False
BOM-009226,SPR-01,EL-603,1,v2.1,2023-01-14,False
BOM-009227,SPR-01,BR-122,2,v3.1,2023-12-29,False
BOM-009228,SPR-01,SC-288,8,v1.1,2023-07-07,False
BOM-009229,SPR-01,CH-820,1,v2.1,2024-06-16,False
BOM-009230,SPR-01,ST-657,6,v3.2,2023-06-09,False
BOM-009231,SPR-01,ST-643,1,v1.1,2023-05-03,False
BOM-009232,SPR-01,CH-505,4,v1.2,2024-01-16,False
BOM-009233,SPR-01,EC-661,1,v2.0,2023-10-04,False
BOM-009234,SPR-01,CB-225,2,v3.2,2023-01-27,False
BOM-009235,SPR-01,BR-1335,6,v3.1,2024-01-01,False
BOM-009236,SPR-01,SC-247,1,v2.2,2024-07-30,False
BOM-009237,SPR-01,FT-1110,1,v1.2,2023-02-04,False
BOM-009238,SPR-01,FT-1084,1,,2025-05-16,True
BOM-009239,SPR-01,FL-480,2,v1.2,2023-03-23,False
BOM-009240,SPR-01,FT-543,1,,2024-04-20,False
BOM-009241,SPR-01,EN-1302,3,v2.2,2023-07-18,False
BOM-009242,SPR-01,EL-1074,2,v3.0,2023-06-25,True
BOM-009243,SPR-01,SC-564,1,v3.2,2023-04-10,True
BOM-009244,SPR-01,FL-275,1,v1.0,2023-09-13,False
BOM-009245,SPR-01,SC-628,2,v1.2,2023-02-28,True
BOM-009246,SPR-01,FL-1051,2,v1.2,2023-03-17,False
BOM-009247,SPR-01,FT-1036,2,v2.1,2023-01-19,False
BOM-009248,SPR-01,ST-165,1,v1.1,2025-01-06,False
BOM-009249,SPR-01,CH-593,3,v2.0,2024-12-14,False
BOM-009250,SPR-01,CH-1154,1,v2.0,2023-04-20,False
BOM-009251,SPR-01,CH-450,2,v3.1,2024-03-24,False
BOM-009252,SPR-01,SC-1340,1,v1.2,2023-05-25,False
BOM-009253,SPR-01,FL-621,1,v1.1,2025-06-05,False
BOM-009254,SPR-01,EC-1257,2,v3.1,2025-05-13,False
BOM-009255,SPR-01,EL-109,2,v1.2,2024-02-18,False
BOM-009256,SPR-01,CB-1186,4,,2024-03-18,False
BOM-009257,SPR-01,EC-648,1,v2.2,2025-02-07,False
BOM-009258,SPR-01,HY-173,1,v2.0,2024-04-02,False
BOM-009259,SPR-01,HY-632,1,v3.1,2023-09-01,False
BOM-009260,SPR-01,TR-182,1,v3.2,2024-01-07,False
BOM-009261,SPR-01,SC-1171,2,v1.2,2023-07-02,False
BOM-009262,SPR-01,TR-473,1,v1.1,2024-05-03,False
BOM-009263,SPR-01,FT-856,1,v1.1,2024-06-20,False
BOM-009264,SPR-01,ST-476,1,,2024-10-10,False
BOM-009265,SPR-01,SC-506,2,v3.0,2024-03-19,False
BOM-009266,SPR-01,EC-788,1,v1.0,2023-05-22,False
BOM-009267,SPR-01,FT-169,1,v3.2,2024-06-26,False
BOM-009268,SPR-01,TR-986,3,v1.0,2023-09-08,False
BOM-009269,SPR-01,TR-309,1,v1.0,2023-12-30,False
BOM-009270,SPR-01,EC-1235,2,v3.2,2023-09-12,False
BOM-009271,SPR-01,ST-126,1,v1.2,2023-10-02,False
BOM-009272,SPR-01,SC-1326,4,v2.0,2025-03-01,False
BOM-009273,SPR-01,EL-859,1,v2.1,2024-02-18,True
BOM-009274,SPR-01,TR-316,1,v1.1,2023-11-24,False
BOM-009275,SPR-01,FL-299,1,v3.1,2024-04-14,False
BOM-009276,SPR-01,TR-628,1,v1.0,,False
BOM-009277,SPR-01,SC-979,1,v1.1,2024-08-03,False
BOM-009278,SPR-01,EL-733,1,v1.0,2023-12-22,False
BOM-009279,SPR-01,CB-223,2,,2024-09-03,False
BOM-009280,SPR-01,ST-244,1,v3.0,2024-09-27,False
BOM-009281,SPR-01,HY-482,1,v2.0,2023-01-26,False
BOM-009282,SPR-01,CH-984,1,v1.1,2023-10-19,False
BOM-009283,SPR-01,FT-161,1,v3.0,2025-05-02,False
BOM-009284,SPR-01,ST-559,2,v1.1,,False
BOM-009285,SPR-01,CH-309,1,v3.2,2023-05-26,False
BOM-009286,SPR-01,ST-1193,1,v3.2,2023-06-06,False
BOM-009287,SPR-01,EL-211,2,v3.2,2025-06-05,False
BOM-009288,SPR-01,FT-211,2,v3.0,2023-09-03,False
BOM-009289,SPR-01,BR-209,2,v3.1,2023-05-02,False
BOM-009290,SPR-01,EN-1320,1,,2024-08-21,False
BOM-009291,SPR-01,CB-730,1,v3.1,2024-05-07,False
BOM-009292,SPR-01,CH-726,3,v1.0,2025-03-19,False
BOM-009293,SPR-01,SC-1291,1,v3.0,2023-12-26,False
BOM-009294,SPR-01,EL-535,3,v1.2,2024-04-02,False
BOM-009295,SPR-01,FT-413,8,v1.2,,False
BOM-009296,SPR-01,EN-116,1,v3.1,2025-03-17,False
BOM-009297,SPR-01,ST-1181,2,v3.2,2024-04-30,False
BOM-009298,SPR-01,EC-985,1,v1.2,,False
BOM-009299,SPR-01,EL-1344,1,,2025-02-13,False
BOM-009300,SPR-01,EC-1047,6,v1.2,2024-02-01,True
BOM-009301,SPR-01,TR-266,3,v1.1,2024-08-17,True
BOM-009302,SPR-01,SC-1016,1,v1.1,2024-04-14,False
BOM-009303,SPR-01,SC-644,1,v1.2,2024-04-10,False
BOM-009304,SPR-01,BR-491,1,v1.1,2025-04-16,True
BOM-009305,SPR-01,EC-242,6,v1.2,2024-08-13,False
BOM-009306,SPR-01,EC-1295,2,v3.1,2024-10-23,False
BOM-009307,SPR-01,SC-684,1,v2.2,2023-06-09,False
BOM-009308,SPR-01,FT-828,2,v3.0,2024-02-16,False
BOM-009309,SPR-01,CH-1138,1,v2.1,2023-10-10,False
BOM-009310,SPR-01,CH-475,1,v2.1,2023-10-02,False
BOM-009311,SPR-01,EL-777,8,v2.1,2025-06-12,False
BOM-009312,SPR-01,CH-127,1,v2.2,2023-01-20,False
BOM-009313,SPR-01,CH-202,4,v2.1,2023-03-30,False
BOM-009314,SPR-01,CH-294,1,v2.0,2024-03-11,False
BOM-009315,SPR-01,ST-1231,1,,,False
BOM-009316,SPR-01,EN-1154,1,v1.0,2025-05-04,False
BOM-009317,SPR-01,FT-671,1,v1.1,2024-08-06,True
BOM-009318,SPR-01,EN-470,4,,2023-01-11,False
BOM-009319,SPR-01,CB-326,2,v1.1,2023-05-11,False
BOM-009320,SPR-01,TR-616,2,v3.0,2025-03-30,False
BOM-009321,SPR-01,EL-1073,1,v2.1,2024-12-22,False
BOM-009322,SPR-01,ST-375,6,,2024-03-11,False
BOM-009323,SPR-01,CH-815,1,v2.1,2024-08-28,False
BOM-009324,SPR-01,CB-1241,1,v1.2,2023-08-01,False
BOM-009325,SPR-01,EL-1048,2,v1.2,2024-06-24,False
BOM-009326,SPR-01,CB-400,1,v2.1,2023-12-18,False
BOM-009327,SPR-01,FT-545,1,v3.1,2024-12-29,False
BOM-009328,SPR-01,CH-105,2,v3.2,2024-09-09,False
BOM-009329,SPR-01,EN-450,1,v2.2,2025-01-25,False
BOM-009330,SPR-01,CB-233,2,v3.0,2023-06-02,False
BOM-009331,SPR-01,FL-1038,3,v1.0,2025-03-13,True
BOM-009332,SPR-01,EC-211,1,v2.1,2023-06-11,False
BOM-009333,SPR-01,BR-387,1,v2.2,2023-02-24,False
BOM-009334,SPR-01,CH-652,1,v1.0,2023-10-31,False
BOM-009335,SPR-01,FL-1305,1,v3.2,2024-04-05,False
BOM-009336,SPR-01,EL-1210,2,v2.2,2025-05-29,True
BOM-009337,SPR-01,EC-915,1,v1.0,2024-12-29,False
BOM-009338,SPR-01,CB-690,1,v3.0,2024-05-19,False
BOM-009339,SPR-01,EC-577,1,v2.2,2025-01-31,False
BOM-009340,SPR-01,EN-1127,1,v3.0,2024-09-01,False
BOM-009341,SPR-01,SC-376,1,v2.2,2023-05-21,False
BOM-009342,SPR-01,ST-272,2,v1.1,2024-02-14,False
BOM-009343,SPR-01,FL-1093,1,v1.1,2024-06-06,False
BOM-009344,SPR-01,EL-1216,1,v1.0,2023-04-20,False
BOM-009345,SPR-01,SC-920,2,v2.2,2023-12-23,False
BOM-009346,SPR-01,BR-954,1,v2.2,2024-11-08,False
BOM-009347,SPR-01,FT-225,2,v2.2,2024-10-17,False
BOM-009348,SPR-01,EN-1205,1,v3.0,2023-10-06,False
BOM-009349,SPR-01,EN-371,1,v2.2,2023-09-01,False
BOM-009350,SPR-01,FT-252,1,,2025-01-21,False
BOM-009351,SPR-01,EL-1339,1,v3.1,2023-12-15,False
BOM-009352,SPR-01,FT-1317,2,v2.1,2024-02-09,False
BOM-009353,SPR-01,SC-711,8,v1.1,2024-01-26,False
BOM-009354,SPR-01,FL-599,1,v1.1,2024-09-22,False
BOM-009355,SPR-01,CH-733,1,v2.2,2024-05-23,False
BOM-009356,SPR-01,EC-551,1,v2.2,2024-08-16,False
BOM-009357,SPR-01,TR-867,1,v1.1,2023-02-27,True
BOM-009358,SPR-01,EN-318,1,v3.0,2023-04-21,False
BOM-009359,SPR-01,EL-1103,1,v1.1,2024-09-05,False
BOM-009360,SPR-01,CH-414,2,v3.1,2023-10-13,True
BOM-009361,SPR-01,HY-103,1,,2025-06-07,False
BOM-009362,SPR-01,EC-321,1,v1.2,2024-05-08,False
BOM-009363,SPR-01,HY-335,1,v1.0,2024-04-07,False
BOM-009364,SPR-01,FT-862,3,v2.0,2025-03-28,False
BOM-009365,SPR-01,ST-338,1,v2.0,2024-02-11,False
BOM-009366,SPR-01,EN-751,6,v1.2,2023-08-20,False
BOM-009367,SPR-01,FT-447,1,v3.1,2024-01-07,False
BOM-009368,SPR-01,FT-118,1,v3.2,2025-03-13,False
BOM-009369,SPR-01,TR-1317,1,v2.2,2023-11-16,False
BOM-009370,SPR-01,HY-294,1,v2.1,2023-05-23,False
BOM-009371,SPR-01,BR-667,3,v3.2,2023-01-18,False
BOM-009372,SPR-01,SC-655,2,v3.2,2023-01-08,False
BOM-009373,SPR-01,CH-1340,2,v1.0,2024-10-27,False
BOM-009374,SPR-01,SC-542,1,v3.0,2023-10-16,False
BOM-009375,SPR-01,EL-519,3,v3.2,2024-01-25,False
BOM-009376,SPR-01,ST-861,2,v2.1,2024-11-14,False
BOM-009377,SPR-01,SC-1255,1,v3.2,2023-05-24,False
BOM-009378,SPR-01,EN-216,1,v2.2,2025-06-06,False
BOM-009379,SPR-01,HY-326,1,v1.1,2024-08-18,False
BOM-009380,SPR-01,CH-446,2,v1.1,2025-02-15,False
BOM-009381,SPR-01,TR-1081,2,v1.0,2024-05-20,False
BOM-009382,SPR-01,ST-428,1,v3.2,2023-11-04,False
BOM-009383,SPR-01,BR-597,1,v1.2,2023-09-27,False
BOM-009384,SPR-01,CH-945,2,v3.2,2025-02-05,False
BOM-009385,SPR-01,CH-1208,1,v3.1,2023-05-03,False
BOM-009386,SPR-01,SC-1090,6,v3.1,2024-06-08,False
BOM-009387,SPR-01,CH-356,1,v3.0,,False
BOM-009388,SPR-01,TR-971,2,v2.2,2024-12-10,False
BOM-009389,SPR-01,EL-265,1,v2.2,2023-05-25,False
BOM-009390,SPR-01,CH-775,2,v2.2,2024-12-05,False
BOM-009391,SPR-01,FL-693,1,v2.0,2023-05-25,False
BOM-009392,SPR-01,CB-1069,2,v3.1,2024-04-07,False
BOM-009393,SPR-01,CB-487,1,v3.1,2023-07-30,False
