capacity_id,supplier_id,part_id,period,capacity_units,committed_units,utilization_pct,capacity_notes
CAP-013429,SUP-04263,ST-1171,2025-05,805,641.0,79.6,
CAP-013430,SUP-04263,ST-1171,2025-06,811,573.0,70.7,
CAP-013431,SUP-04263,ST-1171,2025-07,828,678.0,81.9,
CAP-013432,SUP-04263,ST-1171,2025-08,807,586.0,,
CAP-013433,SUP-04263,ST-1171,2025-09,814,789.0,96.9,
CAP-013434,SUP-04263,ST-1171,2025-10,755,564.0,74.7,
CAP-013435,SUP-04263,ST-1171,2025-11,771,608.0,78.9,
CAP-013436,SUP-04263,ST-1171,2025-12,768,561.0,73.0,
CAP-013437,SUP-04263,ST-1171,2026-01,792,683.0,86.2,
CAP-013438,SUP-04263,ST-1171,2026-02,814,704.0,86.5,
CAP-013439,SUP-04263,ST-1171,2026-03,832,817.0,98.2,
CAP-013440,SUP-04263,ST-1171,2026-04,786,761.0,96.8,
CAP-013441,SUP-07167,BR-368,2024-01,617,628.0,100.0,
CAP-013442,SUP-07167,BR-368,2024-02,617,634.0,100.0,
CAP-013443,SUP-07167,BR-368,2024-03,628,495.0,78.8,
CAP-013444,SUP-07167,BR-368,2024-04,568,583.0,100.0,
CAP-013445,SUP-07167,BR-368,2024-05,620,606.0,97.7,
CAP-013446,SUP-07167,BR-368,2024-06,622,353.0,56.8,
CAP-013447,SUP-07167,BR-368,2024-07,627,446.0,71.1,
CAP-013448,SUP-07167,BR-368,2024-08,593,389.0,65.6,
CAP-013449,SUP-07167,BR-368,2024-09,604,385.0,63.7,
CAP-013450,SUP-07167,BR-368,2024-10,576,438.0,76.0,
CAP-013451,SUP-07167,BR-368,2024-11,571,549.0,96.1,
CAP-013452,SUP-07167,BR-368,2024-12,604,627.0,100.0,
CAP-013453,SUP-07167,BR-368,2025-01,613,620.0,100.0,
CAP-013454,SUP-07167,BR-368,2025-02,613,557.0,90.9,
CAP-013455,SUP-07167,BR-368,2025-03,592,355.0,60.0,
CAP-013456,SUP-07167,BR-368,2025-04,557,458.0,82.2,
CAP-013457,SUP-07167,BR-368,2025-05,576,342.0,59.4,
CAP-013458,SUP-07167,BR-368,2025-06,589,341.0,57.9,
CAP-013459,SUP-07167,BR-368,2025-07,623,578.0,92.8,
CAP-013460,SUP-07167,BR-368,2025-08,599,349.0,58.3,
CAP-013461,SUP-07167,BR-368,2025-09,596,553.0,92.8,
CAP-013462,SUP-07167,BR-368,2025-10,651,363.0,55.8,
CAP-013463,SUP-07167,BR-368,2025-11,567,579.0,100.0,
CAP-013464,SUP-07167,BR-368,2025-12,597,338.0,56.6,
CAP-013465,SUP-07167,BR-368,2026-01,608,476.0,78.3,
CAP-013466,SUP-07167,BR-368,2026-02,595,609.0,100.0,
CAP-013467,SUP-07167,BR-368,2026-03,654,414.0,63.3,
CAP-013468,SUP-07167,BR-368,2026-04,567,379.0,66.8,
CAP-013469,SUP-01265,EN-102,2024-01,2057,1854.0,90.1,
CAP-013470,SUP-01265,EN-102,2024-02,2105,1204.0,57.2,
CAP-013471,SUP-01265,EN-102,2024-03,1950,1218.0,62.5,
CAP-013472,SUP-01265,EN-102,2024-04,2068,1550.0,75.0,
CAP-013473,SUP-01265,EN-102,2024-05,1924,1602.0,83.3,
CAP-013474,SUP-01265,EN-102,2024-06,2060,2004.0,97.3,
CAP-013475,SUP-01265,EN-102,2024-07,1990,1333.0,67.0,
CAP-013476,SUP-01265,EN-102,2024-08,2196,1356.0,61.7,
CAP-013477,SUP-01265,EN-102,2024-09,2039,1693.0,83.0,
CAP-013478,SUP-01265,EN-102,2024-10,1923,1950.0,100.0,
CAP-013479,SUP-01265,EN-102,2024-11,1844,1522.0,82.5,
CAP-013480,SUP-01265,EN-102,2024-12,1932,1879.0,97.3,
CAP-013481,SUP-01265,EN-102,2025-01,1978,1522.0,76.9,
CAP-013482,SUP-01265,EN-102,2025-02,2110,1399.0,66.3,
CAP-013483,SUP-01265,EN-102,2025-03,1996,1698.0,85.1,
CAP-013484,SUP-01265,EN-102,2025-04,2014,1753.0,87.0,
CAP-013485,SUP-01265,EN-102,2025-05,1937,1663.0,85.9,
CAP-013486,SUP-01265,EN-102,2025-06,2041,1714.0,84.0,
CAP-013487,SUP-01265,EN-102,2025-07,1934,1497.0,77.4,
CAP-013488,SUP-01265,EN-102,2025-08,2090,1349.0,64.5,
CAP-013489,SUP-01265,EN-102,2025-09,2076,1215.0,58.5,
CAP-013490,SUP-01265,EN-102,2025-10,2031,1430.0,70.4,
CAP-013491,SUP-01265,EN-102,2025-11,2013,1528.0,75.9,
CAP-013492,SUP-01265,EN-102,2025-12,2041,2005.0,98.2,
CAP-013493,SUP-01265,EN-102,2026-01,2244,1548.0,69.0,
CAP-013494,SUP-01265,EN-102,2026-02,2038,1329.0,65.2,
CAP-013495,SUP-01265,EN-102,2026-03,1939,1630.0,84.1,
CAP-013496,SUP-01265,EN-102,2026-04,2122,2140.0,100.0,
CAP-013497,SUP-12235,BR-611,2024-01,780,716.0,91.8,
CAP-013498,SUP-12235,BR-611,2024-02,721,559.0,77.5,
CAP-013499,SUP-12235,BR-611,2024-03,670,514.0,76.7,
CAP-013500,SUP-12235,BR-611,2024-04,828,643.0,77.7,
CAP-013501,SUP-12235,BR-611,2024-05,765,431.0,56.3,
CAP-013502,SUP-12235,BR-611,2024-06,782,606.0,77.5,
CAP-013503,SUP-12235,BR-611,2024-07,674,607.0,90.1,
CAP-013504,SUP-12235,BR-611,2024-08,724,564.0,77.9,
CAP-013505,SUP-12235,BR-611,2024-09,724,402.0,55.5,
CAP-013506,SUP-12235,BR-611,2024-10,734,437.0,59.5,
CAP-013507,SUP-12235,BR-611,2024-11,783,468.0,59.8,
CAP-013508,SUP-12235,BR-611,2024-12,704,667.0,94.7,
CAP-013509,SUP-12235,BR-611,2025-01,654,439.0,67.1,
CAP-013510,SUP-12235,BR-611,2025-02,688,430.0,62.5,
CAP-013511,SUP-12235,BR-611,2025-03,684,478.0,69.9,
CAP-013512,SUP-12235,BR-611,2025-04,709,459.0,64.7,
CAP-013513,SUP-12235,BR-611,2025-05,586,462.0,78.8,
CAP-013514,SUP-12235,BR-611,2025-06,597,345.0,57.8,
CAP-013515,SUP-12235,BR-611,2025-07,642,565.0,88.0,
CAP-013516,SUP-12235,BR-611,2025-08,685,712.0,100.0,
CAP-013517,SUP-12235,BR-611,2025-09,627,477.0,76.1,
CAP-013518,SUP-12235,BR-611,2025-10,603,365.0,60.5,
CAP-013519,SUP-12235,BR-611,2025-11,662,585.0,88.4,
CAP-013520,SUP-12235,BR-611,2025-12,588,396.0,67.3,
CAP-013521,SUP-12235,BR-611,2026-01,583,428.0,73.4,
CAP-013522,SUP-12235,BR-611,2026-02,617,577.0,93.5,
CAP-013523,SUP-12235,BR-611,2026-03,556,519.0,93.3,
CAP-013524,SUP-12235,BR-611,2026-04,549,514.0,93.6,
CAP-013525,SUP-03433,CB-1166,2024-01,448,359.0,80.1,
CAP-013526,SUP-03433,CB-1166,2024-02,402,390.0,97.0,
CAP-013527,SUP-03433,CB-1166,2024-03,403,330.0,81.9,
CAP-013528,SUP-03433,CB-1166,2024-04,402,260.0,64.7,
CAP-013529,SUP-03433,CB-1166,2024-05,391,379.0,96.9,
CAP-013530,SUP-03433,CB-1166,2024-06,419,404.0,96.4,
CAP-013531,SUP-03433,CB-1166,2024-07,406,371.0,91.4,
CAP-013532,SUP-03433,CB-1166,2024-08,418,367.0,87.8,
CAP-013533,SUP-03433,CB-1166,2024-09,392,399.0,100.0,
CAP-013534,SUP-03433,CB-1166,2024-10,354,268.0,75.7,
CAP-013535,SUP-03433,CB-1166,2024-11,399,399.0,100.0,
CAP-013536,SUP-03433,CB-1166,2024-12,385,351.0,,
CAP-013537,SUP-03433,CB-1166,2025-01,381,236.0,61.9,
CAP-013538,SUP-03433,CB-1166,2025-02,379,,97.4,
CAP-013539,SUP-03433,CB-1166,2025-03,429,245.0,57.1,
CAP-013540,SUP-03433,CB-1166,2025-04,435,335.0,77.0,
CAP-013541,SUP-03433,CB-1166,2025-05,390,244.0,62.6,
CAP-013542,SUP-03433,CB-1166,2025-06,420,401.0,95.5,
CAP-013543,SUP-03433,CB-1166,2025-07,374,388.0,100.0,
CAP-013544,SUP-03433,CB-1166,2025-08,397,390.0,98.2,
CAP-013545,SUP-03433,CB-1166,2025-09,419,435.0,100.0,
CAP-013546,SUP-03433,CB-1166,2025-10,401,399.0,99.5,
CAP-013547,SUP-03433,CB-1166,2025-11,382,223.0,58.4,
CAP-013548,SUP-03433,CB-1166,2025-12,420,423.0,100.0,
CAP-013549,SUP-03433,CB-1166,2026-01,409,311.0,76.0,
CAP-013550,SUP-03433,CB-1166,2026-02,394,373.0,94.7,
CAP-013551,SUP-03433,CB-1166,2026-03,405,416.0,100.0,
CAP-013552,SUP-03433,CB-1166,2026-04,385,325.0,84.4,
CAP-013553,SUP-02083,SC-1138,2024-01,415,299.0,72.0,
CAP-013554,SUP-02083,SC-1138,2024-02,414,330.0,79.7,
CAP-013555,SUP-02083,SC-1138,2024-03,399,258.0,64.7,
CAP-013556,SUP-02083,SC-1138,2024-04,460,456.0,99.1,
CAP-013557,SUP-02083,SC-1138,2024-05,399,269.0,67.4,
CAP-013558,SUP-02083,SC-1138,2024-06,423,424.0,100.0,
CAP-013559,SUP-02083,SC-1138,2024-07,405,294.0,72.6,
CAP-013560,SUP-02083,SC-1138,2024-08,432,314.0,,
CAP-013561,SUP-02083,SC-1138,2024-09,410,250.0,61.0,
CAP-013562,SUP-02083,SC-1138,2024-10,438,254.0,58.0,
CAP-013563,SUP-02083,SC-1138,2024-11,440,363.0,82.5,
CAP-013564,SUP-02083,SC-1138,2024-12,438,326.0,74.4,
CAP-013565,SUP-02083,SC-1138,2025-01,434,359.0,82.7,
CAP-013566,SUP-02083,SC-1138,2025-02,436,363.0,83.3,
CAP-013567,SUP-02083,SC-1138,2025-03,423,315.0,74.5,
CAP-013568,SUP-02083,SC-1138,2025-04,468,420.0,89.7,
CAP-013569,SUP-02083,SC-1138,2025-05,466,263.0,56.4,
CAP-013570,SUP-02083,SC-1138,2025-06,454,410.0,90.3,
CAP-013571,SUP-02083,SC-1138,2025-07,465,279.0,60.0,
CAP-013572,SUP-02083,SC-1138,2025-08,475,463.0,97.5,
CAP-013573,SUP-02083,SC-1138,2025-09,457,367.0,80.3,
CAP-013574,SUP-02083,SC-1138,2025-10,516,494.0,95.7,
CAP-013575,SUP-02083,SC-1138,2025-11,489,355.0,72.6,
CAP-013576,SUP-02083,SC-1138,2025-12,530,443.0,83.6,
CAP-013577,SUP-02083,SC-1138,2026-01,492,301.0,61.2,
CAP-013578,SUP-02083,SC-1138,2026-02,539,,86.3,
CAP-013579,SUP-02083,SC-1138,2026-03,476,342.0,71.8,
CAP-013580,SUP-02083,SC-1138,2026-04,477,400.0,83.9,
CAP-013581,SUP-03021,ST-168,2024-01,210,,81.9,
CAP-013582,SUP-03021,ST-168,2024-02,217,215.0,99.1,
CAP-013583,SUP-03021,ST-168,2024-03,197,113.0,57.4,
CAP-013584,SUP-03021,ST-168,2024-04,204,121.0,59.3,
CAP-013585,SUP-03021,ST-168,2024-05,208,207.0,99.5,
CAP-013586,SUP-03021,ST-168,2024-06,209,207.0,99.0,
CAP-013587,SUP-03021,ST-168,2024-07,211,164.0,77.7,
CAP-013588,SUP-03021,ST-168,2024-08,214,164.0,76.6,
CAP-013589,SUP-03021,ST-168,2024-09,225,226.0,100.0,
CAP-013590,SUP-03021,ST-168,2024-10,207,,60.9,
CAP-013591,SUP-03021,ST-168,2024-11,211,155.0,73.5,
CAP-013592,SUP-03021,ST-168,2024-12,211,125.0,59.2,
CAP-013593,SUP-03021,ST-168,2025-01,228,229.0,100.0,
CAP-013594,SUP-03021,ST-168,2025-02,228,158.0,69.3,
CAP-013595,SUP-03021,ST-168,2025-03,223,177.0,79.4,
CAP-013596,SUP-03021,ST-168,2025-04,218,151.0,,
CAP-013597,SUP-03021,ST-168,2025-05,214,207.0,96.7,
CAP-013598,SUP-03021,ST-168,2025-06,228,138.0,,
CAP-013599,SUP-03021,ST-168,2025-07,216,119.0,55.1,
CAP-013600,SUP-03021,ST-168,2025-08,236,244.0,,
CAP-013601,SUP-03021,ST-168,2025-09,243,251.0,100.0,
CAP-013602,SUP-03021,ST-168,2025-10,252,188.0,74.6,
CAP-013603,SUP-03021,ST-168,2025-11,212,168.0,79.2,
CAP-013604,SUP-03021,ST-168,2025-12,236,187.0,79.2,
CAP-013605,SUP-03021,ST-168,2026-01,245,165.0,67.3,
CAP-013606,SUP-03021,ST-168,2026-02,258,183.0,70.9,
CAP-013607,SUP-03021,ST-168,2026-03,263,,62.7,
CAP-013608,SUP-03021,ST-168,2026-04,244,239.0,98.0,
CAP-013609,SUP-08260,CB-493,2024-01,757,750.0,99.1,
CAP-013610,SUP-08260,CB-493,2024-02,741,542.0,73.1,
CAP-013611,SUP-08260,CB-493,2024-03,807,800.0,99.1,
CAP-013612,SUP-08260,CB-493,2024-04,817,570.0,69.8,
CAP-013613,SUP-08260,CB-493,2024-05,793,716.0,90.3,
CAP-013614,SUP-08260,CB-493,2024-06,805,837.0,,
CAP-013615,SUP-08260,CB-493,2024-07,892,855.0,95.9,
CAP-013616,SUP-08260,CB-493,2024-08,782,559.0,71.5,
CAP-013617,SUP-08260,CB-493,2024-09,809,566.0,70.0,
CAP-013618,SUP-08260,CB-493,2024-10,786,650.0,82.7,
CAP-013619,SUP-08260,CB-493,2024-11,904,900.0,99.6,
CAP-013620,SUP-08260,CB-493,2024-12,875,616.0,70.4,
CAP-013621,SUP-08260,CB-493,2025-01,856,473.0,55.3,
CAP-013622,SUP-08260,CB-493,2025-02,754,776.0,100.0,
CAP-013623,SUP-08260,CB-493,2025-03,833,517.0,62.1,
CAP-013624,SUP-08260,CB-493,2025-04,811,598.0,73.7,
CAP-013625,SUP-08260,CB-493,2025-05,783,730.0,93.2,
CAP-013626,SUP-08260,CB-493,2025-06,741,567.0,76.5,
CAP-013627,SUP-08260,CB-493,2025-07,852,629.0,73.8,
CAP-013628,SUP-08260,CB-493,2025-08,783,473.0,60.4,
CAP-013629,SUP-08260,CB-493,2025-09,723,519.0,71.8,
CAP-013630,SUP-08260,CB-493,2025-10,767,534.0,69.6,
CAP-013631,SUP-08260,CB-493,2025-11,786,622.0,79.1,
CAP-013632,SUP-08260,CB-493,2025-12,801,608.0,75.9,
CAP-013633,SUP-08260,CB-493,2026-01,790,753.0,95.3,
CAP-013634,SUP-08260,CB-493,2026-02,720,440.0,61.1,
CAP-013635,SUP-08260,CB-493,2026-03,854,,100.0,
CAP-013636,SUP-08260,CB-493,2026-04,778,619.0,79.6,
CAP-013637,SUP-11582,SC-1224,2024-01,391,297.0,76.0,
CAP-013638,SUP-11582,SC-1224,2024-02,427,389.0,91.1,
CAP-013639,SUP-11582,SC-1224,2024-03,387,380.0,98.2,
CAP-013640,SUP-11582,SC-1224,2024-04,440,,64.3,
CAP-013641,SUP-11582,SC-1224,2024-05,405,378.0,93.3,
CAP-013642,SUP-11582,SC-1224,2024-06,438,407.0,92.9,
CAP-013643,SUP-11582,SC-1224,2024-07,415,,100.0,
CAP-013644,SUP-11582,SC-1224,2024-08,404,403.0,99.8,
CAP-013645,SUP-11582,SC-1224,2024-09,391,264.0,67.5,
CAP-013646,SUP-11582,SC-1224,2024-10,468,,82.7,
CAP-013647,SUP-11582,SC-1224,2024-11,436,425.0,97.5,
CAP-013648,SUP-11582,SC-1224,2024-12,423,315.0,74.5,
CAP-013649,SUP-11582,SC-1224,2025-01,441,,100.0,
CAP-013650,SUP-11582,SC-1224,2025-02,470,332.0,70.6,
CAP-013651,SUP-11582,SC-1224,2025-03,442,319.0,72.2,
CAP-013652,SUP-11582,SC-1224,2025-04,487,448.0,92.0,
CAP-013653,SUP-11582,SC-1224,2025-05,482,433.0,89.8,
CAP-013654,SUP-11582,SC-1224,2025-06,448,353.0,78.8,
CAP-013655,SUP-11582,SC-1224,2025-07,476,444.0,93.3,
CAP-013656,SUP-11582,SC-1224,2025-08,472,,88.8,
CAP-013657,SUP-11582,SC-1224,2025-09,496,489.0,98.6,
CAP-013658,SUP-11582,SC-1224,2025-10,495,329.0,66.5,
CAP-013659,SUP-11582,SC-1224,2025-11,501,515.0,100.0,
CAP-013660,SUP-11582,SC-1224,2025-12,498,314.0,63.1,
CAP-013661,SUP-11582,SC-1224,2026-01,496,316.0,63.7,
CAP-013662,SUP-11582,SC-1224,2026-02,522,431.0,82.6,
CAP-013663,SUP-11582,SC-1224,2026-03,500,504.0,100.0,
CAP-013664,SUP-11582,SC-1224,2026-04,515,496.0,96.3,
CAP-013665,SUP-09258,CH-558,2024-01,2030,1185.0,58.4,
CAP-013666,SUP-09258,CH-558,2024-02,1861,1145.0,61.5,
CAP-013667,SUP-09258,CH-558,2024-03,1812,1112.0,61.4,
CAP-013668,SUP-09258,CH-558,2024-04,2148,2086.0,97.1,
CAP-013669,SUP-09258,CH-558,2024-05,1987,1997.0,100.0,
CAP-013670,SUP-09258,CH-558,2024-06,2022,1414.0,69.9,
CAP-013671,SUP-09258,CH-558,2024-07,1995,1350.0,67.7,
CAP-013672,SUP-09258,CH-558,2024-08,1985,1789.0,90.1,
CAP-013673,SUP-09258,CH-558,2024-09,2044,1330.0,65.1,
CAP-013674,SUP-09258,CH-558,2024-10,1819,1846.0,100.0,
CAP-013675,SUP-09258,CH-558,2024-11,2051,1932.0,94.2,
CAP-013676,SUP-09258,CH-558,2024-12,1940,1558.0,80.3,
CAP-013677,SUP-09258,CH-558,2025-01,2061,1433.0,69.5,
CAP-013678,SUP-09258,CH-558,2025-02,1893,1252.0,66.1,
CAP-013679,SUP-09258,CH-558,2025-03,2014,1683.0,83.6,
CAP-013680,SUP-09258,CH-558,2025-04,2012,1867.0,92.8,
CAP-013681,SUP-09258,CH-558,2025-05,1704,1061.0,62.3,
CAP-013682,SUP-09258,CH-558,2025-06,2015,2060.0,100.0,
CAP-013683,SUP-09258,CH-558,2025-07,1899,1525.0,80.3,
CAP-013684,SUP-09258,CH-558,2025-08,1967,1562.0,79.4,
CAP-013685,SUP-09258,CH-558,2025-09,1779,1713.0,96.3,
CAP-013686,SUP-09258,CH-558,2025-10,1907,1122.0,58.8,
CAP-013687,SUP-09258,CH-558,2025-11,1866,1581.0,84.7,
CAP-013688,SUP-09258,CH-558,2025-12,1873,1860.0,99.3,
CAP-013689,SUP-09258,CH-558,2026-01,1997,1540.0,77.1,
CAP-013690,SUP-09258,CH-558,2026-02,2113,1872.0,88.6,
CAP-013691,SUP-09258,CH-558,2026-03,2109,1365.0,64.7,
CAP-013692,SUP-09258,CH-558,2026-04,2105,1912.0,90.8,
CAP-013693,SUP-02456,HY-229,2024-01,195,128.0,,
CAP-013694,SUP-02456,HY-229,2024-02,197,183.0,92.9,
CAP-013695,SUP-02456,HY-229,2024-03,191,166.0,86.9,
CAP-013696,SUP-02456,HY-229,2024-04,206,145.0,70.4,
CAP-013697,SUP-02456,HY-229,2024-05,203,151.0,74.4,
CAP-013698,SUP-02456,HY-229,2024-06,186,128.0,68.8,
CAP-013699,SUP-02456,HY-229,2024-07,209,195.0,93.3,
CAP-013700,SUP-02456,HY-229,2024-08,199,132.0,66.3,
CAP-013701,SUP-02456,HY-229,2024-09,201,187.0,93.0,
CAP-013702,SUP-02456,HY-229,2024-10,213,170.0,79.8,
CAP-013703,SUP-02456,HY-229,2024-11,179,110.0,61.5,
CAP-013704,SUP-02456,HY-229,2024-12,209,195.0,93.3,
CAP-013705,SUP-02456,HY-229,2025-01,209,160.0,76.6,
CAP-013706,SUP-02456,HY-229,2025-02,207,189.0,91.3,
CAP-013707,SUP-02456,HY-229,2025-03,204,,95.6,
CAP-013708,SUP-02456,HY-229,2025-04,198,162.0,81.8,
CAP-013709,SUP-02456,HY-229,2025-05,213,162.0,76.1,
CAP-013710,SUP-02456,HY-229,2025-06,189,132.0,69.8,
CAP-013711,SUP-02456,HY-229,2025-07,213,187.0,87.8,
CAP-013712,SUP-02456,HY-229,2025-08,201,143.0,71.1,
CAP-013713,SUP-02456,HY-229,2025-09,184,176.0,95.7,
CAP-013714,SUP-02456,HY-229,2025-10,189,121.0,64.0,
CAP-013715,SUP-02456,HY-229,2025-11,192,131.0,68.2,
CAP-013716,SUP-02456,HY-229,2025-12,192,137.0,71.4,
CAP-013717,SUP-02456,HY-229,2026-01,182,104.0,57.1,
CAP-013718,SUP-02456,HY-229,2026-02,203,132.0,65.0,
CAP-013719,SUP-02456,HY-229,2026-03,184,,71.2,
CAP-013720,SUP-02456,HY-229,2026-04,188,160.0,85.1,
CAP-013721,SUP-11844,EN-172,2024-01,564,492.0,87.2,
CAP-013722,SUP-11844,EN-172,2024-02,601,428.0,71.2,
CAP-013723,SUP-11844,EN-172,2024-03,648,510.0,78.7,
CAP-013724,SUP-11844,EN-172,2024-04,601,501.0,83.4,
CAP-013725,SUP-11844,EN-172,2024-05,649,428.0,65.9,
CAP-013726,SUP-11844,EN-172,2024-06,670,,79.0,
CAP-013727,SUP-11844,EN-172,2024-07,601,483.0,80.4,
CAP-013728,SUP-11844,EN-172,2024-08,637,518.0,81.3,
CAP-013729,SUP-11844,EN-172,2024-09,578,563.0,97.4,
CAP-013730,SUP-11844,EN-172,2024-10,665,425.0,63.9,
CAP-013731,SUP-11844,EN-172,2024-11,635,495.0,78.0,
CAP-013732,SUP-11844,EN-172,2024-12,691,525.0,76.0,
CAP-013733,SUP-11844,EN-172,2025-01,687,411.0,59.8,
CAP-013734,SUP-11844,EN-172,2025-02,668,663.0,,
CAP-013735,SUP-11844,EN-172,2025-03,679,515.0,75.8,
CAP-013736,SUP-11844,EN-172,2025-04,680,463.0,68.1,
CAP-013737,SUP-11844,EN-172,2025-05,679,512.0,75.4,
CAP-013738,SUP-11844,EN-172,2025-06,703,546.0,77.7,
CAP-013739,SUP-11844,EN-172,2025-07,682,568.0,83.3,
CAP-013740,SUP-11844,EN-172,2025-08,686,660.0,96.2,
CAP-013741,SUP-11844,EN-172,2025-09,742,488.0,65.8,
CAP-013742,SUP-11844,EN-172,2025-10,664,509.0,76.7,
CAP-013743,SUP-11844,EN-172,2025-11,698,509.0,72.9,
CAP-013744,SUP-11844,EN-172,2025-12,793,690.0,87.0,
CAP-013745,SUP-11844,EN-172,2026-01,727,481.0,,
CAP-013746,SUP-11844,EN-172,2026-02,765,501.0,65.5,
CAP-013747,SUP-11844,EN-172,2026-03,773,464.0,60.0,
CAP-013748,SUP-11844,EN-172,2026-04,792,654.0,82.6,
CAP-013749,SUP-13481,EN-1027,2024-01,1933,1491.0,77.1,
CAP-013750,SUP-13481,EN-1027,2024-02,1905,1732.0,90.9,
CAP-013751,SUP-13481,EN-1027,2024-03,1982,1539.0,77.6,
CAP-013752,SUP-13481,EN-1027,2024-04,2155,,68.7,
CAP-013753,SUP-13481,EN-1027,2024-05,2053,1887.0,91.9,
CAP-013754,SUP-13481,EN-1027,2024-06,2068,1501.0,72.6,
CAP-013755,SUP-13481,EN-1027,2024-07,2064,2034.0,98.5,
CAP-013756,SUP-13481,EN-1027,2024-08,2241,1683.0,75.1,
CAP-013757,SUP-13481,EN-1027,2024-09,1893,1441.0,76.1,
CAP-013758,SUP-13481,EN-1027,2024-10,2057,1440.0,70.0,
CAP-013759,SUP-13481,EN-1027,2024-11,2159,1793.0,83.0,
CAP-013760,SUP-13481,EN-1027,2024-12,1997,1381.0,69.2,
CAP-013761,SUP-13481,EN-1027,2025-01,2042,1770.0,86.7,
CAP-013762,SUP-13481,EN-1027,2025-02,1929,1115.0,57.8,
CAP-013763,SUP-13481,EN-1027,2025-03,2032,1176.0,57.9,
CAP-013764,SUP-13481,EN-1027,2025-04,1884,1170.0,62.1,
CAP-013765,SUP-13481,EN-1027,2025-05,1982,1367.0,69.0,
CAP-013766,SUP-13481,EN-1027,2025-06,1924,1622.0,84.3,
CAP-013767,SUP-13481,EN-1027,2025-07,2120,1453.0,68.5,
CAP-013768,SUP-13481,EN-1027,2025-08,2184,1229.0,56.3,
CAP-013769,SUP-13481,EN-1027,2025-09,1965,,85.3,
CAP-013770,SUP-13481,EN-1027,2025-10,1917,,100.0,
CAP-013771,SUP-13481,EN-1027,2025-11,2172,1677.0,77.2,
CAP-013772,SUP-13481,EN-1027,2025-12,1941,1144.0,58.9,
CAP-013773,SUP-13481,EN-1027,2026-01,2118,1559.0,73.6,
CAP-013774,SUP-13481,EN-1027,2026-02,2014,1392.0,69.1,
CAP-013775,SUP-13481,EN-1027,2026-03,1895,1941.0,100.0,
CAP-013776,SUP-13481,EN-1027,2026-04,2207,2102.0,95.2,
CAP-013777,SUP-05192,HY-386,2024-01,1916,1502.0,78.4,
CAP-013778,SUP-05192,HY-386,2024-02,2225,1672.0,75.1,
CAP-013779,SUP-05192,HY-386,2024-03,1974,1936.0,98.1,
CAP-013780,SUP-05192,HY-386,2024-04,1966,,69.2,
CAP-013781,SUP-05192,HY-386,2024-05,1788,1220.0,68.2,
CAP-013782,SUP-05192,HY-386,2024-06,2050,1363.0,66.5,
CAP-013783,SUP-05192,HY-386,2024-07,1878,1293.0,68.8,
CAP-013784,SUP-05192,HY-386,2024-08,1990,1342.0,67.4,
CAP-013785,SUP-05192,HY-386,2024-09,2190,1699.0,77.6,
CAP-013786,SUP-05192,HY-386,2024-10,1995,1329.0,66.6,
CAP-013787,SUP-05192,HY-386,2024-11,2006,1791.0,89.3,
CAP-013788,SUP-05192,HY-386,2024-12,1977,1795.0,90.8,
CAP-013789,SUP-05192,HY-386,2025-01,2077,1893.0,91.1,
CAP-013790,SUP-05192,HY-386,2025-02,1835,1845.0,100.0,
CAP-013791,SUP-05192,HY-386,2025-03,1980,1474.0,74.4,
CAP-013792,SUP-05192,HY-386,2025-04,2003,1160.0,57.9,
CAP-013793,SUP-05192,HY-386,2025-05,1789,1059.0,59.2,
CAP-013794,SUP-05192,HY-386,2025-06,1983,1187.0,59.9,
CAP-013795,SUP-05192,HY-386,2025-07,2096,1750.0,83.5,
CAP-013796,SUP-05192,HY-386,2025-08,1839,1336.0,72.6,
CAP-013797,SUP-05192,HY-386,2025-09,1949,1770.0,90.8,
CAP-013798,SUP-05192,HY-386,2025-10,1906,1295.0,67.9,
CAP-013799,SUP-05192,HY-386,2025-11,2017,1514.0,75.1,
CAP-013800,SUP-05192,HY-386,2025-12,1985,1588.0,80.0,
CAP-013801,SUP-05192,HY-386,2026-01,2071,2037.0,98.4,
CAP-013802,SUP-05192,HY-386,2026-02,1988,1405.0,70.7,
CAP-013803,SUP-05192,HY-386,2026-03,1996,1780.0,89.2,
CAP-013804,SUP-05192,HY-386,2026-04,1838,1749.0,95.2,
CAP-013805,SUP-14179,EC-511,2024-01,421,322.0,76.5,
CAP-013806,SUP-14179,EC-511,2024-02,431,270.0,62.6,
CAP-013807,SUP-14179,EC-511,2024-03,419,413.0,98.6,
CAP-013808,SUP-14179,EC-511,2024-04,382,289.0,75.7,
CAP-013809,SUP-14179,EC-511,2024-05,405,274.0,67.7,
CAP-013810,SUP-14179,EC-511,2024-06,412,413.0,100.0,
CAP-013811,SUP-14179,EC-511,2024-07,421,436.0,100.0,
CAP-013812,SUP-14179,EC-511,2024-08,439,425.0,96.8,
CAP-013813,SUP-14179,EC-511,2024-09,404,317.0,78.5,
CAP-013814,SUP-14179,EC-511,2024-10,420,340.0,81.0,
CAP-013815,SUP-14179,EC-511,2024-11,432,404.0,93.5,
CAP-013816,SUP-14179,EC-511,2024-12,443,433.0,97.7,
CAP-013817,SUP-14179,EC-511,2025-01,450,254.0,56.4,
CAP-013818,SUP-14179,EC-511,2025-02,471,301.0,63.9,
CAP-013819,SUP-14179,EC-511,2025-03,448,366.0,81.7,
