quality_event_id,part_id,supplier_id,batch_id,event_date,event_type,severity,disposition_status,affected_qty
QE-0009895,CH-342,SUP-10563,BATCH-CH-342-20260329-5,2026-03-29,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009896,TR-554,SUP-14501,BATCH-TR-554-20240917-7,2024-09-17,Incoming Inspection Pass,Not Applicable,,0
QE-0009897,BR-1155,SUP-11153,BATCH-BR-1155-20240831-1,2024-08-31,Defect,Medium,Closed,50
QE-0009898,TR-1029,SUP-02363,BATCH-TR-1029-20241207-4,2024-12-07,Hold,High,Under Investigation,25
QE-0009899,TR-143,SUP-09125,BATCH-TR-143-20251210-7,2025-12-10,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009900,EC-1032,SUP-11144,BATCH-EC-1032-20250929-6,2025-09-29,Defect,Medium,,500
QE-0009901,HY-168,SUP-09945,BATCH-HY-168-20241015-3,2024-10-15,Deviation Approved,Medium,Approved for Use,50
QE-0009902,HY-894,SUP-00793,BATCH-HY-894-20251007-6,2025-10-07,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009903,FT-289,SUP-07568,BATCH-FT-289-20240710-3,2024-07-10,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009904,FT-765,SUP-09654,BATCH-FT-765-20250804-3,2025-08-04,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009905,FL-799,SUP-06290,BATCH-FL-799-20240515-3,2024-05-15,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009906,EC-1126,SUP-14160,BATCH-EC-1126-20241119-6,2024-11-19,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009907,ST-1041,SUP-08302,BATCH-ST-1041-20251102-1,2025-11-02,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009908,CB-424,SUP-02398,BATCH-CB-424-20260124-5,2026-01-24,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009909,HY-1109,SUP-01553,BATCH-HY-1109-20250805-1,2025-08-05,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009910,EN-965,SUP-02607,BATCH-EN-965-20250524-3,2025-05-24,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009911,CB-1113,SUP-03392,BATCH-CB-1113-20251128-2,2025-11-28,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009912,ST-1200,SUP-00098,BATCH-ST-1200-20250316-6,2025-03-16,Defect,Medium,Under Investigation,250
QE-0009913,SC-1095,SUP-03949,BATCH-SC-1095-20240110-7,2024-01-10,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009914,TR-241,SUP-11183,BATCH-TR-241-20250106-2,2025-01-06,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009915,EC-1005,SUP-04919,BATCH-EC-1005-20250105-5,2025-01-05,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009916,TR-521,SUP-09249,BATCH-TR-521-20240824-5,2024-08-24,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009917,BR-1168,SUP-04658,BATCH-BR-1168-20260326-7,2026-03-26,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009918,EN-229,SUP-08958,BATCH-EN-229-20260803-6,2026-08-03,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009919,FL-122,SUP-13104,BATCH-FL-122-20250218-6,2025-02-18,Hold,Medium,Under Investigation,250
QE-0009920,SC-289,SUP-05887,BATCH-SC-289-20240203-1,2024-02-03,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009921,HY-851,SUP-05029,BATCH-HY-851-20250916-8,2025-09-16,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009922,HY-754,SUP-12230,BATCH-HY-754-20240101-5,2024-01-01,Incoming Inspection Pass,Not Applicable,,0
QE-0009923,CB-273,SUP-00442,BATCH-CB-273-20250812-3,2025-08-12,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009924,SC-1284,SUP-08613,BATCH-SC-1284-20260221-7,2026-02-21,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009925,HY-997,SUP-05709,BATCH-HY-997-20240304-2,2024-03-04,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009926,EL-180,SUP-06161,BATCH-EL-180-20260216-6,2026-02-16,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009927,BR-1260,SUP-02299,BATCH-BR-1260-20250317-3,2025-03-17,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009928,ST-961,SUP-02728,BATCH-ST-961-20250829-2,2025-08-29,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009929,ST-969,SUP-08539,BATCH-ST-969-20240202-2,2024-02-02,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009930,FL-434,SUP-10945,BATCH-FL-434-20250111-6,2025-01-11,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009931,BR-611,SUP-04186,BATCH-BR-611-20250201-3,2025-02-01,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009932,EC-230,SUP-14053,BATCH-EC-230-20240330-5,2024-03-30,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009933,BR-691,SUP-02542,BATCH-BR-691-20240205-4,2024-02-05,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009934,CB-618,SUP-10232,BATCH-CB-618-20240813-6,2024-08-13,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009935,HY-183,SUP-02999,BATCH-HY-183-20250619-8,2025-06-19,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009936,CB-1108,SUP-13846,BATCH-CB-1108-20241123-1,2024-11-23,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009937,EL-949,SUP-07697,BATCH-EL-949-20260727-6,2026-07-27,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009938,EC-569,SUP-08117,BATCH-EC-569-20250516-2,2025-05-16,Incoming Inspection Pass,Not Applicable,,0
QE-0009939,EN-1011,SUP-01719,BATCH-EN-1011-20251226-4,2025-12-26,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009940,SC-1310,SUP-09516,BATCH-SC-1310-20250201-4,2025-02-01,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009941,HY-604,SUP-03217,BATCH-HY-604-20240823-6,2024-08-23,Hold,Medium,Closed,50
QE-0009942,BR-1186,SUP-11728,BATCH-BR-1186-20240509-2,2024-05-09,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009943,EL-573,SUP-10314,BATCH-EL-573-20241211-2,2024-12-11,Defect,High,Under Investigation,100
QE-0009944,TR-501,SUP-09879,BATCH-TR-501-20251119-4,2025-11-19,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009945,FT-920,SUP-02393,BATCH-FT-920-20250731-6,2025-07-31,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009946,BR-395,SUP-11810,BATCH-BR-395-20241021-6,2024-10-21,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009947,FL-1231,SUP-14810,BATCH-FL-1231-20251123-4,2025-11-23,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009948,SC-203,SUP-03542,BATCH-SC-203-20240817-3,2024-08-17,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009949,SC-624,SUP-03235,BATCH-SC-624-20240409-3,2024-04-09,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009950,BR-281,SUP-05864,BATCH-BR-281-20250524-4,2025-05-24,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009951,EN-854,SUP-02592,BATCH-EN-854-20250827-8,2025-08-27,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009952,ST-564,SUP-01976,BATCH-ST-564-20250711-8,2025-07-11,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009953,FL-342,SUP-14450,BATCH-FL-342-20241021-4,2024-10-21,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009954,BR-160,SUP-14966,BATCH-BR-160-20240630-1,2024-06-30,Hold,Low,Closed,25
QE-0009955,EC-842,SUP-05354,BATCH-EC-842-20241125-7,2024-11-25,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009956,FT-1315,SUP-12076,BATCH-FT-1315-20260401-6,2026-04-01,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009957,FL-757,SUP-09907,BATCH-FL-757-20250905-3,2025-09-05,Hold,Medium,Closed,50
QE-0009958,EL-917,SUP-04648,BATCH-EL-917-20260406-5,2026-04-06,Hold,Critical,Closed,10
QE-0009959,EN-394,SUP-07098,BATCH-EN-394-20260209-1,2026-02-09,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009960,HY-321,SUP-12525,BATCH-HY-321-20250803-3,2025-08-03,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009961,CB-1133,SUP-01331,BATCH-CB-1133-20260210-2,2026-02-10,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009962,BR-421,SUP-13869,BATCH-BR-421-20241216-8,2024-12-16,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009963,FL-227,SUP-10329,BATCH-FL-227-20240324-3,2024-03-24,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009964,TR-988,SUP-06598,BATCH-TR-988-20250321-3,2025-03-21,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009965,FT-278,SUP-00955,BATCH-FT-278-20250605-1,2025-06-05,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009966,FL-717,SUP-04056,BATCH-FL-717-20241008-6,2024-10-08,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009967,FL-566,SUP-11403,BATCH-FL-566-20260227-8,2026-02-27,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009968,CB-1228,SUP-01175,BATCH-CB-1228-20250424-3,2025-04-24,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009969,FL-371,SUP-11580,BATCH-FL-371-20250711-7,2025-07-11,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009970,EC-210,SUP-06009,BATCH-EC-210-20260116-7,2026-01-16,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009971,FL-190,SUP-12041,BATCH-FL-190-20250609-3,2025-06-09,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009972,FT-1157,SUP-02972,BATCH-FT-1157-20240413-2,2024-04-13,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009973,HY-276,SUP-02782,BATCH-HY-276-20250108-3,2025-01-08,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009974,FL-1014,SUP-03908,BATCH-FL-1014-20240108-3,2024-01-08,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009975,BR-542,SUP-11013,BATCH-BR-542-20240403-8,2024-04-03,Incoming Inspection Pass,Not Applicable,,0
QE-0009976,HY-210,SUP-14027,BATCH-HY-210-20250105-6,2025-01-05,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009977,HY-1174,SUP-06292,BATCH-HY-1174-20260525-4,2026-05-25,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009978,TR-399,SUP-14929,BATCH-TR-399-20240409-1,2024-04-09,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009979,FT-830,SUP-10819,BATCH-FT-830-20260811-5,2026-08-11,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009980,EN-1253,SUP-14996,BATCH-EN-1253-20240821-3,2024-08-21,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009981,EN-555,SUP-10178,BATCH-EN-555-20250120-6,2025-01-20,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009982,HY-1340,SUP-06985,BATCH-HY-1340-20241201-6,2024-12-01,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009983,BR-1150,SUP-08496,BATCH-BR-1150-20250515-7,2025-05-15,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009984,ST-598,SUP-00448,BATCH-ST-598-20240703-1,2024-07-03,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009985,EL-220,SUP-03736,BATCH-EL-220-20250606-3,2025-06-06,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009986,EN-1236,SUP-08513,BATCH-EN-1236-20250119-7,2025-01-19,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009987,HY-1298,SUP-03555,BATCH-HY-1298-20260624-6,2026-06-24,Hold,Medium,Under Investigation,25
QE-0009988,SC-689,SUP-11849,BATCH-SC-689-20240928-4,2024-09-28,Hold,Medium,,25
QE-0009989,TR-546,SUP-05182,BATCH-TR-546-20240330-6,2024-03-30,Hold,Low,Scrapped,0
QE-0009990,ST-1318,SUP-04437,BATCH-ST-1318-20260716-8,2026-07-16,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009991,TR-356,SUP-02767,BATCH-TR-356-20250228-1,2025-02-28,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009992,HY-785,SUP-03500,BATCH-HY-785-20260111-2,2026-01-11,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009993,HY-690,SUP-06606,BATCH-HY-690-20251011-5,2025-10-11,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009994,HY-659,SUP-06481,BATCH-HY-659-20240818-7,2024-08-18,Defect,Medium,Approved for Use,25
QE-0009995,ST-142,SUP-04241,BATCH-ST-142-20260323-3,2026-03-23,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009996,ST-476,SUP-02929,BATCH-ST-476-20240702-4,2024-07-02,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009997,FT-1251,SUP-11810,BATCH-FT-1251-20240502-3,2024-05-02,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009998,CH-366,SUP-01648,BATCH-CH-366-20260605-5,2026-06-05,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0009999,TR-134,SUP-03567,BATCH-TR-134-20251129-6,2025-11-29,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010000,CH-791,SUP-05945,BATCH-CH-791-20240126-3,2024-01-26,Incoming Inspection Pass,Not Applicable,,0
QE-0010001,HY-467,SUP-10756,BATCH-HY-467-20250126-1,2025-01-26,Hold,High,Under Investigation,100
QE-0010002,BR-1293,SUP-10222,BATCH-BR-1293-20250125-4,2025-01-25,Incoming Inspection Pass,Not Applicable,,0
QE-0010003,ST-1275,SUP-12787,BATCH-ST-1275-20241015-8,2024-10-15,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010004,CH-147,SUP-07004,BATCH-CH-147-20260428-4,2026-04-28,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010005,ST-577,SUP-00127,BATCH-ST-577-20260611-1,2026-06-11,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010006,CH-711,SUP-02794,BATCH-CH-711-20241011-6,2024-10-11,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010007,CB-586,SUP-10669,BATCH-CB-586-20260712-4,2026-07-12,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010008,CH-257,SUP-09464,BATCH-CH-257-20251019-5,2025-10-19,Hold,Medium,Under Investigation,10
QE-0010009,CB-1290,SUP-07441,BATCH-CB-1290-20250719-3,2025-07-19,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010010,EC-1307,SUP-10049,BATCH-EC-1307-20250307-8,2025-03-07,Hold,Medium,Under Investigation,50
QE-0010011,EL-323,SUP-10175,BATCH-EL-323-20260508-2,2026-05-08,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010012,FL-712,SUP-01440,BATCH-FL-712-20240824-5,2024-08-24,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010013,EC-318,SUP-03898,BATCH-EC-318-20250106-2,2025-01-06,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010014,SC-1195,SUP-13447,BATCH-SC-1195-20260505-2,2026-05-05,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010015,FL-289,SUP-09284,BATCH-FL-289-20250213-4,2025-02-13,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010016,CH-457,SUP-10656,BATCH-CH-457-20250725-7,2025-07-25,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010017,HY-1315,SUP-13305,BATCH-HY-1315-20240430-5,2024-04-30,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010018,CH-522,SUP-00710,BATCH-CH-522-20240605-6,2024-06-05,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010019,EN-378,SUP-05897,BATCH-EN-378-20251128-5,2025-11-28,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010020,BR-553,SUP-10648,BATCH-BR-553-20260113-2,2026-01-13,Defect,Critical,Closed,50
QE-0010021,EN-387,SUP-14851,BATCH-EN-387-20260422-8,2026-04-22,Recall,Low,Approved for Use,100
QE-0010022,CH-784,SUP-09968,BATCH-CH-784-20260321-2,2026-03-21,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010023,SC-241,SUP-03635,BATCH-SC-241-20250702-5,2025-07-02,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010024,CB-220,SUP-08129,BATCH-CB-220-20260727-5,2026-07-27,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010025,SC-658,SUP-03214,BATCH-SC-658-20240626-5,2024-06-26,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010026,EN-413,SUP-12330,BATCH-EN-413-20250921-7,2025-09-21,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010027,FL-488,SUP-06202,BATCH-FL-488-20240803-7,2024-08-03,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010028,CB-530,SUP-03710,BATCH-CB-530-20251020-1,2025-10-20,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010029,SC-858,SUP-01171,BATCH-SC-858-20260213-2,2026-02-13,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010030,EN-1227,SUP-09289,BATCH-EN-1227-20250725-7,2025-07-25,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010031,FT-461,SUP-01540,BATCH-FT-461-20250801-7,2025-08-01,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010032,EL-209,SUP-08293,BATCH-EL-209-20240724-3,2024-07-24,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010033,CB-518,SUP-09728,BATCH-CB-518-20260114-6,2026-01-14,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010034,TR-1105,SUP-05897,BATCH-TR-1105-20240921-5,2024-09-21,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010035,BR-976,SUP-13139,BATCH-BR-976-20241126-5,2024-11-26,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010036,BR-520,SUP-08837,BATCH-BR-520-20260226-2,2026-02-26,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010037,FL-487,SUP-14330,BATCH-FL-487-20251009-8,2025-10-09,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010038,BR-320,SUP-03712,BATCH-BR-320-20241211-7,2024-12-11,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010039,HY-1005,SUP-07578,BATCH-HY-1005-20241003-6,2024-10-03,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010040,FL-820,SUP-11593,BATCH-FL-820-20240814-3,2024-08-14,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010041,HY-801,SUP-04520,BATCH-HY-801-20250724-7,2025-07-24,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010042,EC-551,SUP-03987,BATCH-EC-551-20240202-8,2024-02-02,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010043,FL-196,SUP-00784,BATCH-FL-196-20250423-5,2025-04-23,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010044,CH-1201,SUP-14411,BATCH-CH-1201-20251003-4,2025-10-03,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010045,CB-366,SUP-08243,BATCH-CB-366-20260703-4,2026-07-03,Defect,High,Closed,25
QE-0010046,SC-154,SUP-03303,BATCH-SC-154-20240925-1,2024-09-25,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010047,EN-175,SUP-05287,BATCH-EN-175-20240816-4,2024-08-16,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010048,EL-643,SUP-08095,BATCH-EL-643-20241008-8,2024-10-08,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010049,EL-144,SUP-07160,BATCH-EL-144-20250720-7,2025-07-20,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010050,EC-818,SUP-02869,BATCH-EC-818-20240103-4,2024-01-03,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010051,CB-277,SUP-14691,BATCH-CB-277-20250516-2,2025-05-16,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010052,EL-1285,SUP-02343,BATCH-EL-1285-20250415-3,2025-04-15,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010053,HY-781,SUP-05195,BATCH-HY-781-20251224-6,2025-12-24,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010054,HY-506,SUP-14709,BATCH-HY-506-20251103-8,2025-11-03,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010055,EN-1347,SUP-05975,BATCH-EN-1347-20241018-2,2024-10-18,Hold,Medium,Closed,25
QE-0010056,FT-505,SUP-13838,BATCH-FT-505-20240108-7,2024-01-08,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010057,SC-334,SUP-05107,BATCH-SC-334-20240211-1,2024-02-11,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010058,ST-1067,SUP-05323,BATCH-ST-1067-20250123-2,2025-01-23,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010059,CB-363,SUP-10907,BATCH-CB-363-20250817-6,2025-08-17,Incoming Inspection Pass,Not Applicable,,0
QE-0010060,CB-692,SUP-09206,BATCH-CB-692-20251121-6,2025-11-21,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010061,CH-733,SUP-00678,BATCH-CH-733-20260310-8,2026-03-10,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010062,EC-178,SUP-07468,BATCH-EC-178-20240113-2,2024-01-13,Deviation Approved,High,,100
QE-0010063,BR-478,SUP-10450,BATCH-BR-478-20241011-6,2024-10-11,Incoming Inspection Pass,Not Applicable,,0
QE-0010064,SC-1259,SUP-07137,BATCH-SC-1259-20250321-1,2025-03-21,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010065,SC-255,SUP-06978,BATCH-SC-255-20260826-5,2026-08-26,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010066,EN-963,SUP-02828,BATCH-EN-963-20240325-7,2024-03-25,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010067,FT-186,SUP-06247,BATCH-FT-186-20260622-8,2026-06-22,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010068,BR-393,SUP-03068,BATCH-BR-393-20251130-7,2025-11-30,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010069,EL-1171,SUP-12104,BATCH-EL-1171-20251007-7,2025-10-07,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010070,TR-789,SUP-10891,BATCH-TR-789-20260622-8,2026-06-22,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010071,HY-974,SUP-08304,BATCH-HY-974-20251226-8,2025-12-26,Hold,High,Closed,0
QE-0010072,SC-1329,SUP-10088,BATCH-SC-1329-20241019-7,2024-10-19,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010073,FT-448,SUP-11267,BATCH-FT-448-20251109-5,2025-11-09,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010074,EN-908,SUP-00471,BATCH-EN-908-20260112-8,2026-01-12,Hold,Low,Closed,0
QE-0010075,SC-124,SUP-09895,BATCH-SC-124-20250106-3,2025-01-06,Hold,Low,Under Investigation,500
QE-0010076,HY-251,SUP-09735,BATCH-HY-251-20240722-5,2024-07-22,Defect,High,Approved for Use,25
QE-0010077,EN-199,SUP-03532,BATCH-EN-199-20260621-4,2026-06-21,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010078,FT-263,SUP-10658,BATCH-FT-263-20260214-3,2026-02-14,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010079,FT-1298,SUP-04119,BATCH-FT-1298-20251107-5,2025-11-07,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010080,CH-1117,SUP-02432,BATCH-CH-1117-20250401-4,2025-04-01,Defect,Critical,Closed,25
QE-0010081,EL-938,SUP-04796,BATCH-EL-938-20260516-1,2026-05-16,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010082,CH-575,SUP-10646,BATCH-CH-575-20240328-3,2024-03-28,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010083,CB-809,SUP-10164,BATCH-CB-809-20240602-7,2024-06-02,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010084,FT-594,SUP-09208,BATCH-FT-594-20251123-6,2025-11-23,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010085,HY-655,SUP-00775,BATCH-HY-655-20250107-2,2025-01-07,Defect,High,Closed,10
QE-0010086,CH-1045,SUP-07511,BATCH-CH-1045-20250508-3,2025-05-08,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010087,EL-1065,SUP-12631,BATCH-EL-1065-20240618-7,2024-06-18,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010088,HY-346,SUP-05595,BATCH-HY-346-20240307-6,2024-03-07,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010089,CH-1186,SUP-12887,BATCH-CH-1186-20250903-3,2025-09-03,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010090,FL-912,SUP-14996,BATCH-FL-912-20250719-3,2025-07-19,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010091,SC-223,SUP-08885,BATCH-SC-223-20240521-7,2024-05-21,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010092,EC-470,SUP-04019,BATCH-EC-470-20240414-6,2024-04-14,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010093,TR-424,SUP-02454,BATCH-TR-424-20240821-4,2024-08-21,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010094,ST-1131,SUP-07329,BATCH-ST-1131-20240403-3,2024-04-03,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010095,TR-1345,SUP-00105,BATCH-TR-1345-20260205-7,2026-02-05,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010096,FL-690,SUP-11254,BATCH-FL-690-20250306-8,2025-03-06,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010097,ST-1245,SUP-04194,BATCH-ST-1245-20251115-8,2025-11-15,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010098,EL-1080,SUP-03032,BATCH-EL-1080-20260115-7,2026-01-15,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010099,TR-217,SUP-11176,BATCH-TR-217-20260315-3,2026-03-15,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010100,FL-974,SUP-01495,BATCH-FL-974-20250210-3,2025-02-10,Deviation Approved,High,Closed,25
QE-0010101,SC-479,SUP-04091,BATCH-SC-479-20241013-1,2024-10-13,Recall,High,Closed,500
QE-0010102,FT-1313,SUP-09553,BATCH-FT-1313-20260528-5,2026-05-28,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010103,TR-1187,SUP-13660,BATCH-TR-1187-20260420-2,2026-04-20,Hold,Low,Approved for Use,50
QE-0010104,ST-237,SUP-09978,BATCH-ST-237-20260409-2,2026-04-09,Incoming Inspection Pass,Not Applicable,Closed,0
QE-0010105,EC-888,SUP-10988,BATCH-EC-888-20260315-8,2026-03-15,Hold,Medium,Closed,100
QE-0010106,EC-954,SUP-13703,BATCH-EC-954-20260314-3,2026-03-14,Incoming Inspection Pass,Not Applicable,Closed,0
