shipment_id,po_id,lane_id,carrier,ship_date,eta_date,actual_arrival_date,shipment_qty,shipment_status
SHP-0012719,PO-0023190,LANE-001606,Atlas Intermodal,2024-06-08,,2024-06-09,100,Delivered
SHP-0012720,PO-0018070,LANE-000566,BlueLine Transport,2026-05-17,2026-05-28,,300,Delayed
SHP-0012721,PO-0010877,LANE-016738,TransGlobal Freight,2026-02-13,2026-02-17,2026-02-19,300,Delivered
SHP-0012722,PO-0020755,LANE-005378,Atlas Intermodal,2026-08-20,2026-09-14,2026-09-12,500,Delivered
SHP-0012723,PO-0005998,LANE-014243,TransGlobal Freight,2024-11-17,2024-11-20,2024-11-19,200,Delivered
SHP-0012724,PO-0019770,LANE-001470,Meridian Logistics,2024-11-09,2024-12-20,2024-12-23,1200,Delivered
SHP-0012725,PO-0005151,LANE-001161,Continental Cargo,2026-03-15,2026-04-10,2026-04-10,100,Delivered
SHP-0012726,PO-0004163,LANE-007711,Meridian Logistics,2024-04-29,2024-05-03,2024-05-03,100,Delivered
SHP-0012727,PO-0023749,LANE-010792,Meridian Logistics,2024-01-31,2024-02-02,2024-01-31,50,Delivered
SHP-0012728,PO-0003403,LANE-004703,BlueLine Transport,2024-02-18,2024-02-20,2024-02-19,200,Delivered
SHP-0012729,PO-0026135,LANE-014253,Atlas Intermodal,2025-06-22,2025-06-25,2025-06-28,300,Delivered
SHP-0012730,PO-0010241,LANE-011785,Continental Cargo,2024-05-04,2024-05-31,,50,In Transit
SHP-0012731,PO-0022325,LANE-006571,Atlas Intermodal,2026-06-20,2026-06-22,2026-06-19,100,Delivered
SHP-0012732,PO-0023066,LANE-009617,EuroFreight Express,2024-04-22,2024-04-24,2024-04-26,1200,Delivered
SHP-0012733,PO-0016700,LANE-009665,Pacific Rim Shipping,2024-12-14,2024-12-24,2024-12-23,200,Delivered
SHP-0012734,PO-0018859,LANE-010678,EuroFreight Express,2024-07-18,2024-08-18,,50,In Transit
SHP-0012735,PO-0023242,LANE-008066,BlueLine Transport,2025-11-19,2025-11-29,,100,In Transit
SHP-0012736,PO-0013589,LANE-006545,Pacific Rim Shipping,2024-09-21,2024-10-20,2024-10-23,50,Delivered
SHP-0012737,PO-0016487,LANE-011844,TransGlobal Freight,2026-01-30,2026-02-27,2026-02-27,100,Delivered
SHP-0012738,PO-0024528,LANE-012518,BlueLine Transport,2025-04-17,2025-04-26,2025-04-26,500,Delivered
SHP-0012739,PO-0024916,LANE-000312,,2024-06-13,2024-06-22,2024-06-21,800,Delivered
SHP-0012740,PO-0018224,LANE-004884,BlueLine Transport,2026-02-09,2026-02-11,2026-02-08,300,Delivered
SHP-0012741,PO-0005040,LANE-003740,Continental Cargo,2025-11-05,2025-11-10,2025-11-11,1200,Delivered
SHP-0012742,PO-0015215,LANE-016220,Ironhide Trucking,2026-01-04,2026-01-06,2026-01-06,100,Delivered
SHP-0012743,PO-0015403,LANE-016442,Ironhide Trucking,2025-11-09,2025-11-18,,50,Lost
SHP-0012744,PO-0018950,LANE-009909,Ironhide Trucking,2024-09-03,2024-09-12,2024-09-09,200,Delivered
SHP-0012745,PO-0003454,LANE-001106,TransGlobal Freight,2025-05-14,2025-05-18,2025-05-19,200,Delivered
SHP-0012746,PO-0015424,LANE-002748,EuroFreight Express,2026-04-18,2026-04-27,2026-04-29,300,Delivered
SHP-0012747,PO-0004752,LANE-009380,BlueLine Transport,2026-03-05,2026-03-09,2026-03-08,300,Delivered
SHP-0012748,PO-0020952,LANE-004388,Atlas Intermodal,2025-06-27,,2025-07-02,500,Delivered
SHP-0012749,PO-0004631,LANE-003129,Continental Cargo,2024-11-04,2024-11-07,2024-11-05,50,Delivered
SHP-0012750,PO-0016152,LANE-000878,Ironhide Trucking,2024-08-08,2024-08-10,2024-08-13,300,Delivered
SHP-0012751,PO-0015001,LANE-013900,Meridian Logistics,2025-01-22,2025-02-03,2025-02-01,300,Delivered
SHP-0012752,PO-0022267,LANE-002428,BlueLine Transport,2024-11-05,2024-11-14,2024-11-14,200,Delivered
SHP-0012753,PO-0018353,LANE-012678,Continental Cargo,2025-02-07,2025-02-11,,300,In Transit
SHP-0012754,PO-0014119,LANE-003703,,2025-09-23,2025-09-25,2025-09-30,1200,Partial
SHP-0012755,PO-0006683,LANE-014824,EuroFreight Express,2026-03-14,2026-03-18,2026-03-18,1200,Delivered
SHP-0012756,PO-0020045,LANE-005694,Pacific Rim Shipping,2025-11-07,2025-11-11,2025-11-11,800,Delivered
SHP-0012757,PO-0006557,LANE-009670,Continental Cargo,2024-08-20,2024-09-01,2024-08-31,50,Delivered
SHP-0012758,PO-0026307,LANE-008994,BlueLine Transport,2024-11-15,2024-11-26,2024-11-24,300,Delivered
SHP-0012759,PO-0024744,LANE-008634,BlueLine Transport,2026-08-14,2026-08-19,,500,In Transit
SHP-0012760,PO-0020996,LANE-009328,Atlas Intermodal,2024-11-10,2024-11-14,2024-11-13,1200,Delivered
SHP-0012761,PO-0014744,LANE-012833,Ironhide Trucking,2024-03-16,2024-03-18,2024-03-15,50,Delivered
SHP-0012762,PO-0010575,LANE-008633,Continental Cargo,2024-07-03,2024-07-07,,100,In Transit
SHP-0012763,PO-0011372,LANE-012056,Ironhide Trucking,2026-05-10,2026-05-13,2026-05-14,1200,Delivered
SHP-0012764,PO-0005964,LANE-016568,Pacific Rim Shipping,2025-03-23,2025-03-26,2025-03-24,100,Delivered
SHP-0012765,PO-0025255,LANE-006844,,2025-08-11,2025-08-24,,200,In Transit
SHP-0012766,PO-0012123,LANE-012646,Ironhide Trucking,2025-10-15,2025-10-27,,50,Delayed
SHP-0012767,PO-0017305,LANE-015823,TransGlobal Freight,2026-03-07,2026-03-11,2026-03-11,300,Partial
SHP-0012768,PO-0011125,LANE-002299,EuroFreight Express,2024-01-27,2024-02-21,2024-02-24,300,Delivered
SHP-0012769,PO-0022123,LANE-002024,Pacific Rim Shipping,2025-07-26,,,100,Delayed
SHP-0012770,PO-0025217,LANE-003592,BlueLine Transport,2026-05-21,2026-06-01,2026-06-01,1200,Delivered
SHP-0012771,PO-0017757,LANE-000800,Atlas Intermodal,2024-05-21,2024-05-25,2024-05-26,1200,Delivered
SHP-0012772,PO-0013474,LANE-001696,,2025-08-21,2025-09-01,2025-09-01,50,Delivered
SHP-0012773,PO-0015914,LANE-011623,BlueLine Transport,2026-05-14,2026-05-17,2026-05-16,200,Delivered
SHP-0012774,PO-0014322,LANE-004920,TransGlobal Freight,2024-09-06,2024-09-17,2024-09-20,300,Delivered
SHP-0012775,PO-0007355,LANE-011116,Atlas Intermodal,2025-02-09,2025-02-19,2025-02-24,1200,Partial
SHP-0012776,PO-0001448,LANE-006641,Ironhide Trucking,2025-07-23,2025-08-15,,200,Delayed
SHP-0012777,PO-0004847,LANE-014851,Atlas Intermodal,2026-05-29,2026-06-25,2026-06-25,200,Delivered
SHP-0012778,PO-0014828,LANE-000292,BlueLine Transport,2025-07-30,2025-08-05,2025-08-03,300,Delivered
SHP-0012779,PO-0004450,LANE-000589,BlueLine Transport,2024-08-24,2024-09-23,2024-09-24,800,Delivered
SHP-0012780,PO-0005529,LANE-007566,Atlas Intermodal,2026-06-16,2026-06-21,2026-06-19,500,Delivered
SHP-0012781,PO-0003408,LANE-000446,Ironhide Trucking,2026-04-21,2026-04-26,2026-04-23,800,Delivered
SHP-0012782,PO-0022810,LANE-016669,BlueLine Transport,2025-01-04,2025-01-09,2025-01-12,50,Delivered
SHP-0012783,PO-0017820,LANE-003569,Continental Cargo,2026-08-31,2026-09-06,2026-09-07,1200,Delivered
SHP-0012784,PO-0002276,LANE-005226,EuroFreight Express,2024-05-17,2024-05-21,2024-05-23,200,Delivered
SHP-0012785,PO-0004724,LANE-005170,TransGlobal Freight,2025-04-06,2025-04-18,2025-04-17,500,Delivered
SHP-0012786,PO-0016250,LANE-005470,Atlas Intermodal,2026-08-20,2026-09-14,2026-09-17,500,Delivered
SHP-0012787,PO-0006329,LANE-013287,Ironhide Trucking,2026-03-31,2026-04-02,,500,In Transit
SHP-0012788,PO-0010982,LANE-013774,Continental Cargo,2025-10-26,2025-10-29,,100,Delayed
SHP-0012789,PO-0021372,LANE-013679,Pacific Rim Shipping,2025-01-17,2025-02-08,2025-02-08,800,Delivered
SHP-0012790,PO-0004654,LANE-014670,TransGlobal Freight,2024-11-10,2024-11-24,2024-11-26,300,Delivered
SHP-0012791,PO-0016698,LANE-010022,Continental Cargo,2026-02-20,2026-02-25,,500,Delayed
SHP-0012792,PO-0021367,LANE-012183,Atlas Intermodal,2025-08-17,2025-08-29,2025-08-29,100,Delivered
SHP-0012793,PO-0000598,LANE-012456,EuroFreight Express,2024-08-16,2024-08-19,,50,In Transit
SHP-0012794,PO-0000698,LANE-010242,Atlas Intermodal,2025-10-21,2025-10-23,,200,Delayed
SHP-0012795,PO-0023193,LANE-009978,Atlas Intermodal,2025-05-06,2025-05-17,,50,In Transit
SHP-0012796,PO-0017890,LANE-009575,Meridian Logistics,2024-09-19,2024-10-01,2024-10-03,1200,Delivered
SHP-0012797,PO-0017655,LANE-009020,Pacific Rim Shipping,2024-10-26,2024-11-21,,1200,In Transit
SHP-0012798,PO-0026578,LANE-015810,BlueLine Transport,2026-02-21,2026-03-13,2026-03-16,50,Delivered
SHP-0012799,PO-0009918,LANE-012844,EuroFreight Express,2025-11-20,2025-11-22,,300,In Transit
SHP-0012800,PO-0012229,LANE-000028,Meridian Logistics,2025-08-10,2025-08-17,2025-08-14,800,Delivered
SHP-0012801,PO-0015602,LANE-006992,BlueLine Transport,2026-02-13,2026-02-15,2026-02-17,300,Delivered
SHP-0012802,PO-0015696,LANE-012837,Meridian Logistics,2025-12-29,2025-12-31,2026-01-01,500,Delivered
SHP-0012803,PO-0023459,LANE-014762,Continental Cargo,2026-06-26,2026-07-06,2026-07-11,800,Partial
SHP-0012804,PO-0014633,LANE-001959,Atlas Intermodal,2024-12-09,2025-01-08,2025-01-07,200,Delivered
SHP-0012805,PO-0026022,LANE-015975,EuroFreight Express,2026-06-02,2026-06-04,2026-06-06,100,Delivered
SHP-0012806,PO-0009432,LANE-001762,Ironhide Trucking,2025-05-12,2025-05-16,2025-05-17,50,Delivered
SHP-0012807,PO-0019427,LANE-016943,Ironhide Trucking,2024-05-19,2024-06-13,,1200,Delayed
SHP-0012808,PO-0001117,LANE-008434,Atlas Intermodal,2025-08-13,2025-09-07,,500,In Transit
SHP-0012809,PO-0013084,LANE-015389,BlueLine Transport,2024-12-03,2024-12-23,2024-12-22,300,Delivered
SHP-0012810,PO-0026663,LANE-016334,Continental Cargo,2024-05-17,2024-05-21,2024-05-18,200,Delivered
SHP-0012811,PO-0015144,LANE-014962,,2026-08-25,2026-08-30,2026-08-31,100,Delivered
SHP-0012812,PO-0018346,LANE-015654,Ironhide Trucking,2025-04-20,2025-04-22,,300,Lost
SHP-0012813,PO-0025572,LANE-006888,Continental Cargo,2026-06-24,2026-06-27,2026-06-27,1200,Delivered
SHP-0012814,PO-0019965,LANE-012745,Continental Cargo,2025-03-06,2025-03-08,2025-03-06,1200,Delivered
SHP-0012815,PO-0024270,LANE-015127,TransGlobal Freight,2024-07-04,2024-07-09,2024-07-09,800,Delivered
SHP-0012816,PO-0015004,LANE-000447,TransGlobal Freight,2025-10-13,2025-10-17,2025-10-14,50,Delivered
SHP-0012817,PO-0015831,LANE-003111,Meridian Logistics,2025-09-02,2025-09-05,2025-09-03,50,Delivered
SHP-0012818,PO-0002933,LANE-013025,BlueLine Transport,2025-02-13,2025-02-24,2025-02-21,100,Delivered
SHP-0012819,PO-0005948,LANE-003612,TransGlobal Freight,2024-10-02,2024-10-31,2024-11-01,800,Delivered
SHP-0012820,PO-0014764,LANE-009609,EuroFreight Express,2025-08-24,2025-09-20,2025-09-17,300,Delivered
SHP-0012821,PO-0011374,LANE-011389,Continental Cargo,2025-12-22,2025-12-24,2025-12-22,50,Delivered
SHP-0012822,PO-0015909,LANE-000252,BlueLine Transport,2025-08-29,2025-09-25,2025-09-26,1200,Delivered
SHP-0012823,PO-0004032,LANE-013841,Pacific Rim Shipping,2024-08-24,2024-08-26,2024-08-29,300,Delivered
SHP-0012824,PO-0022616,LANE-006035,Ironhide Trucking,2025-10-16,2025-10-26,,50,Delayed
SHP-0012825,PO-0025344,LANE-015244,EuroFreight Express,2025-02-15,2025-03-14,2025-03-14,800,Delivered
SHP-0012826,PO-0000309,LANE-015240,Atlas Intermodal,2026-06-19,2026-07-18,2026-07-19,100,Delivered
SHP-0012827,PO-0026486,LANE-007537,TransGlobal Freight,2025-09-08,2025-10-09,2025-10-07,500,Delivered
SHP-0012828,PO-0011259,LANE-013449,EuroFreight Express,2024-03-01,2024-03-04,2024-03-03,100,Delivered
SHP-0012829,PO-0010129,LANE-002579,BlueLine Transport,2025-05-06,2025-05-29,2025-05-29,200,Delivered
SHP-0012830,PO-0000026,LANE-007157,TransGlobal Freight,2025-08-11,2025-08-13,2025-08-13,800,Delivered
SHP-0012831,PO-0009512,LANE-010826,Continental Cargo,2024-12-03,2024-12-16,2024-12-18,200,Delivered
SHP-0012832,PO-0006932,LANE-010448,Atlas Intermodal,2024-12-24,2025-01-07,2025-01-09,50,Delivered
SHP-0012833,PO-0009801,LANE-004507,Continental Cargo,2026-08-10,2026-08-19,2026-08-18,200,Delivered
SHP-0012834,PO-0004160,LANE-009314,BlueLine Transport,2026-07-24,2026-07-28,,200,Lost
SHP-0012835,PO-0015388,LANE-014654,BlueLine Transport,2026-04-25,2026-05-04,2026-05-04,300,Delivered
SHP-0012836,PO-0011343,LANE-003538,Pacific Rim Shipping,2025-07-03,2025-07-13,2025-07-12,300,Delivered
SHP-0012837,PO-0019546,LANE-004127,EuroFreight Express,2024-08-06,2024-08-19,2024-08-16,500,Delivered
SHP-0012838,PO-0019489,LANE-005700,TransGlobal Freight,2025-09-04,2025-09-12,2025-09-13,50,Delivered
SHP-0012839,PO-0025276,LANE-005230,Meridian Logistics,2025-10-20,2025-10-24,2025-10-27,300,Delivered
SHP-0012840,PO-0010339,LANE-009175,TransGlobal Freight,2024-12-06,2024-12-10,,200,Delayed
SHP-0012841,PO-0015932,LANE-012476,Atlas Intermodal,2025-07-07,2025-07-08,2025-07-10,800,Delivered
SHP-0012842,PO-0006646,LANE-009856,TransGlobal Freight,2024-06-04,2024-06-29,,200,In Transit
SHP-0012843,PO-0012488,LANE-010536,Ironhide Trucking,2026-01-31,2026-02-26,,500,In Transit
SHP-0012844,PO-0007243,LANE-008157,Pacific Rim Shipping,2025-09-29,2025-10-10,2025-10-13,50,Delivered
SHP-0012845,PO-0002100,LANE-015534,BlueLine Transport,2025-02-08,2025-03-01,2025-03-02,300,Delivered
SHP-0012846,PO-0025464,LANE-003780,Pacific Rim Shipping,2026-03-19,2026-04-12,2026-04-10,500,Delivered
SHP-0012847,PO-0018447,LANE-015971,TransGlobal Freight,2024-09-23,,2024-10-20,100,Delivered
SHP-0012848,PO-0019066,LANE-011709,,2025-12-05,2025-12-07,,50,In Transit
SHP-0012849,PO-0026816,LANE-008098,Atlas Intermodal,2026-07-05,2026-07-07,2026-07-07,300,Partial
SHP-0012850,PO-0002988,LANE-003675,TransGlobal Freight,2026-07-03,2026-07-20,,50,In Transit
SHP-0012851,PO-0025823,LANE-015107,,2026-06-26,2026-07-29,,1200,Delayed
SHP-0012852,PO-0012553,LANE-002857,EuroFreight Express,2025-01-28,2025-01-30,2025-01-28,800,Delivered
SHP-0012853,PO-0009919,LANE-005443,TransGlobal Freight,2025-06-20,2025-07-01,2025-07-04,800,Delivered
SHP-0012854,PO-0016947,LANE-002543,Ironhide Trucking,2026-03-03,,,500,In Transit
SHP-0012855,PO-0023045,LANE-001080,BlueLine Transport,2026-01-13,2026-02-10,,300,In Transit
SHP-0012856,PO-0011672,LANE-007682,Ironhide Trucking,2026-04-29,2026-05-17,2026-05-14,800,Delivered
SHP-0012857,PO-0019335,LANE-008912,Pacific Rim Shipping,2025-03-31,2025-05-01,2025-05-03,50,Delivered
SHP-0012858,PO-0000943,LANE-014783,TransGlobal Freight,2024-08-24,2024-09-21,,800,In Transit
SHP-0012859,PO-0015005,LANE-015236,Pacific Rim Shipping,2024-10-16,2024-11-12,2024-11-14,50,Delivered
SHP-0012860,PO-0008528,LANE-001437,Ironhide Trucking,2026-04-04,2026-04-16,2026-04-13,500,Delivered
SHP-0012861,PO-0015459,LANE-004780,Meridian Logistics,2025-02-05,2025-02-07,2025-02-07,100,Delivered
SHP-0012862,PO-0004140,LANE-016337,Atlas Intermodal,2025-11-17,2025-11-21,2025-11-24,500,Delivered
SHP-0012863,PO-0018240,LANE-006535,Pacific Rim Shipping,2024-11-30,2024-12-25,2024-12-23,1200,Delivered
SHP-0012864,PO-0010081,LANE-006751,TransGlobal Freight,2026-05-10,2026-05-15,2026-05-16,300,Delivered
SHP-0012865,PO-0023554,LANE-002399,BlueLine Transport,2025-09-02,2025-09-07,2025-09-06,50,Delivered
SHP-0012866,PO-0007022,LANE-006898,Atlas Intermodal,2025-10-12,2025-10-15,2025-10-16,100,Delivered
SHP-0012867,PO-0024723,LANE-003989,Continental Cargo,2024-12-18,2024-12-21,2024-12-18,800,Delivered
SHP-0012868,PO-0011494,LANE-007761,Pacific Rim Shipping,2026-06-13,2026-07-12,2026-07-09,50,Delivered
SHP-0012869,PO-0012496,LANE-003250,TransGlobal Freight,2025-09-15,2025-09-29,,1200,Delayed
SHP-0012870,PO-0001861,LANE-015207,EuroFreight Express,2025-10-15,2025-10-25,2025-10-26,100,Delivered
SHP-0012871,PO-0012318,LANE-010147,,2025-04-02,2025-04-04,2025-04-04,50,Delivered
SHP-0012872,PO-0018857,LANE-004662,TransGlobal Freight,2024-03-26,2024-04-06,2024-04-08,800,Delivered
SHP-0012873,PO-0006325,LANE-010859,Ironhide Trucking,2025-11-02,2025-11-27,,300,Delayed
SHP-0012874,PO-0022948,LANE-005057,TransGlobal Freight,2025-02-16,2025-02-20,2025-02-22,1200,Delivered
SHP-0012875,PO-0025568,LANE-016028,Meridian Logistics,2025-06-28,2025-07-12,2025-07-09,50,Delivered
SHP-0012876,PO-0019303,LANE-012019,EuroFreight Express,2026-04-30,2026-05-28,2026-05-29,200,Delivered
SHP-0012877,PO-0019925,LANE-005387,Meridian Logistics,2026-06-07,2026-07-06,2026-07-04,100,Delivered
SHP-0012878,PO-0008963,LANE-004762,TransGlobal Freight,2025-08-17,2025-09-10,,1200,In Transit
SHP-0012879,PO-0001951,LANE-000126,Pacific Rim Shipping,2024-05-15,2024-05-20,2024-05-18,1200,Delivered
SHP-0012880,PO-0007266,LANE-003388,EuroFreight Express,2025-12-02,2025-12-07,2025-12-10,800,Delivered
SHP-0012881,PO-0015797,LANE-013371,EuroFreight Express,2024-02-28,2024-03-02,,50,In Transit
SHP-0012882,PO-0010234,LANE-007781,Ironhide Trucking,2025-07-21,2025-07-23,2025-07-25,300,Delivered
SHP-0012883,PO-0015566,LANE-016251,EuroFreight Express,2025-10-24,2025-10-29,2025-10-29,100,Delivered
SHP-0012884,PO-0011595,LANE-003273,Continental Cargo,2026-08-16,2026-09-15,,100,In Transit
SHP-0012885,PO-0016351,LANE-007709,Meridian Logistics,2026-01-30,2026-02-03,2026-02-05,500,Delivered
SHP-0012886,PO-0004596,LANE-004155,Ironhide Trucking,2026-08-27,2026-09-21,2026-09-20,50,Delivered
SHP-0012887,PO-0015994,LANE-013077,Meridian Logistics,2024-06-05,2024-06-09,2024-06-10,50,Delivered
SHP-0012888,PO-0008405,LANE-005454,EuroFreight Express,2025-10-04,2025-10-18,,300,In Transit
SHP-0012889,PO-0007665,LANE-000031,BlueLine Transport,2024-05-21,2024-06-01,2024-05-31,800,Delivered
SHP-0012890,PO-0014448,LANE-011253,Pacific Rim Shipping,2024-02-07,2024-02-11,,800,In Transit
SHP-0012891,PO-0004632,LANE-002785,Meridian Logistics,2024-03-10,2024-03-16,,50,In Transit
SHP-0012892,PO-0011062,LANE-004789,Continental Cargo,2025-10-20,2025-10-23,2025-10-21,1200,Delivered
SHP-0012893,PO-0003054,LANE-007509,Atlas Intermodal,2025-03-25,2025-04-06,2025-04-09,800,Delivered
SHP-0012894,PO-0017619,LANE-000923,BlueLine Transport,2024-09-09,2024-09-19,2024-09-19,300,Delivered
SHP-0012895,PO-0014225,LANE-014829,Meridian Logistics,2024-02-25,2024-03-08,2024-03-06,300,Delivered
SHP-0012896,PO-0000684,LANE-013269,Meridian Logistics,2024-11-01,2024-11-03,2024-10-31,500,Delivered
SHP-0012897,PO-0026729,LANE-010360,EuroFreight Express,2024-10-29,2024-11-10,2024-11-07,500,Delivered
SHP-0012898,PO-0000964,LANE-013093,,2024-12-19,2024-12-30,2024-12-31,800,Delivered
SHP-0012899,PO-0025358,LANE-006865,Meridian Logistics,2026-03-23,2026-04-23,2026-04-20,200,Delivered
SHP-0012900,PO-0016664,LANE-003311,EuroFreight Express,2025-12-25,2025-12-27,2025-12-25,800,Delivered
SHP-0012901,PO-0026807,LANE-009173,Atlas Intermodal,2024-04-18,,2024-05-14,800,Delivered
SHP-0012902,PO-0000037,LANE-000482,Continental Cargo,2026-03-17,2026-03-25,2026-03-28,200,Delivered
SHP-0012903,PO-0014932,LANE-013210,BlueLine Transport,2026-01-12,2026-01-16,2026-01-17,500,Delivered
SHP-0012904,PO-0002336,LANE-015085,TransGlobal Freight,2024-10-06,2024-10-17,2024-10-20,300,Delivered
SHP-0012905,PO-0000045,LANE-015857,BlueLine Transport,2025-02-18,2025-03-04,2025-03-02,50,Delivered
SHP-0012906,PO-0015751,LANE-010983,BlueLine Transport,2026-04-06,2026-05-04,2026-05-02,200,Delivered
SHP-0012907,PO-0006088,LANE-010171,Ironhide Trucking,2025-11-28,2025-12-02,2025-12-03,300,Delivered
SHP-0012908,PO-0018279,LANE-005727,Meridian Logistics,2025-04-28,2025-05-25,2025-05-28,500,Delivered
SHP-0012909,PO-0026198,LANE-013594,EuroFreight Express,2025-06-14,2025-07-10,,500,In Transit
SHP-0012910,PO-0026803,LANE-005900,Continental Cargo,2024-07-10,2024-07-12,2024-07-15,500,Delivered
SHP-0012911,PO-0009177,LANE-000153,BlueLine Transport,2024-08-17,2024-08-27,2024-08-28,300,Delivered
SHP-0012912,PO-0009320,LANE-013368,,2024-11-07,2024-11-09,,500,In Transit
SHP-0012913,PO-0013526,LANE-009802,TransGlobal Freight,2025-12-06,2025-12-11,2025-12-14,100,Delivered
SHP-0012914,PO-0006689,LANE-012717,EuroFreight Express,2026-03-31,2026-04-30,2026-05-02,300,Delivered
SHP-0012915,PO-0002032,LANE-004768,EuroFreight Express,2024-03-09,2024-04-09,2024-04-12,200,Delivered
SHP-0012916,PO-0019175,LANE-012099,EuroFreight Express,2026-02-22,2026-03-06,2026-03-08,300,Delivered
SHP-0012917,PO-0019083,LANE-010495,Ironhide Trucking,2025-01-03,2025-01-17,,100,In Transit
SHP-0012918,PO-0010824,LANE-002235,Meridian Logistics,2026-02-02,2026-02-26,2026-02-23,100,Delivered
SHP-0012919,PO-0004411,LANE-014878,Pacific Rim Shipping,2025-09-19,2025-09-21,,500,In Transit
SHP-0012920,PO-0010321,LANE-012773,EuroFreight Express,2025-10-17,2025-10-23,2025-10-25,200,Delivered
SHP-0012921,PO-0014145,LANE-008930,Atlas Intermodal,2024-02-18,2024-03-17,2024-03-18,300,Delivered
SHP-0012922,PO-0017806,LANE-006059,Ironhide Trucking,2024-02-26,2024-02-27,2024-02-27,500,Delivered
SHP-0012923,PO-0003279,LANE-000570,Meridian Logistics,2024-02-04,2024-02-14,2024-02-14,1200,Delivered
SHP-0012924,PO-0022373,LANE-000502,TransGlobal Freight,2024-10-03,2024-10-30,2024-10-31,100,Delivered
SHP-0012925,PO-0020146,LANE-008267,TransGlobal Freight,2024-08-07,2024-08-27,,1200,In Transit
SHP-0012926,PO-0005972,LANE-005648,TransGlobal Freight,2026-07-26,2026-08-23,,300,In Transit
SHP-0012927,PO-0001666,LANE-009622,Ironhide Trucking,2026-07-23,2026-07-26,2026-07-28,1200,Partial
SHP-0012928,PO-0021407,LANE-008340,TransGlobal Freight,2024-06-07,2024-07-06,2024-07-10,50,Partial
SHP-0012929,PO-0025473,LANE-008683,Ironhide Trucking,2025-05-21,2025-06-25,2025-06-28,500,Delivered
SHP-0012930,PO-0014979,LANE-002690,Ironhide Trucking,2026-04-24,2026-04-26,2026-04-30,50,Partial
SHP-0012931,PO-0000961,LANE-014278,Atlas Intermodal,2026-05-01,2026-05-05,2026-05-04,1200,Delivered
SHP-0012932,PO-0021126,LANE-006182,Meridian Logistics,2024-03-28,2024-04-01,,300,In Transit
SHP-0012933,PO-0016431,LANE-014268,BlueLine Transport,2025-02-04,2025-02-09,2025-02-10,800,Delivered
SHP-0012934,PO-0021805,LANE-004845,TransGlobal Freight,2024-11-23,2024-12-15,2024-12-14,300,Delivered
SHP-0012935,PO-0003822,LANE-011360,Ironhide Trucking,2024-08-03,2024-08-23,2024-08-20,500,Delivered
SHP-0012936,PO-0026075,LANE-000891,BlueLine Transport,2024-09-13,2024-09-15,2024-09-16,500,Delivered
SHP-0012937,PO-0024257,LANE-004038,Ironhide Trucking,2025-05-07,2025-05-17,2025-05-19,50,Delivered
SHP-0012938,PO-0013755,LANE-014591,Atlas Intermodal,2025-06-14,2025-07-12,2025-07-09,100,Delivered
SHP-0012939,PO-0021434,LANE-014088,Atlas Intermodal,2025-05-05,2025-05-09,2025-05-10,50,Delivered
SHP-0012940,PO-0006957,LANE-011306,BlueLine Transport,2025-08-14,,2025-09-09,800,Delivered
SHP-0012941,PO-0005176,LANE-010536,Continental Cargo,2024-09-22,2024-10-18,2024-10-21,50,Delivered
SHP-0012942,PO-0022489,LANE-004397,EuroFreight Express,2025-04-18,2025-04-20,2025-04-18,300,Delivered
SHP-0012943,PO-0011451,LANE-016579,,2026-06-12,2026-06-16,2026-06-16,50,Partial
SHP-0012944,PO-0020543,LANE-005284,Atlas Intermodal,2025-05-31,2025-06-01,2025-06-01,50,Delivered
SHP-0012945,PO-0013346,LANE-010474,Atlas Intermodal,2024-05-11,,2024-05-15,200,Delivered
SHP-0012946,PO-0019214,LANE-001633,Atlas Intermodal,2025-08-07,2025-09-11,2025-09-08,200,Delivered
SHP-0012947,PO-0007459,LANE-012245,EuroFreight Express,2026-06-13,2026-06-18,,500,Lost
SHP-0012948,PO-0019048,LANE-010763,EuroFreight Express,2026-08-27,2026-09-19,2026-09-21,1200,Delivered
SHP-0012949,PO-0013272,LANE-001911,Pacific Rim Shipping,2025-02-25,2025-02-28,2025-03-02,500,Delivered
SHP-0012950,PO-0015344,LANE-001100,TransGlobal Freight,2026-06-04,2026-07-04,2026-07-02,200,Delivered
SHP-0012951,PO-0010847,LANE-015980,Meridian Logistics,2024-05-25,2024-05-28,2024-05-31,300,Delivered
SHP-0012952,PO-0005787,LANE-014242,BlueLine Transport,2024-05-12,2024-05-15,2024-05-17,300,Delivered
SHP-0012953,PO-0010979,LANE-014025,Ironhide Trucking,2024-12-07,2024-12-19,2024-12-22,500,Delivered
SHP-0012954,PO-0011718,LANE-013447,Ironhide Trucking,2026-06-18,2026-06-21,2026-06-22,500,Partial
SHP-0012955,PO-0001684,LANE-006501,Continental Cargo,2024-10-10,2024-10-15,2024-10-15,50,Delivered
SHP-0012956,PO-0022714,LANE-015782,Meridian Logistics,2025-09-04,2025-09-17,,800,Delayed
SHP-0012957,PO-0002159,LANE-004373,BlueLine Transport,2024-09-03,2024-10-02,2024-10-01,1200,Delivered
SHP-0012958,PO-0007793,LANE-003899,Ironhide Trucking,2026-05-19,2026-06-10,2026-06-07,100,Delivered
SHP-0012959,PO-0016811,LANE-015596,Pacific Rim Shipping,2026-06-14,2026-06-17,,300,In Transit
