substitution_id,original_part_id,substitute_part_id,compatibility_scope,approval_status,approval_date,limited_compatibility_flag,compatibility_notes
SUB-007119,SC-1099,SC-1157,All Platforms,Approved,2025-04-18,False,
SUB-007120,EC-401,EC-565,Combine,Approved,,False,
SUB-007121,EC-401,EC-349,Harvester,Approved,2023-08-04,False,
SUB-007122,EC-401,EC-276,Baler,Approved with Limited Compatibility,2023-02-17,True,
SUB-007123,CB-466,CB-1311,Tillage,Approved,2025-05-28,False,
SUB-007124,CB-466,CB-269,Planter,Approved,2024-08-21,False,
SUB-007125,CH-410,CH-787,Harvester,Pending,2024-05-20,False,
SUB-007126,CH-410,CH-635,Tillage,Approved,2024-08-04,False,
SUB-007127,CB-493,CB-1014,Planter,Approved,2023-06-25,False,
SUB-007128,CB-493,CB-107,Harvester,Approved with Limited Compatibility,2024-03-27,True,
SUB-007129,CB-493,CB-651,Tractor,Rejected,2023-05-03,False,
SUB-007130,CB-493,CB-206,Planter,Pending,2023-10-28,False,
SUB-007131,ST-124,ST-314,Planter,Approved with Limited Compatibility,2023-11-30,True,
SUB-007132,ST-124,ST-1114,Combine,Approved with Limited Compatibility,2023-10-04,True,
SUB-007133,ST-124,ST-721,Tractor,Approved with Limited Compatibility,2024-12-20,True,
SUB-007134,EC-648,EC-854,Sprayer,Approved with Limited Compatibility,2024-07-18,True,
SUB-007135,EC-648,EC-346,All Platforms,Approved with Limited Compatibility,2025-06-12,True,
SUB-007136,FL-1103,FL-968,Planter,Approved,2025-07-10,False,
SUB-007137,FL-1103,FL-1325,Harvester,Approved with Limited Compatibility,2024-04-15,True,
SUB-007138,FL-1103,FL-727,Planter,Approved,2024-11-13,False,
SUB-007139,FL-1103,FL-936,Sprayer,Approved with Limited Compatibility,2024-07-28,True,
SUB-007140,EN-785,EN-762,Combine,Approved,2024-06-27,False,
SUB-007141,EN-785,EN-1250,Planter,Approved,2023-09-16,False,
SUB-007142,EN-785,EN-294,Combine,Approved,2023-11-26,False,
SUB-007143,HY-688,HY-179,All Platforms,Approved with Limited Compatibility,2023-07-10,True,
SUB-007144,TR-399,TR-687,Tractor,Pending,2023-07-02,False,
SUB-007145,TR-399,TR-1007,Planter,Approved with Limited Compatibility,2024-04-09,True,
SUB-007146,TR-399,TR-197,Tillage,Approved,2023-12-15,False,
SUB-007147,TR-399,TR-521,Harvester,Approved with Limited Compatibility,2023-12-30,True,
SUB-007148,BR-979,BR-395,All Platforms,Pending,2023-05-24,False,
SUB-007149,BR-979,BR-414,Planter,Approved,2025-02-21,False,
SUB-007150,CH-571,CH-705,Baler,Approved,2024-01-31,False,
SUB-007151,CH-571,CH-542,All Platforms,Approved,2025-07-06,False,
SUB-007152,EN-606,EN-433,Tillage,Approved,2025-03-10,False,
SUB-007153,ST-419,ST-334,All Platforms,Approved,2025-06-20,False,
SUB-007154,ST-419,ST-1145,Sprayer,Approved,2025-09-13,False,
SUB-007155,SC-155,SC-792,Tillage,Approved with Limited Compatibility,2023-07-24,True,
SUB-007156,SC-155,SC-537,Tillage,Rejected,2023-05-28,False,
SUB-007157,SC-155,SC-1182,Combine,Approved with Limited Compatibility,2025-03-13,True,
SUB-007158,SC-155,SC-1006,Harvester,Pending,2025-01-11,False,
SUB-007159,CB-551,CB-1273,Combine,Approved,2023-12-07,False,
SUB-007160,HY-616,HY-1047,Planter,Approved with Limited Compatibility,2023-11-23,True,
SUB-007161,FT-635,FT-1026,Baler,Rejected,2024-06-13,False,
SUB-007162,FT-635,FT-538,Combine,Approved,2023-08-14,False,
SUB-007163,FT-635,FT-185,Sprayer,Approved,2023-04-12,False,
SUB-007164,FL-451,FL-361,All Platforms,Pending,2025-08-14,False,
SUB-007165,SC-1102,SC-384,Sprayer,Rejected,2025-06-01,False,
SUB-007166,EC-640,EC-899,Sprayer,Pending,2025-07-18,False,
SUB-007167,EC-640,EC-308,Tractor,Approved,2024-06-01,False,
SUB-007168,EC-640,EC-608,Tractor,Approved,2023-12-22,False,
SUB-007169,EC-640,EC-770,All Platforms,Approved with Limited Compatibility,2025-06-27,True,
SUB-007170,BR-986,BR-375,Tractor,Approved,,False,
SUB-007171,BR-986,BR-1184,Harvester,Approved,2024-07-26,False,
SUB-007172,FT-1331,FT-296,Baler,Approved with Limited Compatibility,2024-01-21,True,
SUB-007173,FT-1331,FT-392,Sprayer,Approved,2024-11-06,False,
SUB-007174,FT-1331,FT-584,Tillage,Approved with Limited Compatibility,2024-11-16,True,
SUB-007175,EL-769,EL-765,Planter,Pending,2025-05-05,False,
SUB-007176,EL-769,EL-1005,Tractor,Approved,2025-09-13,False,
SUB-007177,HY-895,HY-522,Baler,Approved with Limited Compatibility,2025-01-02,True,
SUB-007178,HY-895,HY-235,All Platforms,Approved,2023-08-26,False,
SUB-007179,HY-895,HY-1262,All Platforms,Approved,2023-12-20,False,
SUB-007180,SC-725,SC-594,Tillage,Approved,2025-04-20,False,
SUB-007181,SC-725,SC-455,Baler,Approved,2023-10-22,False,
SUB-007182,SC-725,SC-490,Tractor,Approved,2024-01-19,False,
SUB-007183,SC-725,SC-548,Sprayer,Approved with Limited Compatibility,2023-11-16,True,
SUB-007184,EC-1303,EC-289,Tillage,Pending,2023-01-14,False,
SUB-007185,EC-1303,EC-1002,Baler,Approved,2023-02-09,False,
SUB-007186,EC-1303,EC-718,Baler,Approved,2023-02-03,False,
SUB-007187,EC-1303,EC-1139,Sprayer,Pending,,False,
SUB-007188,EC-443,EC-705,Tractor,Pending,2025-08-26,False,
SUB-007189,EC-443,EC-370,All Platforms,Pending,2023-07-19,False,
SUB-007190,BR-491,BR-207,Baler,Pending,2023-01-07,False,
SUB-007191,BR-491,BR-206,Baler,Pending,2023-04-18,False,
SUB-007192,BR-491,BR-962,Tractor,Rejected,2024-11-12,False,
SUB-007193,CB-310,CB-494,Sprayer,Approved with Limited Compatibility,2023-08-01,True,
SUB-007194,CB-310,CB-1271,Tillage,Approved,2025-04-26,False,
SUB-007195,FL-550,FL-1006,Sprayer,Approved with Limited Compatibility,2024-02-25,True,
SUB-007196,FT-1100,FT-514,All Platforms,Approved,2023-06-03,False,
SUB-007197,FT-1100,FT-812,All Platforms,Rejected,2025-07-12,False,
SUB-007198,FT-1100,FT-245,Tractor,Rejected,2024-08-14,False,
SUB-007199,FL-995,FL-844,Combine,Pending,2024-02-01,False,
SUB-007200,FL-995,FL-604,Sprayer,Pending,2025-09-08,False,
SUB-007201,FL-995,FL-181,Baler,Approved,2024-03-12,False,
SUB-007202,ST-187,ST-722,Combine,Approved,2025-07-27,False,
SUB-007203,ST-187,ST-1000,Combine,Approved,2023-03-01,False,
SUB-007204,ST-187,ST-672,Harvester,Approved with Limited Compatibility,2025-07-30,True,
SUB-007205,ST-187,ST-308,Harvester,Pending,2025-03-29,False,
SUB-007206,TR-297,TR-1267,Combine,Approved,2025-04-14,False,
SUB-007207,TR-297,TR-733,Baler,Approved with Limited Compatibility,2024-01-10,True,
SUB-007208,TR-297,TR-382,All Platforms,Approved with Limited Compatibility,2025-06-21,True,
SUB-007209,SC-616,SC-128,Sprayer,Approved,2025-03-31,False,
SUB-007210,SC-180,SC-100,Baler,Approved with Limited Compatibility,2024-02-09,True,
SUB-007211,SC-180,SC-950,Harvester,Approved with Limited Compatibility,2023-09-15,True,
SUB-007212,SC-180,SC-1213,Sprayer,Pending,2025-05-22,False,
SUB-007213,EL-521,EL-256,Combine,Pending,2023-05-28,False,
SUB-007214,EL-521,EL-1340,Planter,Approved with Limited Compatibility,2024-06-23,True,
SUB-007215,EL-521,EL-1071,Combine,Approved,2024-02-16,False,
SUB-007216,EL-521,EL-974,Baler,Approved with Limited Compatibility,2023-08-30,True,
SUB-007217,EC-856,EC-1056,Tractor,Approved,2024-08-01,False,
SUB-007218,SC-825,SC-398,Tillage,Rejected,2024-01-20,False,
SUB-007219,SC-871,SC-802,All Platforms,Approved,2024-06-26,False,
SUB-007220,EC-629,EC-334,All Platforms,Approved,2024-03-28,False,
SUB-007221,EC-629,EC-1017,Planter,Approved,2023-07-20,False,
SUB-007222,EC-629,EC-855,Tillage,Rejected,2025-01-16,False,
SUB-007223,EC-629,EC-860,Planter,Approved with Limited Compatibility,2024-06-23,True,
SUB-007224,TR-1175,TR-487,Tillage,Approved,2025-04-26,False,
SUB-007225,TR-1175,TR-1123,Sprayer,Approved with Limited Compatibility,2024-04-18,True,
SUB-007226,HY-796,HY-1250,Combine,Approved,,False,
SUB-007227,HY-796,HY-1314,Tillage,Approved,2023-08-23,False,
SUB-007228,CH-1163,CH-1301,Sprayer,Approved,2024-03-10,False,
SUB-007229,CH-1163,CH-1016,Tillage,Pending,2024-06-15,False,
SUB-007230,CH-1163,CH-703,Tractor,Approved,2025-08-20,False,
SUB-007231,EN-335,EN-748,Tractor,Approved with Limited Compatibility,2025-08-29,True,
SUB-007232,EN-335,EN-926,Harvester,Approved,2024-08-28,False,
SUB-007233,EN-335,EN-427,Combine,Approved,2025-05-04,False,
SUB-007234,CH-204,CH-1279,Baler,Approved,2025-08-08,False,
SUB-007235,CH-204,CH-414,Tillage,Pending,2023-06-22,False,
SUB-007236,CH-204,CH-763,Tractor,Approved,2024-11-13,False,
SUB-007237,CH-204,CH-1166,Tractor,Approved,2023-10-15,False,
SUB-007238,FT-1286,FT-1189,Combine,Approved with Limited Compatibility,2023-07-18,True,
SUB-007239,FT-1286,FT-983,Combine,Pending,2024-06-29,False,
SUB-007240,EC-1134,EC-839,Tillage,Approved,2024-06-18,False,
SUB-007241,EC-1134,EC-588,Tillage,Pending,2023-04-27,False,
SUB-007242,EC-1134,EC-205,Harvester,Rejected,2024-02-08,False,
SUB-007243,BR-933,BR-869,Tillage,Approved with Limited Compatibility,2023-06-13,True,
SUB-007244,BR-933,BR-1265,Baler,Approved,2023-01-13,False,
SUB-007245,BR-933,BR-1302,Baler,Approved with Limited Compatibility,2023-10-08,True,
SUB-007246,ST-250,ST-151,Tractor,Approved with Limited Compatibility,2024-03-11,True,
SUB-007247,ST-250,ST-1164,Tractor,Pending,2024-09-04,False,
SUB-007248,BR-1202,BR-1182,Harvester,Approved,2023-08-18,False,
SUB-007249,BR-1202,BR-288,Planter,Pending,2023-04-05,False,
SUB-007250,CH-251,CH-700,Combine,Approved with Limited Compatibility,2023-01-07,True,
SUB-007251,CH-251,CH-424,All Platforms,Approved,2025-03-26,False,
SUB-007252,CB-987,CB-812,Tillage,Approved,2024-11-01,False,
SUB-007253,CB-987,CB-270,Planter,Approved,2025-05-11,False,
SUB-007254,TR-697,TR-275,Sprayer,Approved,2024-05-26,False,
SUB-007255,FT-1339,FT-732,Sprayer,Approved,2024-08-11,False,
SUB-007256,FT-1339,FT-221,Baler,Approved with Limited Compatibility,2025-03-15,True,
SUB-007257,EC-819,EC-703,Planter,Pending,2024-06-11,False,
SUB-007258,EC-819,EC-363,Planter,Rejected,2023-12-21,False,
SUB-007259,SC-187,SC-1220,Harvester,Pending,2025-01-01,False,
SUB-007260,SC-187,SC-1223,Planter,Approved with Limited Compatibility,2023-08-27,True,
SUB-007261,TR-520,TR-772,Baler,Approved,2023-08-01,False,
SUB-007262,TR-520,TR-237,Tractor,Approved with Limited Compatibility,2024-02-23,True,
SUB-007263,EC-797,EC-205,Combine,Approved with Limited Compatibility,2023-01-23,True,
SUB-007264,EC-797,EC-1175,Tillage,Approved with Limited Compatibility,2025-05-14,True,
SUB-007265,EC-797,EC-1152,Combine,Approved,2023-08-05,False,
SUB-007266,EC-797,EC-315,Combine,Approved with Limited Compatibility,2025-06-16,True,
SUB-007267,EL-507,EL-1008,Tillage,Approved with Limited Compatibility,2023-11-20,True,
SUB-007268,EL-507,EL-404,Baler,Approved,2024-05-13,False,
SUB-007269,EL-507,EL-176,Tractor,Approved with Limited Compatibility,2024-06-23,True,
SUB-007270,SC-359,SC-976,Tillage,Approved with Limited Compatibility,2024-08-15,True,
SUB-007271,SC-359,SC-1287,Tillage,Rejected,2024-06-28,False,
SUB-007272,FT-278,FT-827,Planter,Approved,2025-03-31,False,
SUB-007273,FT-278,FT-999,Tillage,Approved with Limited Compatibility,2024-11-01,True,
SUB-007274,EL-320,EL-728,Tractor,Approved,2024-04-15,False,
SUB-007275,FL-667,FL-387,Tillage,Pending,2024-12-23,False,
SUB-007276,FL-667,FL-687,Combine,Approved,2023-09-22,False,
SUB-007277,FL-667,FL-620,Harvester,Approved,2023-01-08,False,
SUB-007278,CH-834,CH-632,Tractor,Rejected,2023-02-17,False,
SUB-007279,CH-834,CH-1171,Planter,Rejected,2024-05-01,False,
SUB-007280,HY-1073,HY-960,Combine,Approved with Limited Compatibility,,True,
SUB-007281,HY-1073,HY-1257,Tractor,Approved,,False,
SUB-007282,CH-286,CH-1252,Tillage,Approved,2023-07-31,False,
SUB-007283,CH-286,CH-765,Planter,Approved with Limited Compatibility,2023-11-25,True,
SUB-007284,CH-286,CH-649,Planter,Approved,2025-08-26,False,
SUB-007285,ST-1067,ST-1317,Planter,Approved,,False,
SUB-007286,ST-1067,ST-959,Tillage,Rejected,2023-01-30,False,
SUB-007287,ST-1067,ST-369,Tractor,Approved with Limited Compatibility,,True,
SUB-007288,FT-1234,FT-1324,Tillage,Approved,2025-04-01,False,
SUB-007289,FT-1234,FT-1046,Sprayer,Approved,2025-04-02,False,
SUB-007290,SC-809,SC-474,Sprayer,Approved,2025-05-16,False,
SUB-007291,SC-809,SC-396,Baler,Approved with Limited Compatibility,2025-08-02,True,
SUB-007292,SC-809,SC-897,Baler,Approved with Limited Compatibility,2024-08-23,True,
SUB-007293,ST-622,ST-430,Combine,Pending,2024-08-31,False,
SUB-007294,EL-1125,EL-1195,Baler,Approved,2024-05-19,False,
SUB-007295,EL-1125,EL-1074,Combine,Pending,2024-05-16,False,
SUB-007296,EL-1125,EL-129,Harvester,Approved with Limited Compatibility,2024-06-28,True,
SUB-007297,CH-124,CH-826,Tillage,Approved with Limited Compatibility,2024-09-12,True,
SUB-007298,CH-124,CH-1286,Tillage,Approved,2025-03-03,False,
SUB-007299,EN-896,EN-511,Baler,Approved,2025-04-25,False,
SUB-007300,EN-896,EN-172,Baler,Approved,,False,
SUB-007301,EN-896,EN-483,Tractor,Approved,2023-10-15,False,
SUB-007302,SC-1094,SC-483,Baler,Approved with Limited Compatibility,2023-09-26,True,
SUB-007303,SC-1094,SC-496,Tractor,Rejected,2023-07-09,False,
SUB-007304,SC-1094,SC-558,Planter,Approved with Limited Compatibility,2023-06-26,True,
SUB-007305,HY-1322,HY-349,Tractor,Approved,2025-09-01,False,
SUB-007306,HY-1322,HY-915,Tillage,Approved with Limited Compatibility,2024-04-26,True,
SUB-007307,HY-1322,HY-523,Harvester,Pending,2023-10-11,False,
SUB-007308,HY-1322,HY-1052,Tractor,Approved,2023-03-20,False,
SUB-007309,EL-1126,EL-205,Tillage,Approved,2025-07-17,False,
SUB-007310,EL-1126,EL-1093,Baler,Approved with Limited Compatibility,2024-11-29,True,
SUB-007311,BR-497,BR-930,Combine,Approved with Limited Compatibility,2025-04-22,True,
SUB-007312,BR-497,BR-110,Tractor,Approved,2024-05-14,False,
SUB-007313,EN-922,EN-1125,Harvester,Rejected,2024-07-05,False,
SUB-007314,FT-122,FT-969,All Platforms,Approved,2025-07-12,False,
SUB-007315,FT-122,FT-536,Tillage,Approved,2023-04-04,False,
SUB-007316,SC-765,SC-1230,Tractor,Approved with Limited Compatibility,2025-07-19,True,
SUB-007317,EN-517,EN-841,Sprayer,Approved,2023-08-14,False,
SUB-007318,SC-952,SC-1318,Tillage,Approved,2025-08-31,False,
SUB-007319,SC-952,SC-1267,Harvester,Approved,2025-05-28,False,
SUB-007320,SC-952,SC-1042,Baler,Approved with Limited Compatibility,2023-11-04,True,
SUB-007321,EN-347,EN-1129,Harvester,Approved,2023-03-10,False,
SUB-007322,EN-347,EN-656,Sprayer,Approved,,False,
SUB-007323,EN-347,EN-969,Tractor,Approved,2023-10-15,False,
SUB-007324,EN-347,EN-978,Tillage,Approved,2023-09-30,False,
SUB-007325,CH-1051,CH-959,Tillage,Approved,2025-05-24,False,
SUB-007326,CH-1051,CH-601,Harvester,Approved,2025-02-09,False,
SUB-007327,CH-1051,CH-607,Tillage,Approved,2023-10-12,False,
SUB-007328,FT-104,FT-842,Combine,Pending,2024-09-26,False,
SUB-007329,EN-648,EN-290,Tractor,Rejected,2024-01-07,False,
SUB-007330,EN-648,EN-142,All Platforms,Pending,2023-11-07,False,
SUB-007331,EN-648,EN-229,Harvester,Approved,2024-12-29,False,
SUB-007332,EN-648,EN-1155,Baler,Approved,2025-03-25,False,
SUB-007333,BR-593,BR-920,Tractor,Rejected,2023-02-20,False,
SUB-007334,BR-593,BR-802,Planter,Approved with Limited Compatibility,2025-05-28,True,
SUB-007335,CH-1282,CH-1041,Tractor,Approved with Limited Compatibility,2024-04-03,True,
SUB-007336,CH-1282,CH-458,Harvester,Approved with Limited Compatibility,,True,
SUB-007337,CH-1282,CH-1061,Planter,Approved,,False,
SUB-007338,EL-736,EL-287,Planter,Approved,2023-07-30,False,
SUB-007339,EL-736,EL-742,Harvester,Approved,2025-04-14,False,
SUB-007340,FT-1150,FT-1184,Combine,Approved with Limited Compatibility,2024-11-22,True,
SUB-007341,BR-1152,BR-1133,Sprayer,Approved,2025-07-25,False,
SUB-007342,BR-1152,BR-956,Combine,Approved,2025-07-15,False,
SUB-007343,SC-117,SC-1334,Harvester,Approved,2025-07-21,False,
SUB-007344,SC-117,SC-1117,Tillage,Approved with Limited Compatibility,2023-02-08,True,
SUB-007345,EN-637,EN-1217,Combine,Approved with Limited Compatibility,2024-03-14,True,
SUB-007346,EN-637,EN-1154,Combine,Approved,2024-02-16,False,
SUB-007347,EN-165,EN-352,Planter,Approved with Limited Compatibility,2023-12-15,True,
SUB-007348,EN-165,EN-1327,Tillage,Approved with Limited Compatibility,2024-09-10,True,
SUB-007349,EN-165,EN-407,Combine,Approved,2024-10-29,False,
SUB-007350,EN-165,EN-334,Combine,Approved,2024-05-09,False,
SUB-007351,CH-160,CH-343,Combine,Approved,2023-02-01,False,
SUB-007352,CH-160,CH-889,Sprayer,Approved,2023-10-04,False,
SUB-007353,FT-547,FT-550,Baler,Approved with Limited Compatibility,2023-05-20,True,
SUB-007354,FT-547,FT-852,Tractor,Pending,2023-08-23,False,
SUB-007355,FT-547,FT-968,Tillage,Pending,2025-07-29,False,
SUB-007356,SC-696,SC-141,Baler,Approved,2023-10-18,False,
SUB-007357,BR-936,BR-893,Tillage,Rejected,2023-02-10,False,
SUB-007358,BR-936,BR-167,All Platforms,Approved,,False,
SUB-007359,EN-441,EN-721,Tillage,Approved,2023-09-11,False,
SUB-007360,EN-441,EN-135,Planter,Approved,2025-08-19,False,
SUB-007361,EN-441,EN-499,Planter,Approved,,False,
SUB-007362,SC-1305,SC-1343,Harvester,Approved with Limited Compatibility,2024-01-11,True,
SUB-007363,HY-662,HY-1302,Sprayer,Approved,2023-09-10,False,
SUB-007364,HY-662,HY-804,Sprayer,Approved with Limited Compatibility,2025-09-03,True,
SUB-007365,FL-323,FL-884,Sprayer,Approved,2024-06-16,False,
SUB-007366,EN-485,EN-913,Planter,Approved,2025-04-09,False,
SUB-007367,CB-536,CB-469,Sprayer,Approved,2024-02-02,False,
SUB-007368,CB-536,CB-689,All Platforms,Approved,2024-05-01,False,
SUB-007369,TR-178,TR-1122,Harvester,Approved,2024-02-24,False,
SUB-007370,TR-547,TR-1101,Planter,Approved,2025-01-11,False,
SUB-007371,TR-547,TR-794,Tillage,Approved with Limited Compatibility,2024-03-24,True,
SUB-007372,BR-350,BR-726,Tillage,Approved,2025-01-06,False,
SUB-007373,BR-350,BR-1344,All Platforms,Approved,2024-12-22,False,
SUB-007374,FL-672,FL-444,Combine,Approved,2024-10-10,False,
SUB-007375,FL-672,FL-1048,Tillage,Approved with Limited Compatibility,,True,
SUB-007376,FL-672,FL-760,Planter,Approved,2023-11-04,False,
SUB-007377,FT-1300,FT-1101,Combine,Approved with Limited Compatibility,2025-07-25,True,
SUB-007378,FT-1300,FT-1277,Sprayer,Approved with Limited Compatibility,2024-01-06,True,
SUB-007379,FT-1300,FT-863,Planter,Rejected,2023-03-16,False,
SUB-007380,CB-627,CB-1142,Combine,Approved,2024-02-01,False,
SUB-007381,EN-1347,EN-808,Tractor,Approved,,False,
SUB-007382,FT-781,FT-1160,Sprayer,Approved,2024-07-10,False,
SUB-007383,SC-1135,SC-916,Planter,Approved,2023-01-02,False,
SUB-007384,SC-1135,SC-1150,All Platforms,Pending,,False,
SUB-007385,BR-785,BR-1011,Baler,Pending,2023-04-09,False,
SUB-007386,SC-951,SC-926,Sprayer,Pending,2023-11-15,False,
SUB-007387,CB-524,CB-1322,Baler,Pending,2023-08-14,False,
SUB-007388,CB-524,CB-326,Combine,Approved with Limited Compatibility,2025-08-04,True,
SUB-007389,HY-1172,HY-950,Tillage,Approved with Limited Compatibility,2025-03-07,True,
SUB-007390,EL-1327,EL-773,Tractor,Approved,2024-07-13,False,
SUB-007391,FL-753,FL-266,Tractor,Approved with Limited Compatibility,2023-06-08,True,
SUB-007392,EC-639,EC-402,Planter,Approved with Limited Compatibility,2023-04-28,True,
SUB-007393,EC-639,EC-751,Tractor,Approved with Limited Compatibility,2025-02-13,True,
SUB-007394,EN-1281,EN-922,Sprayer,Approved with Limited Compatibility,2025-04-20,True,
SUB-007395,TR-551,TR-206,Tillage,Approved with Limited Compatibility,2023-05-30,True,
SUB-007396,EC-1058,EC-1296,All Platforms,Approved,2023-11-12,False,
SUB-007397,EC-1058,EC-154,Combine,Approved,2025-07-21,False,
SUB-007398,EL-1270,EL-1014,Combine,Approved,2023-09-07,False,
SUB-007399,EL-1270,EL-655,Harvester,Rejected,2024-06-26,False,
SUB-007400,EL-1270,EL-1079,All Platforms,Approved,2024-12-21,False,
SUB-007401,FT-1065,FT-1332,Tractor,Approved with Limited Compatibility,2023-03-05,True,
SUB-007402,FT-1065,FT-226,Combine,Approved,2024-10-29,False,
SUB-007403,SC-198,SC-102,Sprayer,Approved,2023-07-21,False,
SUB-007404,SC-198,SC-1306,Harvester,Approved,2024-10-15,False,
SUB-007405,SC-198,SC-192,Tractor,Approved with Limited Compatibility,2024-04-03,True,
SUB-007406,EN-1302,EN-970,Baler,Approved,2024-09-26,False,
SUB-007407,EN-1302,EN-752,Tillage,Pending,2025-09-08,False,
SUB-007408,CH-599,CH-969,Baler,Approved,2023-01-14,False,
SUB-007409,CH-599,CH-744,Sprayer,Approved,2023-04-11,False,
SUB-007410,FL-215,FL-511,Tractor,Pending,2024-03-10,False,
SUB-007411,FL-215,FL-113,Planter,Pending,2024-05-11,False,
SUB-007412,FL-215,FL-319,Planter,Approved with Limited Compatibility,2023-01-01,True,
SUB-007413,EC-360,EC-205,Baler,Approved with Limited Compatibility,2025-07-14,True,
SUB-007414,EC-360,EC-1209,Tillage,Approved,2023-09-15,False,
SUB-007415,EC-360,EC-901,Baler,Approved with Limited Compatibility,2025-06-01,True,
SUB-007416,BR-105,BR-627,All Platforms,Rejected,2023-05-18,False,
SUB-007417,BR-105,BR-212,Harvester,Approved,2025-05-10,False,
SUB-007418,BR-105,BR-111,Harvester,Approved,2024-02-22,False,
SUB-007419,BR-136,BR-589,Sprayer,Approved with Limited Compatibility,2023-10-19,True,
SUB-007420,BR-136,BR-1170,Harvester,Approved,2023-06-14,False,
SUB-007421,BR-136,BR-396,Harvester,Approved,2023-05-13,False,
SUB-007422,BR-136,BR-1037,Planter,Approved,2024-07-16,False,
SUB-007423,FT-292,FT-1200,All Platforms,Approved,2023-06-13,False,
SUB-007424,FT-292,FT-950,Tractor,Pending,2024-05-02,False,
SUB-007425,SC-531,SC-662,Sprayer,Rejected,2024-01-01,False,
SUB-007426,SC-531,SC-303,Combine,Approved,2024-04-07,False,
SUB-007427,SC-531,SC-850,All Platforms,Approved,2025-04-11,False,
SUB-007428,SC-531,SC-430,Combine,Approved,2023-08-17,False,
SUB-007429,FL-953,FL-851,All Platforms,Approved,2023-03-31,False,
SUB-007430,FL-953,FL-794,Harvester,Rejected,2023-09-23,False,
SUB-007431,EC-984,EC-162,Planter,Pending,2024-12-21,False,
SUB-007432,EC-984,EC-139,All Platforms,Approved,2023-03-17,False,
SUB-007433,EN-1217,EN-345,Harvester,Pending,2025-09-20,False,
SUB-007434,EN-1217,EN-629,Planter,Approved,2023-08-16,False,
SUB-007435,EN-1217,EN-429,Tillage,Approved,2023-10-10,False,
SUB-007436,ST-434,ST-610,Tillage,Approved,2024-06-01,False,
SUB-007437,EC-654,EC-1243,Tractor,Approved,2025-04-13,False,
SUB-007438,EL-185,EL-1183,Planter,Pending,2023-03-19,False,
SUB-007439,EC-567,EC-429,Baler,Approved,2025-06-10,False,
SUB-007440,EC-567,EC-730,Tillage,Approved,2025-05-06,False,
SUB-007441,EC-567,EC-388,Sprayer,Approved with Limited Compatibility,2024-07-29,True,
SUB-007442,BR-759,BR-685,Harvester,Approved,2023-06-06,False,
SUB-007443,EL-501,EL-349,Tractor,Approved,2023-05-18,False,
SUB-007444,EL-501,EL-138,All Platforms,Approved,2024-05-30,False,
SUB-007445,EL-501,EL-852,Sprayer,Approved,2024-06-19,False,
SUB-007446,EL-501,EL-210,Tractor,Approved with Limited Compatibility,2025-08-24,True,
SUB-007447,SC-1075,SC-1069,Sprayer,Approved,2024-02-07,False,
SUB-007448,EN-628,EN-718,All Platforms,Pending,2025-05-23,False,
SUB-007449,FL-206,FL-1016,Harvester,Rejected,2023-08-12,False,
SUB-007450,FL-206,FL-581,Tillage,Approved,2024-11-09,False,
SUB-007451,FL-206,FL-788,Tractor,Rejected,2024-04-24,False,
SUB-007452,CH-389,CH-476,Tractor,Rejected,2025-07-10,False,
SUB-007453,FL-559,FL-1022,Tillage,Approved with Limited Compatibility,2023-03-18,True,
SUB-007454,FL-559,FL-865,Baler,Pending,2023-05-22,False,
SUB-007455,FL-559,FL-416,Tillage,Approved,2025-01-25,False,
SUB-007456,FL-559,FL-1184,Combine,Pending,2024-08-10,False,
SUB-007457,CB-880,CB-375,Sprayer,Approved with Limited Compatibility,2023-02-01,True,
SUB-007458,EN-1225,EN-412,Harvester,Pending,2023-09-14,False,
SUB-007459,EN-1225,EN-322,Planter,Rejected,2025-01-07,False,
SUB-007460,BR-343,BR-1060,Tractor,Approved,2024-01-22,False,
SUB-007461,BR-343,BR-1020,Combine,Approved,2025-06-10,False,
SUB-007462,CB-704,CB-485,All Platforms,Approved with Limited Compatibility,2023-06-12,True,
SUB-007463,CB-710,CB-1327,Sprayer,Approved,2023-05-28,False,
SUB-007464,EN-610,EN-918,Harvester,Approved,2024-08-21,False,
SUB-007465,SC-685,SC-733,Sprayer,Pending,2025-07-07,False,
SUB-007466,EN-564,EN-1136,Tillage,Rejected,2023-05-11,False,
SUB-007467,EN-849,EN-138,All Platforms,Approved,2024-04-07,False,
SUB-007468,EN-849,EN-437,Baler,Approved with Limited Compatibility,2025-03-10,True,
SUB-007469,EN-849,EN-970,Baler,Rejected,2023-02-23,False,
SUB-007470,EN-849,EN-418,Baler,Approved,2023-02-13,False,
SUB-007471,ST-684,ST-717,Tillage,Approved,2025-05-06,False,
SUB-007472,ST-684,ST-433,Sprayer,Approved with Limited Compatibility,2023-03-08,True,
SUB-007473,SC-143,SC-802,Planter,Rejected,2023-05-23,False,
SUB-007474,SC-143,SC-1051,All Platforms,Approved with Limited Compatibility,2025-08-17,True,
SUB-007475,SC-143,SC-604,All Platforms,Approved,2024-09-25,False,
SUB-007476,EC-765,EC-525,Harvester,Rejected,2025-05-11,False,
SUB-007477,EC-765,EC-1114,Tillage,Approved with Limited Compatibility,2025-01-15,True,
SUB-007478,HY-574,HY-1214,Combine,Pending,2023-06-02,False,
