lane_id,origin_country,destination_plant_id,mode,period,avg_lead_time_days,risk_score,cost_index
LANE-001714,Mexico,P11,Rail,2026-08,13,Medium,1.08
LANE-007076,Japan,P7,Air,2026-02,2,Low,2.72
LANE-008797,Italy,P5,Truck,2026-07,5,Low,1.46
LANE-016173,United Kingdom,P3,Rail,2025-03,11,Low,1.17
LANE-007476,Japan,P12,Air,2026-06,2,Medium,3.93
LANE-007213,Japan,P9,Rail,2026-07,12,Low,1.14
LANE-002912,China,P3,Ocean,2025-08,17,Low,0.58
LANE-004042,India,P6,Rail,2026-04,11,Medium,0.91
LANE-008086,South Korea,P8,Ocean,2025-12,30,Low,0.46
LANE-015136,Thailand,P2,Truck,2026-10,4,Medium,1.02
LANE-010637,Vietnam,P5,Truck,2025-11,4,Low,1.45
LANE-014788,Czech Republic,P9,Air,2025-04,3,Medium,2.44
LANE-006574,Japan,P1,Air,2026-06,2,High,2.43
LANE-007104,Japan,P8,Truck,2026-08,4,High,0.98
LANE-011446,Canada,P3,Air,2025-06,1,Low,3.94
LANE-004247,India,P9,Truck,2025-01,2,Low,1.06
LANE-008701,Italy,P3,Air,2025-11,2,High,3.17
LANE-015508,Thailand,P7,Truck,2026-08,5,Low,1.14
LANE-002596,Germany,P11,Ocean,2026-10,26,Low,0.6
LANE-007330,Japan,P11,Truck,2025-04,5,Low,1.47
LANE-011877,Canada,P8,Air,2026-07,3,Low,3.11
LANE-006654,Japan,P3,Truck,2025-10,4,Low,1.54
LANE-001205,Mexico,P5,Rail,2026-05,9,Medium,1.03
LANE-008706,Italy,P3,Air,2026-04,3,High,2.37
LANE-009687,Turkey,P4,Ocean,2025-07,29,Medium,0.78
LANE-003277,China,P7,Ocean,2026-09,19,Low,0.72
LANE-013851,Spain,P9,Air,2026-01,3,Low,3.81
LANE-009806,Turkey,P6,Truck,2026-04,5,Medium,1.48
LANE-002694,Germany,P12,Air,2025-10,3,Low,2.77
LANE-006179,Brazil,P9,Truck,2026-07,5,Medium,1.44
LANE-016007,United Kingdom,P1,Truck,2026-01,4,Low,
LANE-011100,Vietnam,P11,Truck,2025-12,5,Low,0.95
LANE-002081,Germany,P4,Rail,2026-01,11,Low,1.2
LANE-001220,Mexico,P5,Ocean,2025-10,24,Low,0.46
LANE-002091,Germany,P4,Ocean,2025-01,24,High,0.57
LANE-010170,Turkey,P11,Truck,2025-06,5,Low,1.19
LANE-007391,Japan,P11,Ocean,2026-09,32,Low,0.56
LANE-012135,Canada,P11,Air,2026-01,2,Low,3.33
LANE-013469,Spain,P5,Truck,2025-05,5,Low,0.88
LANE-009304,Italy,P11,Ocean,2026-08,29,Low,0.47
LANE-007720,South Korea,P4,Truck,2026-08,5,Low,0.82
LANE-007944,South Korea,P6,Air,2025-02,2,Low,3.65
LANE-001780,Mexico,P12,Truck,2026-08,5,High,0.92
LANE-007478,Japan,P12,Air,2026-08,2,Medium,3.7
LANE-015409,Thailand,P6,Truck,2025-09,4,Low,1.38
LANE-016120,United Kingdom,P2,Rail,2026-04,13,High,0.89
LANE-005186,Poland,P8,Ocean,2026-04,34,Low,0.47
LANE-016201,United Kingdom,P3,Ocean,2025-09,23,Low,0.77
LANE-010848,Vietnam,P7,Ocean,2025-02,25,Low,0.87
LANE-014672,Czech Republic,P8,Rail,2026-08,11,Medium,
LANE-007173,Japan,P9,Truck,2025-01,5,High,1.58
LANE-011595,Canada,P5,Ocean,2025-01,28,Low,0.56
LANE-007036,Japan,P7,Rail,2026-06,13,Low,1.19
LANE-004274,India,P9,Rail,2025-06,8,Medium,
LANE-007089,Japan,P8,Truck,2025-05,4,High,0.98
LANE-009358,Italy,P12,Ocean,2025-08,23,Low,0.73
LANE-015541,Thailand,P7,Ocean,2025-09,27,Low,0.58
LANE-005658,Brazil,P2,Air,2025-04,3,Low,3.89
LANE-001489,Mexico,P8,Air,2026-03,3,Low,2.16
LANE-013659,Spain,P7,Rail,2026-07,12,Low,1.17
LANE-004170,India,P7,Air,2025-12,3,Medium,3.51
LANE-010512,Vietnam,P3,Rail,2026-06,12,Low,1.23
LANE-011984,Canada,P10,Truck,2026-04,5,Medium,1.53
LANE-013199,Spain,P1,Ocean,2026-09,26,Low,0.57
LANE-008714,Italy,P4,Truck,2025-02,5,Medium,1.19
LANE-003396,China,P9,Rail,2025-08,13,Medium,0.71
LANE-014840,Czech Republic,P10,Rail,2025-12,13,Low,1.21
LANE-014860,Czech Republic,P10,Ocean,2025-10,25,Medium,0.56
LANE-005754,Brazil,P3,Air,2025-12,2,Medium,3.13
LANE-010887,Vietnam,P8,Truck,2026-07,4,Medium,
LANE-004183,India,P8,Truck,2025-03,3,Low,1.52
LANE-008351,South Korea,P11,Ocean,2026-01,24,Low,0.71
LANE-004418,India,P11,Truck,2026-06,4,High,1.08
LANE-014739,Czech Republic,P9,Truck,2026-09,5,Medium,0.85
LANE-004263,India,P9,Truck,2026-05,2,Low,1.4
LANE-005595,Brazil,P2,Truck,2025-07,5,Low,
LANE-009285,Italy,P11,Ocean,2025-01,23,Low,0.54
LANE-008297,South Korea,P11,Truck,2025-03,6,Low,1.23
LANE-011201,Vietnam,P12,Rail,2025-03,11,High,0.99
LANE-004525,India,P12,Ocean,2026-03,29,Low,0.87
LANE-015464,Thailand,P6,Ocean,2026-08,28,High,0.87
LANE-003110,China,P5,Air,2025-08,2,Low,2.54
LANE-007981,South Korea,P7,Truck,2026-05,4,Low,1.14
LANE-016678,United Kingdom,P9,Rail,2025-02,11,High,
LANE-012456,France,P3,Air,2025-04,3,Medium,2.81
LANE-008054,South Korea,P8,Rail,2025-02,16,High,1.22
LANE-008273,South Korea,P10,Air,2025-01,2,High,3.09
LANE-004080,India,P6,Air,2025-10,2,High,2.7
LANE-000935,Mexico,P1,Ocean,2025-11,28,Medium,0.51
LANE-016903,United Kingdom,P12,Truck,2025-07,4,High,1.2
LANE-014980,Czech Republic,P12,Truck,2026-08,3,Low,0.81
LANE-014435,Czech Republic,P5,Ocean,2025-03,27,High,0.6
LANE-001298,Mexico,P6,Rail,2026-10,11,Low,0.99
LANE-014804,Czech Republic,P9,Air,2026-08,3,Medium,3.72
LANE-012248,France,P1,Truck,2026-04,4,Medium,0.94
LANE-013455,Spain,P4,Air,2026-01,2,Low,2.54
LANE-001746,Mexico,P11,Air,2025-08,2,Low,2.73
LANE-005396,Poland,P11,Air,2025-06,3,High,3.14
LANE-007151,Japan,P8,Air,2025-01,3,High,3.94
LANE-003636,India,P1,Truck,2025-06,4,Medium,1.39
LANE-006327,Brazil,P10,Air,2026-01,3,Low,4.1
LANE-010605,Vietnam,P4,Air,2025-01,3,Medium,3.08
LANE-004881,Poland,P4,Air,2026-07,3,Medium,2.65
LANE-006343,Brazil,P11,Truck,2025-07,5,Medium,1.38
LANE-013415,Spain,P4,Rail,2026-05,11,Low,0.79
LANE-013107,France,P12,Rail,2026-05,15,Low,0.85
LANE-005254,Poland,P9,Rail,2026-06,9,Low,0.65
LANE-015838,Thailand,P11,Truck,2026-08,4,High,1.42
LANE-011565,Canada,P5,Truck,2026-03,5,High,1.0
LANE-006722,Japan,P3,Air,2025-12,2,Low,3.71
LANE-009011,Italy,P7,Ocean,2026-01,29,Medium,0.52
LANE-003051,China,P5,Truck,2026-03,5,Low,1.05
LANE-014078,Spain,P12,Air,2026-08,3,Medium,2.93
LANE-005685,Brazil,P3,Truck,2025-09,4,Low,1.45
LANE-009438,Turkey,P1,Ocean,2026-10,36,Low,0.54
LANE-001119,Mexico,P4,Truck,2026-07,4,Low,1.3
LANE-007364,Japan,P11,Rail,2026-04,12,High,1.26
LANE-008029,South Korea,P7,Ocean,2026-09,25,Low,0.8
LANE-012312,France,P1,Air,2026-02,2,Medium,3.37
LANE-008064,South Korea,P8,Rail,2025-12,10,High,0.99
LANE-005596,Brazil,P2,Truck,2025-08,5,Low,1.54
LANE-012489,France,P4,Truck,2026-03,2,Low,1.24
LANE-006307,Brazil,P10,Ocean,2026-03,24,Medium,0.54
LANE-015054,Thailand,P1,Truck,2025-06,6,Medium,1.27
LANE-007383,Japan,P11,Ocean,2026-01,30,Low,0.63
LANE-015963,Thailand,P12,Ocean,2026-01,23,Medium,0.53
LANE-006443,Brazil,P12,Rail,2026-07,9,Medium,0.7
LANE-002704,Germany,P12,Air,2026-08,3,Low,3.89
LANE-004000,India,P5,Air,2026-06,3,Low,4.01
LANE-001200,Mexico,P5,Rail,2025-12,10,Medium,1.06
LANE-012613,France,P6,Truck,2025-07,3,Medium,1.46
LANE-000445,United States,P7,Truck,2025-05,5,High,0.85
LANE-001459,Mexico,P8,Ocean,2025-07,20,Low,
LANE-001384,Mexico,P7,Rail,2026-08,11,High,1.05
LANE-015743,Thailand,P9,Air,2026-01,3,Low,2.13
LANE-008598,Italy,P2,Rail,2026-06,14,Low,1.0
LANE-001621,Mexico,P10,Rail,2026-03,10,Medium,1.06
LANE-009113,Italy,P9,Truck,2025-05,5,Low,1.1
LANE-008578,Italy,P2,Truck,2026-08,5,Low,0.98
LANE-003223,China,P7,Truck,2025-11,3,Low,1.33
LANE-015626,Thailand,P8,Ocean,2025-06,24,Low,0.76
LANE-016317,United Kingdom,P4,Air,2026-03,3,Low,3.34
LANE-006049,Brazil,P7,Rail,2026-09,8,Low,0.66
LANE-005839,Brazil,P5,Truck,2025-09,4,Low,1.44
LANE-011846,Canada,P8,Ocean,2025-10,32,High,0.47
LANE-011692,Canada,P6,Ocean,2025-10,26,Low,0.59
LANE-008747,Italy,P4,Rail,2026-01,10,Low,1.14
LANE-007282,Japan,P10,Rail,2026-10,13,Medium,0.83
LANE-015843,Thailand,P11,Rail,2025-03,12,Low,1.17
LANE-014603,Czech Republic,P7,Ocean,2026-05,22,Medium,0.57
LANE-001534,Mexico,P9,Rail,2026-04,13,Low,1.04
LANE-003700,India,P1,Air,2025-04,3,Low,2.63
LANE-011723,Canada,P6,Air,2026-07,3,Low,3.82
LANE-014017,Spain,P12,Rail,2025-03,13,Low,1.05
LANE-004667,Poland,P2,Ocean,2025-03,27,Low,0.78
LANE-004548,India,P12,Air,2026-04,2,Medium,3.26
LANE-016100,United Kingdom,P2,Truck,2026-06,4,Low,1.03
LANE-005223,Poland,P9,Truck,2025-09,4,Low,1.58
LANE-007462,Japan,P12,Air,2025-04,2,Medium,3.3
LANE-011444,Canada,P3,Air,2025-04,1,Low,2.31
LANE-014523,Czech Republic,P6,Ocean,2025-03,25,Medium,0.7
LANE-008815,Italy,P5,Rail,2026-03,13,Low,1.16
LANE-010750,Vietnam,P6,Rail,2026-02,12,Medium,0.95
LANE-000612,United States,P9,Truck,2026-06,4,Low,1.4
LANE-003835,India,P3,Ocean,2025-07,31,Low,0.53
LANE-011148,Vietnam,P11,Ocean,2026-04,25,Low,0.45
LANE-001859,Germany,P1,Rail,2025-11,9,Low,1.09
LANE-013421,Spain,P4,Ocean,2025-01,29,Low,0.71
LANE-015236,Thailand,P3,Ocean,2025-12,27,Low,0.6
LANE-007043,Japan,P7,Ocean,2025-03,35,High,0.8
LANE-013334,Spain,P3,Ocean,2025-02,21,Low,0.57
LANE-003570,China,P12,Truck,2025-06,5,High,1.04
LANE-016704,United Kingdom,P9,Ocean,2025-06,29,High,0.7
LANE-014360,Czech Republic,P4,Rail,2026-04,10,Medium,0.9
LANE-001936,Germany,P2,Truck,2026-10,5,Low,1.18
LANE-014764,Czech Republic,P9,Ocean,2025-02,25,Medium,0.83
LANE-015175,Thailand,P2,Ocean,2026-05,31,Medium,0.87
LANE-007189,Japan,P9,Truck,2026-05,5,High,1.55
LANE-015853,Thailand,P11,Rail,2026-01,16,Low,1.2
LANE-014761,Czech Republic,P9,Rail,2026-09,14,Low,0.89
LANE-014207,Czech Republic,P2,Rail,2026-05,8,Low,1.1
LANE-005608,Brazil,P2,Truck,2026-08,3,Low,0.9
LANE-009351,Italy,P12,Ocean,2025-01,23,Low,0.8
LANE-012726,France,P7,Ocean,2025-10,29,Low,0.79
LANE-011812,Canada,P8,Truck,2026-08,5,Medium,0.85
LANE-007343,Japan,P11,Truck,2026-05,7,Low,1.55
LANE-011590,Canada,P5,Rail,2026-06,10,Low,1.08
LANE-012062,Canada,P11,Truck,2025-06,4,Medium,1.39
LANE-002007,Germany,P3,Rail,2025-05,10,Low,1.23
LANE-000930,Mexico,P1,Ocean,2025-06,27,Medium,0.84
LANE-007130,Japan,P8,Ocean,2025-02,32,Low,0.75
LANE-016849,United Kingdom,P11,Truck,2026-07,5,Medium,1.14
LANE-006630,Japan,P2,Ocean,2025-08,26,Low,0.5
LANE-006797,Japan,P4,Ocean,2026-09,26,Low,0.79
LANE-005889,Brazil,P5,Ocean,2026-03,22,Low,0.62
LANE-004038,India,P6,Rail,2025-12,10,Medium,0.68
LANE-005454,Poland,P12,Rail,2026-08,14,Low,1.12
LANE-006926,Japan,P6,Truck,2026-06,5,Low,0.8
LANE-006069,Brazil,P7,Air,2026-07,1,High,3.06
LANE-013219,Spain,P2,Truck,2026-07,6,Low,1.04
LANE-008187,South Korea,P9,Air,2025-03,3,Low,3.61
LANE-004735,Poland,P3,Rail,2025-05,12,Medium,0.83
LANE-012140,Canada,P11,Air,2026-06,3,Low,
LANE-001492,Mexico,P8,Air,2026-06,2,Low,4.1
LANE-010359,Vietnam,P1,Rail,2026-07,9,Low,1.24
LANE-008679,Italy,P3,Ocean,2025-11,29,High,0.62
LANE-010524,Vietnam,P3,Ocean,2025-08,33,Low,0.79
LANE-000748,United States,P10,Ocean,2026-10,23,Medium,0.74
LANE-010773,Vietnam,P6,Ocean,2026-03,27,Low,0.87
LANE-012753,France,P7,Air,2026-03,2,High,2.18
LANE-006552,Japan,P1,Ocean,2026-06,27,Low,0.71
LANE-005878,Brazil,P5,Ocean,2025-04,34,Low,0.78
LANE-014341,Czech Republic,P4,Truck,2026-07,4,High,1.52
LANE-009555,Turkey,P3,Truck,2025-07,5,Medium,1.28
LANE-011603,Canada,P5,Ocean,2025-09,30,Low,0.48
LANE-014037,Spain,P12,Ocean,2025-01,28,Medium,
LANE-006742,Japan,P4,Truck,2025-10,4,Low,0.93
LANE-004618,Poland,P1,Ocean,2026-08,27,Medium,0.53
LANE-008371,South Korea,P11,Air,2025-11,2,Medium,2.18
LANE-009022,Italy,P7,Air,2025-02,3,Medium,2.7
LANE-007405,Japan,P12,Truck,2026-01,3,Medium,1.16
LANE-013044,France,P11,Rail,2026-08,13,Medium,0.69
LANE-010380,Vietnam,P1,Ocean,2026-06,26,Low,0.87
LANE-000873,United States,P12,Air,2026-03,2,Low,2.5
LANE-016066,United Kingdom,P1,Air,2025-06,3,Low,3.49
LANE-016004,United Kingdom,P1,Truck,2025-10,5,Low,0.86
LANE-006868,Japan,P5,Ocean,2025-04,21,Low,0.74
LANE-009737,Turkey,P5,Rail,2026-01,12,Medium,0.85
LANE-004529,India,P12,Ocean,2026-07,26,Low,0.81
LANE-004954,Poland,P5,Air,2025-04,3,Low,3.73
LANE-002567,Germany,P11,Rail,2026-03,10,High,1.2
LANE-010148,Turkey,P10,Air,2025-06,3,Low,2.37
LANE-010626,Vietnam,P4,Air,2026-10,2,Medium,2.17
LANE-016398,United Kingdom,P5,Air,2025-08,3,Low,2.34
LANE-001554,Mexico,P9,Ocean,2026-02,31,Low,0.87
LANE-008066,South Korea,P8,Rail,2026-02,10,High,0.93
LANE-006988,Japan,P6,Air,2026-02,2,Medium,2.33
LANE-000032,United States,P1,Rail,2025-10,6,Low,1.04
LANE-006053,Brazil,P7,Air,2025-03,1,High,3.48
LANE-011174,Vietnam,P11,Air,2026-08,2,Medium,3.46
LANE-012257,France,P1,Rail,2025-03,12,Low,0.8
LANE-006830,Japan,P5,Truck,2025-10,6,Low,1.4
LANE-016589,United Kingdom,P8,Rail,2025-01,10,Medium,1.03
LANE-008185,South Korea,P9,Air,2025-01,3,Low,3.69
LANE-016835,United Kingdom,P11,Truck,2025-05,6,Medium,0.91
LANE-015045,Czech Republic,P12,Air,2026-07,3,Low,2.62
LANE-004437,India,P11,Rail,2026-03,13,Low,1.07
LANE-001019,Mexico,P2,Air,2025-07,3,Low,2.82
LANE-016843,United Kingdom,P11,Truck,2026-01,3,Medium,1.14
LANE-003276,China,P7,Ocean,2026-08,35,Low,0.46
LANE-008876,Italy,P6,Truck,2025-10,5,Medium,1.59
LANE-006480,Brazil,P12,Air,2025-12,2,Low,2.33
LANE-005235,Poland,P9,Truck,2026-09,5,Low,1.06
LANE-003486,China,P10,Ocean,2025-10,27,Low,0.76
LANE-003117,China,P5,Air,2026-03,3,Low,3.31
LANE-012688,France,P7,Truck,2026-04,5,Medium,1.45
LANE-003076,China,P5,Rail,2026-06,11,Low,0.83
LANE-004931,Poland,P5,Ocean,2025-03,29,Low,0.74
LANE-014077,Spain,P12,Air,2026-07,2,Medium,4.04
LANE-008242,South Korea,P10,Rail,2026-02,11,Low,0.84
LANE-006995,Japan,P6,Air,2026-09,3,Medium,2.65
LANE-013359,Spain,P3,Air,2025-05,3,High,3.48
LANE-011033,Vietnam,P10,Rail,2025-11,11,Medium,0.67
LANE-014477,Czech Republic,P6,Truck,2025-01,6,Low,0.93
LANE-007741,South Korea,P4,Rail,2026-07,13,Low,0.69
LANE-012909,France,P9,Ocean,2026-05,29,Low,0.63
LANE-006747,Japan,P4,Truck,2026-03,5,Low,1.27
LANE-008579,Italy,P2,Truck,2026-09,5,Low,1.06
LANE-003903,India,P4,Ocean,2025-09,25,Low,0.86
LANE-001063,Mexico,P3,Rail,2025-07,11,Low,1.02
LANE-010862,Vietnam,P7,Ocean,2026-04,31,Low,0.85
LANE-000789,United States,P11,Rail,2026-07,7,Low,0.91
LANE-007408,Japan,P12,Truck,2026-04,4,Medium,0.93
LANE-014869,Czech Republic,P10,Ocean,2026-07,26,Medium,0.5
LANE-011427,Canada,P3,Rail,2025-09,8,Low,1.12
LANE-004380,India,P10,Air,2025-02,2,Medium,2.45
LANE-008376,South Korea,P11,Air,2026-04,3,Medium,4.08
LANE-011708,Canada,P6,Air,2025-04,3,Low,2.59
LANE-000276,United States,P4,Air,2025-12,3,Low,3.26
LANE-001260,Mexico,P6,Truck,2025-06,6,Low,1.33
LANE-014032,Spain,P12,Rail,2026-06,7,Low,0.69
LANE-004660,Poland,P2,Rail,2026-06,13,Low,0.98
LANE-010896,Vietnam,P8,Rail,2025-06,13,Low,0.71
LANE-014512,Czech Republic,P6,Rail,2026-02,8,Medium,1.13
LANE-013912,Spain,P10,Ocean,2025-08,24,Low,0.44
LANE-010557,Vietnam,P4,Truck,2026-07,4,Medium,1.09
LANE-009638,Turkey,P4,Truck,2025-02,4,Low,1.6
LANE-002281,Germany,P7,Rail,2026-03,14,Low,0.87
LANE-015370,Thailand,P5,Rail,2026-02,13,Low,1.08
LANE-013490,Spain,P5,Rail,2025-04,10,Low,1.03
LANE-010510,Vietnam,P3,Rail,2026-04,11,Low,1.19
LANE-004231,India,P8,Ocean,2025-07,31,Low,0.85
LANE-011230,Vietnam,P12,Ocean,2025-10,32,Low,0.78
LANE-012890,France,P9,Rail,2026-08,7,Medium,1.2
LANE-003531,China,P11,Rail,2025-11,11,Medium,1.15
LANE-006982,Japan,P6,Air,2025-08,3,Medium,2.46
LANE-006317,Brazil,P10,Air,2025-03,2,Low,2.71
LANE-005494,Poland,P12,Air,2026-04,2,Low,2.58
LANE-000890,Mexico,P1,Truck,2025-10,3,Medium,
LANE-002937,China,P3,Air,2025-11,2,High,3.36
LANE-006321,Brazil,P10,Air,2025-07,2,Low,3.13
LANE-003343,China,P8,Rail,2026-09,8,High,1.23
LANE-000644,United States,P9,Ocean,2025-06,21,Medium,
LANE-009909,Turkey,P7,Rail,2025-09,9,Low,1.16
LANE-013291,Spain,P3,Truck,2025-03,4,Low,1.3
LANE-014904,Czech Republic,P11,Truck,2025-10,5,Medium,1.2
LANE-003473,China,P10,Rail,2026-07,13,Low,0.75
LANE-016329,United Kingdom,P5,Truck,2025-05,5,Low,1.13
LANE-002363,Germany,P8,Ocean,2025-09,24,Medium,0.66
LANE-007208,Japan,P9,Rail,2026-02,10,Low,
LANE-007193,Japan,P9,Truck,2026-09,5,High,1.5
LANE-005192,Poland,P8,Ocean,2026-10,25,Low,
LANE-002419,Germany,P9,Truck,2026-09,4,Medium,1.56
LANE-007951,South Korea,P6,Air,2025-09,2,Low,
LANE-002136,Germany,P5,Rail,2025-02,7,Low,0.78
LANE-007557,South Korea,P2,Truck,2025-11,4,Low,1.46
LANE-004494,India,P12,Rail,2025-06,12,Medium,1.01
LANE-016666,United Kingdom,P9,Truck,2025-12,4,Medium,1.59
LANE-004497,India,P12,Rail,2025-09,11,Medium,0.97
LANE-004697,Poland,P2,Air,2025-11,1,Low,2.22
LANE-007577,South Korea,P2,Rail,2025-09,11,Low,1.19
LANE-014103,Czech Republic,P1,Rail,2025-01,11,Low,1.09
LANE-015315,Thailand,P4,Air,2025-03,2,Low,2.43
LANE-005799,Brazil,P4,Rail,2026-01,10,Low,1.2
LANE-011286,Canada,P1,Rail,2026-10,12,Medium,0.81
LANE-003730,India,P2,Truck,2025-12,4,Low,1.34
LANE-007199,Japan,P9,Rail,2025-05,13,Low,0.89
LANE-010437,Vietnam,P2,Rail,2025-09,11,High,1.22
LANE-008746,Italy,P4,Rail,2025-12,11,Low,0.91
LANE-004649,Poland,P2,Rail,2025-07,13,Low,0.92
LANE-012411,France,P3,Rail,2025-03,10,High,0.9
LANE-011365,Canada,P2,Ocean,2026-01,29,Medium,0.65
LANE-012129,Canada,P11,Air,2025-07,3,Low,3.28
LANE-002986,China,P4,Rail,2026-04,11,Medium,0.68
LANE-002207,Germany,P6,Rail,2025-07,9,Low,1.23
LANE-007588,South Korea,P2,Rail,2026-08,10,Low,0.91
LANE-012319,France,P1,Air,2026-09,2,Medium,2.34
LANE-011755,Canada,P7,Rail,2025-07,9,Low,1.25
LANE-004682,Poland,P2,Ocean,2026-06,28,Low,0.72
LANE-015157,Thailand,P2,Rail,2026-09,13,Low,0.94
LANE-008939,Italy,P6,Air,2025-07,2,Low,3.11
LANE-011819,Canada,P8,Rail,2025-05,8,Low,1.17
LANE-011953,Canada,P9,Air,2025-07,3,Medium,4.0
LANE-007986,South Korea,P7,Truck,2026-10,5,Low,1.11
LANE-004272,India,P9,Rail,2025-04,11,Medium,0.7
LANE-007349,Japan,P11,Rail,2025-01,11,High,1.01
LANE-015249,Thailand,P4,Truck,2025-03,6,Low,0.9
LANE-004271,India,P9,Rail,2025-03,8,Medium,0.99
LANE-007962,South Korea,P6,Air,2026-08,2,Low,3.76
LANE-016160,United Kingdom,P3,Truck,2025-12,5,Low,1.26
LANE-012108,Canada,P11,Ocean,2025-08,25,Low,0.83
LANE-010916,Vietnam,P8,Ocean,2025-04,25,Low,0.73
LANE-004964,Poland,P5,Air,2026-02,3,Low,2.21
LANE-016855,United Kingdom,P11,Rail,2025-03,5,Medium,1.15
LANE-014434,Czech Republic,P5,Ocean,2025-02,28,High,0.52
LANE-009904,Turkey,P7,Rail,2025-04,13,Low,0.94
LANE-007117,Japan,P8,Rail,2025-11,12,Low,0.7
LANE-003255,China,P7,Rail,2026-09,13,Medium,1.14
LANE-008619,Italy,P2,Ocean,2026-05,25,Low,0.85
LANE-012709,France,P7,Rail,2026-03,12,Low,1.24
LANE-005051,Poland,P7,Truck,2026-01,4,Low,0.85
LANE-016090,United Kingdom,P2,Truck,2025-08,4,Low,1.26
LANE-007277,Japan,P10,Rail,2026-05,14,Medium,1.07
LANE-016082,United Kingdom,P1,Air,2026-10,2,Low,3.68
LANE-007629,South Korea,P2,Air,2026-05,3,Medium,3.11
LANE-016854,United Kingdom,P11,Rail,2025-02,15,Medium,0.97
LANE-003454,China,P10,Truck,2026-10,3,Medium,1.51
LANE-000232,United States,P4,Rail,2025-12,12,Low,
LANE-001816,Mexico,P12,Ocean,2025-12,25,High,0.67
LANE-004051,India,P6,Ocean,2025-03,30,Medium,0.74
LANE-002369,Germany,P8,Ocean,2026-03,26,Medium,0.51
LANE-010579,Vietnam,P4,Rail,2026-07,15,Low,0.75
LANE-011861,Canada,P8,Air,2025-03,3,Low,
LANE-016955,United Kingdom,P12,Ocean,2026-03,27,Low,0.44
LANE-006737,Japan,P4,Truck,2025-05,5,Low,1.25
LANE-012377,France,P2,Ocean,2026-01,27,Medium,0.68
LANE-007831,South Korea,P5,Rail,2026-09,15,Low,1.09
LANE-004571,Poland,P1,Truck,2026-05,5,Medium,0.96
LANE-007728,South Korea,P4,Rail,2025-06,10,Low,0.77
LANE-004865,Poland,P4,Air,2025-03,2,Medium,2.66
LANE-004547,India,P12,Air,2026-03,3,Medium,2.89
LANE-013001,France,P10,Ocean,2026-09,21,Low,0.68
LANE-002144,Germany,P5,Rail,2025-10,9,Low,1.25
LANE-003690,India,P1,Ocean,2026-04,23,Low,0.71
LANE-007690,South Korea,P3,Ocean,2025-12,33,High,0.54
LANE-014842,Czech Republic,P10,Rail,2026-02,11,Low,0.68
LANE-005656,Brazil,P2,Air,2025-02,3,Low,4.09
LANE-014924,Czech Republic,P11,Rail,2025-08,11,Low,0.7
LANE-014690,Czech Republic,P8,Ocean,2026-04,31,Medium,0.52
LANE-003983,India,P5,Air,2025-01,3,Low,2.22
LANE-014890,Czech Republic,P10,Air,2026-06,3,Low,2.17
LANE-004765,Poland,P3,Ocean,2026-01,31,Medium,0.78
LANE-010084,Turkey,P10,Truck,2025-08,4,Medium,0.87
LANE-005605,Brazil,P2,Truck,2026-05,3,Low,
LANE-001897,Germany,P1,Air,2025-05,3,High,3.69
LANE-011227,Vietnam,P12,Ocean,2025-07,33,Low,0.56
LANE-010914,Vietnam,P8,Ocean,2025-02,22,Low,0.83
LANE-012014,Canada,P10,Ocean,2025-02,33,Medium,0.84
LANE-002395,Germany,P8,Air,2026-07,2,Low,2.62
LANE-001777,Mexico,P12,Truck,2026-05,6,High,1.17
LANE-008412,South Korea,P12,Rail,2025-08,11,Low,1.02
LANE-007730,South Korea,P4,Rail,2025-08,14,Low,1.06
LANE-007801,South Korea,P5,Truck,2026-01,5,Low,0.94
LANE-010002,Turkey,P8,Ocean,2026-02,32,Medium,0.52
LANE-006162,Brazil,P9,Truck,2025-02,5,Medium,0.97
LANE-000911,Mexico,P1,Rail,2025-09,14,Medium,1.2
LANE-012963,France,P10,Rail,2025-05,15,Medium,0.71
LANE-011761,Canada,P7,Rail,2026-01,15,Low,0.93
LANE-011003,Vietnam,P10,Truck,2025-03,3,Medium,1.52
LANE-016125,United Kingdom,P2,Rail,2026-09,12,High,0.94
LANE-006898,Japan,P5,Air,2025-12,3,High,2.94
LANE-004857,Poland,P4,Ocean,2026-05,29,Medium,0.85
LANE-012578,France,P5,Rail,2026-04,11,Medium,0.76
LANE-006884,Japan,P5,Ocean,2026-08,26,Low,0.79
LANE-005820,Brazil,P4,Ocean,2025-12,21,Medium,0.84
LANE-011519,Canada,P4,Ocean,2026-01,22,Low,0.64
LANE-013503,Spain,P5,Rail,2026-05,10,Low,1.22
LANE-000156,United States,P3,Ocean,2025-02,23,Medium,0.75
LANE-002885,China,P3,Rail,2025-03,10,Medium,0.92
LANE-009329,Italy,P12,Rail,2025-01,11,Low,1.09
LANE-006922,Japan,P6,Truck,2026-02,4,Low,1.41
LANE-013224,Spain,P2,Rail,2025-02,13,Medium,0.78
LANE-002400,Germany,P9,Truck,2025-02,5,Medium,1.28
LANE-011439,Canada,P3,Rail,2026-09,9,Low,0.76
LANE-011896,Canada,P9,Truck,2026-04,3,Low,0.82
LANE-008605,Italy,P2,Ocean,2025-03,26,Low,0.64
LANE-008674,Italy,P3,Ocean,2025-06,29,High,0.84
LANE-004056,India,P6,Ocean,2025-08,36,Medium,0.82
LANE-010446,Vietnam,P2,Rail,2026-06,13,High,0.72
