order_id,product_id,dealer_id,order_date,requested_qty,region,customer_segment,order_status
ORD-0011274,BAL-04,DLR-0586,2024-08-19,2,Asia-Pacific,Dealer Stock,Open
ORD-0011275,SPR-02,DLR-0241,2025-10-23,1,Europe,Commercial Farm,Committed
ORD-0011276,CMB-07,DLR-0199,2025-03-21,1,Asia-Pacific,Commercial Farm,Cancelled
ORD-0011277,BAL-08,DLR-0176,2026-04-12,4,North America,Commercial Farm,Open
ORD-0011278,SPR-09,DLR-0864,2026-06-04,15,Europe,Commercial Farm,Shipped
ORD-0011279,PLN-08,DLR-0756,2025-12-26,1,Africa/Middle East,Dealer Stock,Shipped
ORD-0011280,HRV-02,DLR-0237,2026-01-29,1,Asia-Pacific,Commercial Farm,Committed
ORD-0011281,PLN-05,DLR-0376,2025-10-07,1,Asia-Pacific,Commercial Farm,Committed
ORD-0011282,SPR-04,DLR-0435,2025-09-09,3,Europe,Commercial Farm,Open
ORD-0011283,TRC-05,,2024-07-25,1,South America,Export,Shipped
ORD-0011284,CMB-04,,2025-03-21,2,North America,Dealer Stock,Committed
ORD-0011285,SPR-07,DLR-0147,2024-09-18,5,South America,Commercial Farm,Committed
ORD-0011286,TRC-07,DLR-0251,2024-05-28,2,Europe,Dealer Stock,Committed
ORD-0011287,TIL-03,DLR-0010,2025-08-09,8,North America,Commercial Farm,Cancelled
ORD-0011288,CMB-05,DLR-0507,2026-05-26,2,North America,Commercial Farm,Shipped
ORD-0011289,BAL-10,DLR-0355,2024-08-19,2,North America,Dealer Stock,Shipped
ORD-0011290,SPR-08,DLR-0122,2025-12-20,4,Asia-Pacific,Commercial Farm,Shipped
ORD-0011291,BAL-01,DLR-0149,2025-05-28,15,Africa/Middle East,Dealer Stock,Committed
ORD-0011292,CMB-03,DLR-0758,2024-10-17,1,Asia-Pacific,Government,Committed
ORD-0011293,BAL-06,DLR-0041,2025-11-25,3,South America,Export,Shipped
ORD-0011294,BAL-06,DLR-0182,2024-07-24,1,North America,,Open
ORD-0011295,TIL-06,DLR-0469,2025-05-03,5,North America,Government,Committed
ORD-0011296,BAL-01,DLR-0752,2024-10-28,1,Europe,Commercial Farm,Committed
ORD-0011297,PLN-01,DLR-0556,2025-10-19,2,Asia-Pacific,,Shipped
ORD-0011298,BAL-07,DLR-0550,2024-02-03,20,Europe,Commercial Farm,Committed
ORD-0011299,PLN-03,DLR-0552,2025-08-16,4,North America,,Shipped
ORD-0011300,PLN-08,DLR-0863,2026-07-06,3,Europe,Export,Committed
ORD-0011301,HRV-02,DLR-0713,2026-02-13,1,North America,Commercial Farm,Shipped
ORD-0011302,CMB-01,DLR-0227,2026-04-11,2,Europe,Dealer Stock,Committed
ORD-0011303,SPR-06,DLR-0672,2026-07-04,1,Europe,Commercial Farm,Shipped
ORD-0011304,TRC-06,DLR-0322,2024-04-29,1,North America,Export,Shipped
ORD-0011305,CMB-01,DLR-0215,2025-02-03,4,Europe,Export,Shipped
ORD-0011306,PLN-08,,2025-05-19,1,North America,Commercial Farm,Committed
ORD-0011307,TRC-10,DLR-0449,2024-09-07,1,Europe,Dealer Stock,Open
ORD-0011308,CMB-07,DLR-0645,2024-04-12,5,North America,Dealer Stock,Open
ORD-0011309,HRV-07,DLR-0013,2024-01-03,15,North America,Dealer Stock,Committed
ORD-0011310,TRC-04,DLR-0163,2024-01-25,1,South America,Commercial Farm,Committed
ORD-0011311,HRV-05,DLR-0355,2024-10-15,4,North America,Commercial Farm,Cancelled
ORD-0011312,TIL-06,DLR-0290,2025-04-07,1,South America,Commercial Farm,Committed
ORD-0011313,BAL-05,DLR-0693,2025-07-14,3,North America,Export,Committed
ORD-0011314,BAL-06,,2024-05-18,2,Asia-Pacific,Commercial Farm,Committed
ORD-0011315,HRV-01,DLR-0282,2025-09-14,1,Asia-Pacific,Commercial Farm,Shipped
ORD-0011316,BAL-06,DLR-0685,2024-12-30,3,North America,Export,Shipped
ORD-0011317,TRC-10,DLR-0043,2025-03-24,20,Europe,Dealer Stock,Open
ORD-0011318,TRC-02,DLR-0272,2024-06-05,1,North America,Commercial Farm,Shipped
ORD-0011319,BAL-10,DLR-0244,2024-09-12,2,North America,Commercial Farm,Shipped
ORD-0011320,TRC-08,DLR-0494,2025-10-24,2,South America,Commercial Farm,Committed
ORD-0011321,HRV-06,DLR-0105,2024-03-12,1,Europe,,Open
ORD-0011322,SPR-04,DLR-0439,2024-03-21,1,North America,Commercial Farm,Shipped
ORD-0011323,SPR-10,DLR-0289,2025-01-19,8,Europe,Commercial Farm,Committed
ORD-0011324,SPR-08,DLR-0129,2024-01-20,1,North America,Dealer Stock,Committed
ORD-0011325,BAL-04,DLR-0199,2025-06-30,5,Asia-Pacific,Dealer Stock,Committed
ORD-0011326,TIL-08,DLR-0528,2026-04-08,1,Asia-Pacific,Commercial Farm,Shipped
ORD-0011327,TIL-07,DLR-0551,2024-10-12,1,Asia-Pacific,Commercial Farm,Open
ORD-0011328,SPR-07,DLR-0826,2024-12-20,5,Europe,Commercial Farm,Shipped
ORD-0011329,SPR-02,DLR-0451,2024-11-06,3,North America,Commercial Farm,Shipped
ORD-0011330,CMB-04,DLR-0416,2024-02-09,3,Europe,Dealer Stock,Committed
ORD-0011331,BAL-04,DLR-0310,2025-07-17,1,Europe,Dealer Stock,Shipped
ORD-0011332,TIL-09,DLR-0454,2026-06-26,1,Europe,Commercial Farm,Committed
ORD-0011333,CMB-05,,2024-07-08,1,North America,Commercial Farm,Shipped
ORD-0011334,BAL-02,DLR-0677,2025-01-18,10,Africa/Middle East,Government,Shipped
ORD-0011335,HRV-10,DLR-0424,2024-08-27,4,North America,Commercial Farm,Cancelled
ORD-0011336,CMB-05,,2025-02-18,5,North America,Commercial Farm,Open
ORD-0011337,PLN-07,DLR-0466,2025-04-12,3,North America,,Committed
ORD-0011338,CMB-05,DLR-0125,2025-10-12,4,South America,Export,Shipped
ORD-0011339,CMB-04,DLR-0467,2024-12-09,4,Europe,Commercial Farm,Committed
ORD-0011340,BAL-09,DLR-0783,2026-02-28,3,South America,Dealer Stock,Cancelled
ORD-0011341,HRV-01,DLR-0262,2025-05-18,15,North America,Commercial Farm,Shipped
ORD-0011342,BAL-05,DLR-0023,2025-08-17,15,Europe,Commercial Farm,Committed
ORD-0011343,HRV-10,DLR-0208,2025-12-17,15,Europe,Government,Open
ORD-0011344,TIL-03,DLR-0438,2025-02-26,2,North America,Commercial Farm,Committed
ORD-0011345,SPR-01,DLR-0675,2025-01-06,1,Europe,Dealer Stock,Open
ORD-0011346,HRV-02,DLR-0490,2024-08-07,1,Europe,Dealer Stock,Shipped
ORD-0011347,TIL-10,DLR-0834,2025-10-27,1,North America,Commercial Farm,Shipped
ORD-0011348,SPR-06,DLR-0739,2025-11-25,1,Europe,Commercial Farm,Open
ORD-0011349,PLN-01,DLR-0074,2026-07-15,5,Europe,Commercial Farm,Open
ORD-0011350,TIL-10,DLR-0553,2025-08-16,8,South America,Commercial Farm,Open
ORD-0011351,PLN-09,DLR-0327,2026-05-10,1,North America,Commercial Farm,Shipped
ORD-0011352,TRC-10,DLR-0356,2025-07-31,2,Asia-Pacific,Dealer Stock,Cancelled
ORD-0011353,CMB-03,DLR-0525,2024-08-27,1,Europe,Export,Open
ORD-0011354,BAL-10,DLR-0449,2026-05-17,10,South America,Commercial Farm,Open
ORD-0011355,HRV-10,DLR-0245,2025-09-02,1,North America,Commercial Farm,Committed
ORD-0011356,SPR-02,DLR-0508,2026-06-18,1,North America,Commercial Farm,Shipped
ORD-0011357,CMB-03,DLR-0180,2026-02-08,10,Europe,Dealer Stock,Shipped
ORD-0011358,SPR-03,DLR-0753,2024-12-28,4,Europe,Commercial Farm,Shipped
ORD-0011359,SPR-10,DLR-0398,2026-04-27,5,South America,Export,Shipped
ORD-0011360,CMB-06,DLR-0519,2026-02-04,3,Europe,Commercial Farm,Shipped
ORD-0011361,BAL-03,DLR-0502,2026-03-15,3,Africa/Middle East,Export,Committed
ORD-0011362,SPR-08,DLR-0497,2024-12-24,3,South America,Dealer Stock,Shipped
ORD-0011363,TIL-04,DLR-0662,2025-10-19,1,Europe,Export,Open
ORD-0011364,PLN-08,DLR-0208,2026-04-01,2,Europe,Commercial Farm,Committed
ORD-0011365,BAL-01,DLR-0590,2025-03-08,2,North America,Commercial Farm,Shipped
ORD-0011366,BAL-09,DLR-0707,2025-01-14,5,Africa/Middle East,Dealer Stock,Shipped
ORD-0011367,TRC-01,DLR-0599,2024-05-11,10,Asia-Pacific,Export,Shipped
ORD-0011368,TIL-02,DLR-0141,2024-07-22,15,Europe,Commercial Farm,Shipped
ORD-0011369,SPR-07,DLR-0211,2024-05-07,8,North America,Commercial Farm,Open
ORD-0011370,SPR-10,DLR-0062,2026-03-21,8,South America,Dealer Stock,Committed
ORD-0011371,HRV-10,DLR-0749,2025-04-09,1,Europe,Commercial Farm,Open
ORD-0011372,PLN-01,DLR-0337,2025-07-02,1,North America,Commercial Farm,Committed
ORD-0011373,TRC-01,DLR-0824,2024-06-23,4,Asia-Pacific,Commercial Farm,Open
ORD-0011374,TIL-10,DLR-0295,2026-01-14,1,Africa/Middle East,Commercial Farm,Committed
ORD-0011375,SPR-04,,2026-01-27,1,Europe,Commercial Farm,Shipped
ORD-0011376,TRC-02,DLR-0466,2024-08-01,2,Europe,Commercial Farm,Open
ORD-0011377,SPR-08,DLR-0565,2026-06-29,8,South America,Commercial Farm,Open
ORD-0011378,CMB-09,DLR-0563,2026-01-28,2,North America,Dealer Stock,Shipped
ORD-0011379,TRC-08,DLR-0855,2026-07-03,8,Europe,Export,Shipped
ORD-0011380,PLN-08,DLR-0712,2024-06-21,3,Africa/Middle East,,Shipped
ORD-0011381,CMB-04,DLR-0751,2026-04-06,8,North America,Dealer Stock,Shipped
ORD-0011382,CMB-01,DLR-0829,2024-05-08,1,North America,Commercial Farm,Open
ORD-0011383,SPR-09,DLR-0325,2026-07-11,5,South America,Commercial Farm,Open
ORD-0011384,TIL-07,,2024-03-22,10,North America,Commercial Farm,Committed
ORD-0011385,SPR-04,DLR-0467,2025-04-14,4,South America,Commercial Farm,Open
ORD-0011386,SPR-02,DLR-0573,2024-01-08,1,Europe,Commercial Farm,Committed
ORD-0011387,SPR-10,DLR-0228,2025-05-07,3,Asia-Pacific,Commercial Farm,Committed
ORD-0011388,TRC-05,DLR-0795,2024-09-05,20,North America,,Shipped
ORD-0011389,CMB-02,DLR-0761,2024-05-01,1,South America,Commercial Farm,Shipped
ORD-0011390,HRV-10,DLR-0569,2025-10-14,1,Europe,Commercial Farm,Open
ORD-0011391,HRV-04,DLR-0417,2024-03-24,1,North America,Dealer Stock,Cancelled
ORD-0011392,BAL-03,DLR-0191,2025-09-21,3,South America,Government,Shipped
ORD-0011393,TRC-07,DLR-0434,2025-02-04,1,North America,Commercial Farm,Committed
ORD-0011394,PLN-09,DLR-0500,2025-06-30,8,North America,Government,Committed
ORD-0011395,BAL-05,DLR-0313,2026-07-28,5,North America,Commercial Farm,Open
ORD-0011396,SPR-01,DLR-0529,2025-04-09,3,Asia-Pacific,Commercial Farm,Shipped
ORD-0011397,SPR-05,,2025-07-17,2,Europe,Commercial Farm,Shipped
ORD-0011398,HRV-03,DLR-0550,2024-08-30,8,North America,Commercial Farm,Open
ORD-0011399,CMB-06,DLR-0449,2026-03-28,2,Asia-Pacific,Dealer Stock,Open
ORD-0011400,TIL-05,DLR-0703,2025-12-05,3,Asia-Pacific,Export,Shipped
ORD-0011401,SPR-08,DLR-0487,2026-03-26,1,North America,Dealer Stock,Committed
ORD-0011402,BAL-09,DLR-0527,2025-02-27,4,Europe,Commercial Farm,Cancelled
ORD-0011403,SPR-10,DLR-0045,2025-04-07,15,South America,Export,Open
ORD-0011404,SPR-01,DLR-0227,2025-09-27,2,Europe,Dealer Stock,Committed
ORD-0011405,HRV-04,DLR-0768,2024-02-15,1,North America,Commercial Farm,Committed
ORD-0011406,TIL-02,DLR-0466,2024-10-25,2,Europe,Export,Committed
ORD-0011407,TIL-02,DLR-0887,2025-10-02,4,Europe,Dealer Stock,Shipped
ORD-0011408,PLN-03,DLR-0837,2026-07-09,4,North America,Commercial Farm,Shipped
ORD-0011409,TRC-04,DLR-0799,2025-10-25,2,Asia-Pacific,Commercial Farm,Shipped
ORD-0011410,SPR-01,DLR-0610,2024-02-28,1,South America,Export,Committed
ORD-0011411,TIL-08,DLR-0343,2026-01-17,1,North America,Government,Shipped
ORD-0011412,TRC-01,DLR-0373,2025-03-16,8,North America,Dealer Stock,Shipped
ORD-0011413,BAL-06,,2025-02-05,1,Europe,Commercial Farm,Open
ORD-0011414,TRC-07,DLR-0526,2024-01-04,3,Europe,Commercial Farm,Open
ORD-0011415,SPR-04,DLR-0472,2024-06-04,3,North America,Dealer Stock,Open
ORD-0011416,TIL-08,DLR-0152,2025-03-16,1,North America,Government,Shipped
ORD-0011417,PLN-09,DLR-0619,2025-08-14,3,North America,Commercial Farm,Committed
ORD-0011418,TRC-09,DLR-0501,2026-02-24,20,Asia-Pacific,Commercial Farm,Committed
ORD-0011419,TRC-07,DLR-0264,2025-04-24,4,South America,,Cancelled
ORD-0011420,TIL-02,DLR-0576,2026-04-02,3,Europe,Export,Shipped
ORD-0011421,HRV-07,DLR-0622,2026-03-04,4,Europe,Government,Open
ORD-0011422,PLN-06,DLR-0613,2026-01-25,3,Europe,,Shipped
ORD-0011423,SPR-02,DLR-0757,2025-07-12,2,South America,Commercial Farm,Open
ORD-0011424,TRC-04,DLR-0369,2026-02-12,5,Asia-Pacific,Government,Committed
ORD-0011425,HRV-04,DLR-0866,2025-08-15,1,Europe,Dealer Stock,Shipped
ORD-0011426,CMB-08,DLR-0602,2025-11-26,15,Asia-Pacific,Dealer Stock,Shipped
ORD-0011427,PLN-08,DLR-0308,2026-06-26,2,Asia-Pacific,Export,Open
ORD-0011428,HRV-04,DLR-0259,2026-02-26,15,North America,Dealer Stock,Open
ORD-0011429,BAL-07,,2026-01-29,1,Europe,Dealer Stock,Cancelled
ORD-0011430,TRC-03,,2025-06-30,2,Asia-Pacific,Dealer Stock,Committed
ORD-0011431,CMB-08,DLR-0088,2025-03-09,4,Europe,Dealer Stock,Committed
ORD-0011432,BAL-01,DLR-0791,2024-04-25,2,South America,Commercial Farm,Cancelled
ORD-0011433,BAL-07,DLR-0420,2026-04-11,3,North America,Commercial Farm,Open
ORD-0011434,CMB-08,,2025-04-03,10,Africa/Middle East,Dealer Stock,Open
ORD-0011435,HRV-01,DLR-0180,2025-06-13,2,North America,Commercial Farm,Cancelled
ORD-0011436,BAL-09,DLR-0099,2024-11-09,4,Asia-Pacific,Dealer Stock,Committed
ORD-0011437,PLN-01,DLR-0517,2026-01-30,8,South America,Commercial Farm,Shipped
ORD-0011438,CMB-01,,2025-10-09,2,South America,Dealer Stock,Committed
ORD-0011439,TRC-05,DLR-0220,2025-10-19,4,Asia-Pacific,Commercial Farm,Shipped
ORD-0011440,SPR-10,DLR-0027,2024-07-21,1,North America,Commercial Farm,Shipped
ORD-0011441,BAL-10,DLR-0702,2025-11-13,8,Europe,Dealer Stock,Committed
ORD-0011442,SPR-02,DLR-0677,2024-03-07,2,South America,Dealer Stock,Shipped
ORD-0011443,PLN-04,DLR-0391,2026-08-16,2,North America,Export,Committed
ORD-0011444,HRV-06,DLR-0623,2026-04-12,8,Europe,Dealer Stock,Shipped
ORD-0011445,TIL-03,DLR-0297,2025-09-12,3,Europe,,Shipped
ORD-0011446,TRC-03,DLR-0286,2025-09-11,1,North America,Commercial Farm,Shipped
ORD-0011447,PLN-10,DLR-0545,2026-03-27,5,Asia-Pacific,Dealer Stock,Shipped
ORD-0011448,CMB-05,DLR-0533,2025-08-01,4,Asia-Pacific,Export,Open
ORD-0011449,SPR-02,DLR-0727,2024-04-23,1,North America,Commercial Farm,Open
ORD-0011450,SPR-01,DLR-0396,2025-01-16,1,North America,Commercial Farm,Shipped
ORD-0011451,HRV-10,DLR-0026,2025-05-06,2,Asia-Pacific,Dealer Stock,Shipped
ORD-0011452,PLN-04,DLR-0337,2024-02-08,3,Asia-Pacific,Commercial Farm,Committed
ORD-0011453,PLN-04,,2026-08-24,10,Europe,Commercial Farm,Shipped
ORD-0011454,TIL-10,DLR-0381,2024-11-01,1,Asia-Pacific,Commercial Farm,Shipped
ORD-0011455,SPR-09,DLR-0640,2025-02-02,2,Asia-Pacific,Commercial Farm,Shipped
ORD-0011456,TRC-04,DLR-0750,2026-03-30,8,North America,Commercial Farm,Open
ORD-0011457,TIL-03,DLR-0543,2025-07-19,1,Europe,Dealer Stock,Committed
ORD-0011458,PLN-07,DLR-0861,2026-02-25,8,Europe,Commercial Farm,Committed
ORD-0011459,TIL-07,DLR-0465,2025-06-24,1,Asia-Pacific,Commercial Farm,Committed
ORD-0011460,SPR-02,DLR-0787,2026-03-09,2,Europe,Commercial Farm,Shipped
ORD-0011461,TIL-03,DLR-0118,2026-04-22,8,Africa/Middle East,Commercial Farm,Committed
ORD-0011462,HRV-07,DLR-0333,2024-03-25,1,Asia-Pacific,Commercial Farm,Committed
ORD-0011463,TIL-04,DLR-0239,2024-09-09,15,Asia-Pacific,Commercial Farm,Committed
ORD-0011464,CMB-05,DLR-0725,2025-06-10,1,South America,Dealer Stock,Cancelled
ORD-0011465,BAL-03,DLR-0646,2024-11-21,15,South America,Commercial Farm,Open
ORD-0011466,CMB-01,DLR-0345,2025-11-08,4,Africa/Middle East,Dealer Stock,Shipped
ORD-0011467,TRC-02,DLR-0101,2024-08-21,8,South America,Dealer Stock,Committed
ORD-0011468,TIL-06,DLR-0076,2025-03-14,3,Europe,Commercial Farm,Shipped
ORD-0011469,PLN-05,DLR-0236,2025-01-06,2,Europe,Commercial Farm,Shipped
ORD-0011470,TIL-03,DLR-0409,2024-08-30,1,Asia-Pacific,Government,Committed
ORD-0011471,BAL-01,DLR-0199,2026-08-25,1,Africa/Middle East,Export,Committed
ORD-0011472,CMB-10,DLR-0706,2025-08-20,8,South America,Export,Shipped
ORD-0011473,CMB-01,,2026-04-22,1,North America,Commercial Farm,Open
ORD-0011474,BAL-04,DLR-0330,2025-08-28,10,North America,Commercial Farm,Open
ORD-0011475,TRC-02,DLR-0663,2024-08-18,20,South America,Commercial Farm,Shipped
ORD-0011476,CMB-10,DLR-0382,2024-09-25,10,Asia-Pacific,Commercial Farm,Committed
ORD-0011477,SPR-05,DLR-0201,2024-12-21,1,Europe,Dealer Stock,Open
ORD-0011478,HRV-06,DLR-0703,2025-08-03,2,South America,Export,Committed
ORD-0011479,TRC-02,DLR-0256,2024-01-10,8,Asia-Pacific,Dealer Stock,Open
ORD-0011480,TIL-07,DLR-0378,2026-08-03,4,North America,Dealer Stock,Committed
ORD-0011481,SPR-08,,2026-04-07,1,South America,Commercial Farm,Shipped
ORD-0011482,TRC-03,DLR-0354,2025-09-09,1,Europe,Commercial Farm,Shipped
ORD-0011483,TIL-09,DLR-0661,2024-10-19,8,North America,Export,Open
ORD-0011484,BAL-01,DLR-0336,2025-03-21,3,North America,Commercial Farm,Shipped
ORD-0011485,TRC-09,DLR-0483,2025-12-05,2,Europe,Dealer Stock,Shipped
ORD-0011486,BAL-06,DLR-0037,2025-08-27,1,Africa/Middle East,Export,Shipped
ORD-0011487,TIL-07,DLR-0349,2026-07-13,4,North America,Export,Shipped
ORD-0011488,TRC-07,DLR-0717,2024-08-29,4,South America,Commercial Farm,Committed
ORD-0011489,CMB-08,DLR-0363,2024-10-23,3,North America,Export,Open
ORD-0011490,TRC-07,DLR-0878,2026-03-08,1,North America,Commercial Farm,Shipped
ORD-0011491,SPR-08,DLR-0128,2026-03-16,1,Europe,Commercial Farm,Shipped
ORD-0011492,CMB-06,DLR-0606,2025-04-04,1,Europe,Dealer Stock,Open
ORD-0011493,TIL-06,DLR-0496,2025-10-27,3,North America,,Shipped
ORD-0011494,HRV-01,DLR-0697,2024-10-28,10,North America,Commercial Farm,Shipped
ORD-0011495,TIL-04,DLR-0834,2024-08-30,4,South America,Commercial Farm,Open
ORD-0011496,SPR-04,DLR-0585,2026-02-26,8,Asia-Pacific,Commercial Farm,Shipped
ORD-0011497,TIL-10,DLR-0757,2024-12-24,2,Europe,Commercial Farm,Shipped
ORD-0011498,TIL-06,DLR-0792,2024-08-08,1,North America,Commercial Farm,Shipped
ORD-0011499,BAL-02,DLR-0776,2025-11-30,8,Africa/Middle East,Commercial Farm,Open
ORD-0011500,CMB-10,DLR-0456,2024-11-24,1,Asia-Pacific,Dealer Stock,Shipped
ORD-0011501,PLN-05,DLR-0164,2025-05-08,1,Europe,Commercial Farm,Shipped
ORD-0011502,HRV-01,DLR-0270,2025-08-08,10,Asia-Pacific,Commercial Farm,Committed
ORD-0011503,HRV-10,DLR-0481,2024-11-06,3,South America,Dealer Stock,Open
ORD-0011504,TIL-10,DLR-0213,2024-08-21,4,North America,,Open
ORD-0011505,HRV-09,DLR-0304,2025-12-31,3,Africa/Middle East,Commercial Farm,Open
ORD-0011506,BAL-02,DLR-0071,2024-09-30,3,North America,Commercial Farm,Shipped
ORD-0011507,TIL-10,DLR-0566,2026-04-06,1,North America,Dealer Stock,Shipped
ORD-0011508,HRV-07,,2026-08-13,4,South America,Dealer Stock,Committed
ORD-0011509,CMB-04,DLR-0092,2024-12-05,2,Europe,Dealer Stock,Committed
ORD-0011510,BAL-02,DLR-0426,2026-07-02,1,South America,Dealer Stock,Cancelled
ORD-0011511,HRV-05,DLR-0446,2026-08-02,1,Asia-Pacific,Commercial Farm,Open
ORD-0011512,TRC-03,DLR-0189,2024-01-27,3,Africa/Middle East,Commercial Farm,Shipped
ORD-0011513,CMB-05,DLR-0768,2025-04-02,10,North America,Dealer Stock,Open
ORD-0011514,TIL-07,DLR-0862,2024-03-02,5,Europe,Export,Shipped
ORD-0011515,PLN-07,DLR-0490,2024-04-22,2,Asia-Pacific,Dealer Stock,Cancelled
ORD-0011516,CMB-08,DLR-0648,2025-01-13,5,Africa/Middle East,Export,Shipped
ORD-0011517,TIL-01,DLR-0057,2025-07-02,8,South America,Commercial Farm,Open
ORD-0011518,HRV-01,DLR-0703,2025-05-16,1,North America,Commercial Farm,Shipped
ORD-0011519,TIL-02,DLR-0505,2026-02-08,2,South America,Commercial Farm,Open
ORD-0011520,HRV-08,DLR-0578,2025-12-20,2,Europe,Export,Shipped
ORD-0011521,TRC-07,DLR-0325,2025-04-28,8,Europe,Government,Shipped
ORD-0011522,TIL-04,DLR-0185,2025-09-06,2,South America,Commercial Farm,Committed
ORD-0011523,PLN-09,DLR-0300,2026-08-06,1,North America,Commercial Farm,Cancelled
ORD-0011524,SPR-08,DLR-0392,2025-02-14,3,Europe,Commercial Farm,Committed
ORD-0011525,PLN-02,DLR-0127,2026-03-03,1,Europe,Dealer Stock,Shipped
ORD-0011526,SPR-03,DLR-0307,2024-10-15,8,North America,,Open
ORD-0011527,CMB-09,DLR-0876,2025-03-08,10,Europe,Government,Shipped
ORD-0011528,TIL-06,DLR-0509,2024-09-01,4,North America,Commercial Farm,Open
ORD-0011529,CMB-06,DLR-0523,2024-09-23,2,Asia-Pacific,Commercial Farm,Committed
ORD-0011530,BAL-01,DLR-0039,2024-05-30,1,North America,Export,Committed
ORD-0011531,BAL-04,DLR-0470,2025-12-03,4,Europe,Commercial Farm,Shipped
ORD-0011532,BAL-09,DLR-0812,2025-08-17,1,North America,Dealer Stock,Shipped
ORD-0011533,BAL-07,DLR-0023,2025-03-12,3,Europe,Export,Cancelled
ORD-0011534,TIL-09,DLR-0438,2025-08-03,4,North America,Dealer Stock,Cancelled
ORD-0011535,CMB-04,DLR-0560,2025-01-14,1,South America,Commercial Farm,Open
ORD-0011536,BAL-02,DLR-0528,2025-08-29,1,South America,Dealer Stock,Committed
ORD-0011537,CMB-05,DLR-0801,2024-08-31,8,South America,Government,Shipped
ORD-0011538,BAL-09,DLR-0767,2024-12-09,20,North America,Dealer Stock,Committed
ORD-0011539,TIL-01,DLR-0587,2024-03-12,1,Europe,Export,Open
ORD-0011540,PLN-01,DLR-0484,2025-04-19,1,Africa/Middle East,Commercial Farm,Shipped
ORD-0011541,CMB-07,DLR-0539,2025-04-13,2,Asia-Pacific,Export,Shipped
ORD-0011542,SPR-07,DLR-0533,2026-06-27,8,North America,Commercial Farm,Committed
ORD-0011543,TRC-01,DLR-0872,2026-04-17,1,Asia-Pacific,Dealer Stock,Committed
ORD-0011544,BAL-09,DLR-0522,2024-08-08,1,Asia-Pacific,,Shipped
ORD-0011545,CMB-02,DLR-0436,2025-06-28,3,Europe,Commercial Farm,Open
ORD-0011546,PLN-07,DLR-0709,2026-01-07,3,Europe,Dealer Stock,Shipped
ORD-0011547,BAL-07,DLR-0740,2026-06-25,4,South America,Commercial Farm,Shipped
ORD-0011548,BAL-01,DLR-0024,2024-09-14,4,Europe,Commercial Farm,Committed
ORD-0011549,TIL-03,DLR-0686,2024-12-20,1,North America,Commercial Farm,Shipped
ORD-0011550,HRV-01,DLR-0743,2026-04-18,1,North America,Commercial Farm,Committed
ORD-0011551,TIL-02,DLR-0200,2025-08-13,1,Africa/Middle East,Dealer Stock,Shipped
ORD-0011552,SPR-02,DLR-0796,2024-03-29,4,North America,,Shipped
ORD-0011553,CMB-09,DLR-0676,2026-08-12,8,Asia-Pacific,Commercial Farm,Cancelled
ORD-0011554,SPR-07,DLR-0093,2025-08-23,5,Asia-Pacific,,Open
ORD-0011555,BAL-03,DLR-0080,2024-10-28,4,South America,Dealer Stock,Open
ORD-0011556,CMB-06,DLR-0553,2024-07-18,4,North America,Commercial Farm,Committed
ORD-0011557,HRV-01,DLR-0701,2024-08-12,10,South America,Commercial Farm,Shipped
ORD-0011558,SPR-03,DLR-0184,2024-01-02,4,North America,Export,Shipped
ORD-0011559,CMB-04,DLR-0338,2026-06-07,1,Europe,Commercial Farm,Committed
ORD-0011560,CMB-05,DLR-0791,2026-05-17,3,Europe,Commercial Farm,Shipped
ORD-0011561,CMB-02,,2026-05-28,1,South America,Dealer Stock,Committed
ORD-0011562,HRV-09,DLR-0477,2024-03-24,1,Europe,Government,Open
ORD-0011563,SPR-05,DLR-0561,2025-07-19,2,Europe,Commercial Farm,Shipped
ORD-0011564,SPR-01,DLR-0756,2025-01-12,1,North America,Commercial Farm,Shipped
ORD-0011565,PLN-03,DLR-0610,2024-09-09,1,Europe,Commercial Farm,Shipped
ORD-0011566,TRC-08,DLR-0753,2026-01-29,1,North America,Commercial Farm,Open
ORD-0011567,BAL-09,DLR-0578,2024-02-09,1,North America,Dealer Stock,Shipped
ORD-0011568,CMB-10,DLR-0080,2024-01-22,2,Europe,Commercial Farm,Shipped
ORD-0011569,BAL-06,DLR-0425,2026-07-21,8,Asia-Pacific,Government,Committed
ORD-0011570,TRC-08,,2024-03-19,5,North America,Commercial Farm,Committed
ORD-0011571,CMB-06,DLR-0516,2024-05-06,1,Asia-Pacific,Export,Committed
ORD-0011572,PLN-07,DLR-0769,2026-08-08,3,South America,Commercial Farm,Committed
ORD-0011573,TIL-04,DLR-0724,2025-03-22,10,North America,Dealer Stock,Shipped
ORD-0011574,BAL-05,DLR-0335,2024-06-02,4,South America,Commercial Farm,Committed
ORD-0011575,TRC-10,,2026-06-26,8,South America,Government,Shipped
ORD-0011576,SPR-10,DLR-0055,2025-10-18,1,Europe,Commercial Farm,Committed
ORD-0011577,TIL-08,DLR-0796,2024-07-29,1,North America,Commercial Farm,Open
ORD-0011578,PLN-03,DLR-0593,2026-01-12,1,North America,Commercial Farm,Open
ORD-0011579,TIL-09,,2024-10-19,2,South America,Commercial Farm,Shipped
ORD-0011580,HRV-09,DLR-0259,2024-04-18,4,North America,Dealer Stock,Open
ORD-0011581,SPR-06,DLR-0126,2025-10-13,1,North America,Commercial Farm,Cancelled
