forecast_id,product_id,period,region,forecast_qty,forecast_type,forecast_version,created_date,planner_id
FC-0011681,SPR-08,2026-06,Asia-Pacific,145,Uplift,v1,2026-05-04,PLN-027
FC-0011682,SPR-08,2026-06,Asia-Pacific,99,Downside,v3,2026-04-29,PLN-042
FC-0011683,SPR-08,2026-07,Asia-Pacific,119,Baseline,v3,2026-05-09,PLN-027
FC-0011684,SPR-08,2026-07,Asia-Pacific,160,Uplift,v2,2026-05-31,PLN-004
FC-0011685,SPR-08,2026-08,Asia-Pacific,135,Baseline,v1,2026-06-30,PLN-025
FC-0011686,SPR-08,2026-09,Asia-Pacific,106,Baseline,v3,2026-07-17,PLN-051
FC-0011687,SPR-08,2026-10,Asia-Pacific,124,Baseline,v2,2026-08-09,PLN-054
FC-0011688,SPR-08,2026-11,Asia-Pacific,114,Baseline,v2,2026-09-06,PLN-059
FC-0011689,SPR-08,2026-11,Asia-Pacific,138,Uplift,v1,2026-10-04,PLN-040
FC-0011690,SPR-08,2026-12,Asia-Pacific,114,Baseline,v1,2026-10-12,
FC-0011691,SPR-08,2024-01,Africa/Middle East,92,Baseline,v3,2023-11-10,PLN-020
FC-0011692,SPR-08,2024-01,Africa/Middle East,120,Uplift,v3,2023-12-12,
FC-0011693,SPR-08,2024-01,Africa/Middle East,79,Downside,v3,2023-11-30,PLN-034
FC-0011694,SPR-08,2024-02,Africa/Middle East,113,Baseline,v3,2023-12-14,PLN-019
FC-0011695,SPR-08,2024-02,Africa/Middle East,138,Uplift,v2,2024-01-06,PLN-048
FC-0011696,SPR-08,2024-03,Africa/Middle East,104,Baseline,v2,2024-02-01,PLN-011
FC-0011697,SPR-08,2024-04,Africa/Middle East,93,Baseline,v1,2024-03-01,PLN-023
FC-0011698,SPR-08,2024-04,Africa/Middle East,124,Uplift,v1,2024-02-26,PLN-046
FC-0011699,SPR-08,2024-04,Africa/Middle East,60,Downside,v2,2024-03-08,PLN-023
FC-0011700,SPR-08,2024-05,Africa/Middle East,94,Baseline,v2,2024-03-05,PLN-036
FC-0011701,SPR-08,2024-06,Africa/Middle East,101,Baseline,v2,2024-04-18,PLN-019
FC-0011702,SPR-08,2024-07,Africa/Middle East,102,Baseline,v2,2024-05-28,PLN-003
FC-0011703,SPR-08,2024-08,Africa/Middle East,98,Baseline,v2,2024-06-14,PLN-030
FC-0011704,SPR-08,2024-08,Africa/Middle East,111,Uplift,v2,2024-07-03,
FC-0011705,SPR-08,2024-09,Africa/Middle East,99,Baseline,v3,2024-07-14,PLN-036
FC-0011706,SPR-08,2024-10,Africa/Middle East,113,Baseline,v1,2024-08-31,PLN-046
FC-0011707,SPR-08,2024-10,Africa/Middle East,156,Uplift,v3,2024-08-30,PLN-009
FC-0011708,SPR-08,2024-11,Africa/Middle East,90,Baseline,v3,2024-10-08,
FC-0011709,SPR-08,2024-12,Africa/Middle East,94,Baseline,v3,2024-11-07,PLN-046
FC-0011710,SPR-08,2025-01,Africa/Middle East,87,Baseline,v1,2024-11-20,PLN-030
FC-0011711,SPR-08,2025-01,Africa/Middle East,102,Uplift,v1,2024-11-24,PLN-027
FC-0011712,SPR-08,2025-02,Africa/Middle East,105,Baseline,v2,2025-01-04,PLN-029
FC-0011713,SPR-08,2025-02,Africa/Middle East,127,Uplift,v1,2025-01-03,
FC-0011714,SPR-08,2025-03,Africa/Middle East,97,Baseline,v2,2025-01-03,PLN-015
FC-0011715,SPR-08,2025-04,Africa/Middle East,109,Baseline,v3,2025-02-22,PLN-017
FC-0011716,SPR-08,2025-04,Africa/Middle East,137,Uplift,v3,2025-02-23,PLN-024
FC-0011717,SPR-08,2025-05,Africa/Middle East,108,Baseline,v2,2025-04-02,PLN-018
FC-0011718,SPR-08,2025-06,Africa/Middle East,106,Baseline,,2025-04-28,PLN-057
FC-0011719,SPR-08,2025-06,Africa/Middle East,133,Uplift,v2,2025-05-20,PLN-001
FC-0011720,SPR-08,2025-07,Africa/Middle East,96,Baseline,v3,2025-05-16,PLN-001
FC-0011721,SPR-08,2025-07,Africa/Middle East,107,Uplift,v3,2025-05-26,PLN-003
FC-0011722,SPR-08,2025-07,Africa/Middle East,66,Downside,v3,2025-06-13,PLN-004
FC-0011723,SPR-08,2025-08,Africa/Middle East,104,Baseline,v2,2025-06-04,PLN-050
FC-0011724,SPR-08,2025-09,Africa/Middle East,90,Baseline,v2,2025-07-16,PLN-057
FC-0011725,SPR-08,2025-09,Africa/Middle East,102,Uplift,v1,2025-08-09,PLN-035
FC-0011726,SPR-08,2025-09,Africa/Middle East,54,Downside,v1,2025-08-19,PLN-025
FC-0011727,SPR-08,2025-10,Africa/Middle East,109,Baseline,v1,2025-08-07,PLN-001
FC-0011728,SPR-08,2025-10,Africa/Middle East,145,Uplift,v2,2025-09-10,PLN-008
FC-0011729,SPR-08,2025-10,Africa/Middle East,81,Downside,v3,2025-08-25,PLN-031
FC-0011730,SPR-08,2025-11,Africa/Middle East,107,Baseline,v2,2025-10-09,PLN-056
FC-0011731,SPR-08,2025-11,Africa/Middle East,141,Uplift,v1,2025-10-16,PLN-058
FC-0011732,SPR-08,2025-12,Africa/Middle East,109,Baseline,v1,2025-10-30,PLN-057
FC-0011733,SPR-08,2025-12,Africa/Middle East,142,Uplift,v2,2025-11-04,PLN-043
FC-0011734,SPR-08,2026-01,Africa/Middle East,95,Baseline,v3,2025-11-10,PLN-022
FC-0011735,SPR-08,2026-02,Africa/Middle East,96,Baseline,v3,2026-01-06,PLN-040
FC-0011736,SPR-08,2026-02,Africa/Middle East,84,Downside,v2,2025-12-25,PLN-024
FC-0011737,SPR-08,2026-03,Africa/Middle East,99,Baseline,v2,2026-01-16,PLN-002
FC-0011738,SPR-08,2026-03,Africa/Middle East,69,Downside,v2,2026-02-05,PLN-036
FC-0011739,SPR-08,2026-04,Africa/Middle East,99,Baseline,v2,2026-02-21,PLN-013
FC-0011740,SPR-08,2026-04,Africa/Middle East,81,Downside,v2,2026-03-06,PLN-054
FC-0011741,SPR-08,2026-05,Africa/Middle East,112,Baseline,v3,2026-04-07,PLN-007
FC-0011742,SPR-08,2026-06,Africa/Middle East,95,Baseline,v3,2026-04-03,PLN-002
FC-0011743,SPR-08,2026-06,Africa/Middle East,130,Uplift,v1,2026-05-22,PLN-008
FC-0011744,SPR-08,2026-07,Africa/Middle East,114,Baseline,v1,2026-06-01,PLN-014
FC-0011745,SPR-08,2026-07,Africa/Middle East,130,Uplift,v3,2026-06-16,PLN-005
FC-0011746,SPR-08,2026-08,Africa/Middle East,98,Baseline,v1,2026-06-26,PLN-023
FC-0011747,SPR-08,2026-08,Africa/Middle East,131,Uplift,v2,2026-06-24,PLN-001
FC-0011748,SPR-08,2026-09,Africa/Middle East,98,Baseline,v1,2026-08-07,PLN-006
FC-0011749,SPR-08,2026-09,Africa/Middle East,116,Uplift,v1,2026-07-28,PLN-053
FC-0011750,SPR-08,2026-10,Africa/Middle East,89,Baseline,v3,2026-08-11,PLN-047
FC-0011751,SPR-08,2026-11,Africa/Middle East,104,Baseline,v1,2026-09-11,PLN-019
FC-0011752,SPR-08,2026-12,Africa/Middle East,107,Baseline,v3,2026-11-01,PLN-047
FC-0011753,SPR-08,2026-12,Africa/Middle East,128,Uplift,v3,2026-11-02,PLN-019
FC-0011754,SPR-09,2024-01,North America,9,Baseline,v1,2023-12-10,PLN-051
FC-0011755,SPR-09,2024-02,North America,9,Baseline,v2,2023-12-23,PLN-049
FC-0011756,SPR-09,2024-02,North America,7,Downside,v2,2024-01-05,PLN-052
FC-0011757,SPR-09,2024-03,North America,8,Baseline,v2,2024-02-10,PLN-040
FC-0011758,SPR-09,2024-04,North America,8,Baseline,v1,2024-02-18,PLN-008
FC-0011759,SPR-09,2024-05,North America,10,Baseline,v2,2024-03-05,PLN-058
FC-0011760,SPR-09,2024-06,North America,8,Baseline,v3,2024-04-14,PLN-027
FC-0011761,SPR-09,2024-06,North America,6,Downside,v2,2024-05-19,PLN-053
FC-0011762,SPR-09,2024-07,North America,10,Baseline,,2024-05-10,PLN-014
FC-0011763,SPR-09,2024-07,North America,13,Uplift,v1,2024-06-04,PLN-020
FC-0011764,SPR-09,2024-08,North America,9,Baseline,v2,2024-06-07,PLN-038
FC-0011765,SPR-09,2024-09,North America,8,Baseline,v3,2024-08-05,PLN-002
FC-0011766,SPR-09,2024-10,North America,11,Baseline,v2,2024-08-31,PLN-028
FC-0011767,SPR-09,2024-10,North America,15,Uplift,v3,2024-09-01,PLN-041
FC-0011768,SPR-09,2024-11,North America,8,Baseline,v2,2024-10-02,PLN-010
FC-0011769,SPR-09,2024-12,North America,8,Baseline,v3,2024-10-17,PLN-034
FC-0011770,SPR-09,2024-12,North America,11,Uplift,v3,2024-11-15,PLN-014
FC-0011771,SPR-09,2025-01,North America,8,Baseline,v2,2024-11-08,PLN-003
FC-0011772,SPR-09,2025-02,North America,9,Baseline,v2,2024-12-20,PLN-037
FC-0011773,SPR-09,2025-02,North America,12,Uplift,v1,2024-12-24,PLN-044
FC-0011774,SPR-09,2025-03,North America,11,Baseline,v1,2025-02-04,
FC-0011775,SPR-09,2025-03,North America,8,Downside,v2,2025-02-07,PLN-052
FC-0011776,SPR-09,2025-04,North America,10,Baseline,v2,2025-02-06,PLN-054
FC-0011777,SPR-09,2025-05,North America,8,Baseline,v1,2025-03-21,PLN-013
FC-0011778,SPR-09,2025-05,North America,5,Downside,v3,2025-04-21,PLN-006
FC-0011779,SPR-09,2025-06,North America,11,Baseline,v2,2025-05-10,PLN-022
FC-0011780,SPR-09,2025-06,North America,12,Uplift,v1,2025-04-24,PLN-022
FC-0011781,SPR-09,2025-07,North America,9,Baseline,v3,2025-05-19,PLN-012
FC-0011782,SPR-09,2025-07,North America,11,Uplift,v1,2025-06-04,PLN-047
FC-0011783,SPR-09,2025-07,North America,6,Downside,v2,2025-06-15,PLN-025
FC-0011784,SPR-09,2025-08,North America,10,Baseline,v2,2025-06-16,PLN-040
FC-0011785,SPR-09,2025-09,North America,8,Baseline,v1,2025-07-13,PLN-006
FC-0011786,SPR-09,2025-09,North America,5,Downside,v2,2025-07-30,PLN-047
FC-0011787,SPR-09,2025-10,North America,8,Baseline,v3,2025-09-05,PLN-019
FC-0011788,SPR-09,2025-11,North America,9,Baseline,v1,2025-09-05,PLN-032
FC-0011789,SPR-09,2025-11,North America,12,Uplift,v1,2025-10-04,PLN-018
FC-0011790,SPR-09,2025-11,North America,6,Downside,v1,2025-09-23,PLN-046
FC-0011791,SPR-09,2025-12,North America,11,Baseline,v3,2025-10-04,PLN-001
FC-0011792,SPR-09,2026-01,North America,9,Baseline,v2,2025-11-07,PLN-053
FC-0011793,SPR-09,2026-01,North America,11,Uplift,v3,2025-11-25,PLN-014
FC-0011794,SPR-09,2026-02,North America,10,Baseline,v3,2025-12-27,PLN-013
FC-0011795,SPR-09,2026-02,North America,13,Uplift,v3,2025-12-31,PLN-002
FC-0011796,SPR-09,2026-03,North America,8,Baseline,v2,2026-01-15,PLN-020
FC-0011797,SPR-09,2026-04,North America,10,Baseline,v2,2026-02-07,PLN-052
FC-0011798,SPR-09,2026-04,North America,8,Downside,v2,2026-03-07,PLN-043
FC-0011799,SPR-09,2026-05,North America,10,Baseline,v3,2026-04-08,PLN-018
FC-0011800,SPR-09,2026-05,North America,7,Downside,v2,2026-03-30,PLN-019
FC-0011801,SPR-09,2026-06,North America,9,Baseline,v3,2026-04-17,PLN-019
FC-0011802,SPR-09,2026-07,North America,9,Baseline,v2,2026-06-02,PLN-039
FC-0011803,SPR-09,2026-07,North America,11,Uplift,v3,2026-06-08,PLN-024
FC-0011804,SPR-09,2026-08,North America,9,Baseline,v2,2026-06-30,PLN-010
FC-0011805,SPR-09,2026-09,North America,9,Baseline,v3,2026-07-17,PLN-026
FC-0011806,SPR-09,2026-10,North America,10,Baseline,v2,2026-08-17,PLN-024
FC-0011807,SPR-09,2026-10,North America,13,Uplift,v1,2026-09-02,PLN-006
FC-0011808,SPR-09,2026-11,North America,9,Baseline,v1,2026-09-28,PLN-017
FC-0011809,SPR-09,2026-11,North America,11,Uplift,v1,2026-10-20,PLN-036
FC-0011810,SPR-09,2026-12,North America,10,Baseline,v3,2026-10-26,PLN-016
FC-0011811,SPR-09,2026-12,North America,13,Uplift,v3,2026-10-25,PLN-055
FC-0011812,SPR-09,2026-12,North America,7,Downside,,2026-10-25,PLN-047
FC-0011813,SPR-09,2024-01,South America,4,Baseline,v2,2023-11-05,PLN-012
FC-0011814,SPR-09,2024-02,South America,4,Baseline,v3,2023-12-12,PLN-024
FC-0011815,SPR-09,2024-02,South America,4,Uplift,v2,2024-01-07,PLN-029
FC-0011816,SPR-09,2024-02,South America,3,Downside,v2,2023-12-29,PLN-024
FC-0011817,SPR-09,2024-03,South America,4,Baseline,v2,2024-01-08,PLN-017
FC-0011818,SPR-09,2024-04,South America,4,Baseline,v3,2024-03-10,PLN-033
FC-0011819,SPR-09,2024-04,South America,2,Downside,v1,2024-03-05,PLN-037
FC-0011820,SPR-09,2024-05,South America,4,Baseline,v1,2024-03-04,PLN-043
FC-0011821,SPR-09,2024-05,South America,2,Downside,v1,2024-04-08,PLN-007
FC-0011822,SPR-09,2024-06,South America,3,Baseline,v2,2024-04-28,PLN-042
FC-0011823,SPR-09,2024-06,South America,3,Uplift,v2,2024-05-21,PLN-009
FC-0011824,SPR-09,2024-06,South America,2,Downside,v2,2024-05-02,PLN-022
FC-0011825,SPR-09,2024-07,South America,4,Baseline,v1,2024-05-11,PLN-049
FC-0011826,SPR-09,2024-07,South America,4,Uplift,v1,2024-06-02,PLN-017
FC-0011827,SPR-09,2024-08,South America,3,Baseline,v2,2024-06-12,PLN-020
FC-0011828,SPR-09,2024-08,South America,4,Uplift,v2,2024-07-22,PLN-003
FC-0011829,SPR-09,2024-08,South America,2,Downside,v2,2024-07-11,PLN-025
FC-0011830,SPR-09,2024-09,South America,3,Baseline,v1,2024-08-08,PLN-049
FC-0011831,SPR-09,2024-10,South America,3,Baseline,v1,2024-08-27,PLN-049
FC-0011832,SPR-09,2024-10,South America,3,Uplift,v3,2024-08-27,PLN-011
FC-0011833,SPR-09,2024-11,South America,4,Baseline,v2,2024-09-14,PLN-005
FC-0011834,SPR-09,2024-11,South America,2,Downside,v1,2024-10-16,PLN-007
FC-0011835,SPR-09,2024-12,South America,4,Baseline,v3,2024-10-16,PLN-011
FC-0011836,SPR-09,2024-12,South America,4,Uplift,,2024-11-14,PLN-023
FC-0011837,SPR-09,2024-12,South America,3,Downside,v2,2024-11-16,PLN-038
FC-0011838,SPR-09,2025-01,South America,3,Baseline,v2,2024-11-14,PLN-002
FC-0011839,SPR-09,2025-01,South America,1,Downside,,2024-11-25,PLN-041
FC-0011840,SPR-09,2025-02,South America,3,Baseline,v3,2024-12-23,PLN-048
FC-0011841,SPR-09,2025-03,South America,3,Baseline,,2025-01-18,PLN-050
FC-0011842,SPR-09,2025-04,South America,3,Baseline,v2,2025-02-23,
FC-0011843,SPR-09,2025-04,South America,2,Downside,v1,2025-03-22,PLN-002
FC-0011844,SPR-09,2025-05,South America,4,Baseline,,2025-03-24,PLN-009
FC-0011845,SPR-09,2025-06,South America,4,Baseline,v2,2025-04-16,PLN-012
FC-0011846,SPR-09,2025-07,South America,3,Baseline,v3,2025-05-31,PLN-053
FC-0011847,SPR-09,2025-07,South America,3,Uplift,v1,2025-06-12,PLN-038
FC-0011848,SPR-09,2025-07,South America,2,Downside,v1,2025-06-10,PLN-033
FC-0011849,SPR-09,2025-08,South America,3,Baseline,v2,2025-07-12,PLN-016
FC-0011850,SPR-09,2025-09,South America,3,Baseline,v1,2025-07-12,PLN-001
FC-0011851,SPR-09,2025-09,South America,2,Downside,v1,2025-08-20,PLN-013
FC-0011852,SPR-09,2025-10,South America,3,Baseline,v2,2025-08-14,PLN-051
FC-0011853,SPR-09,2025-10,South America,3,Uplift,v2,2025-09-10,
FC-0011854,SPR-09,2025-11,South America,3,Baseline,v3,2025-10-12,PLN-042
FC-0011855,SPR-09,2025-11,South America,3,Uplift,v1,2025-09-28,PLN-029
FC-0011856,SPR-09,2025-12,South America,3,Baseline,v1,2025-10-20,PLN-009
FC-0011857,SPR-09,2025-12,South America,3,Uplift,v1,2025-11-04,PLN-031
FC-0011858,SPR-09,2026-01,South America,4,Baseline,v2,2025-11-07,PLN-032
FC-0011859,SPR-09,2026-01,South America,2,Downside,v1,2025-12-01,PLN-029
FC-0011860,SPR-09,2026-02,South America,3,Baseline,v2,2025-12-07,PLN-032
FC-0011861,SPR-09,2026-03,South America,3,Baseline,v1,2026-01-23,PLN-005
FC-0011862,SPR-09,2026-03,South America,3,Uplift,v3,2026-02-18,PLN-028
FC-0011863,SPR-09,2026-04,South America,3,Baseline,v1,2026-02-21,PLN-005
FC-0011864,SPR-09,2026-04,South America,3,Uplift,v1,2026-03-11,PLN-032
FC-0011865,SPR-09,2026-04,South America,2,Downside,v2,2026-02-24,
FC-0011866,SPR-09,2026-05,South America,4,Baseline,v3,2026-03-15,PLN-005
FC-0011867,SPR-09,2026-05,South America,4,Uplift,v3,2026-04-06,PLN-041
FC-0011868,SPR-09,2026-06,South America,3,Baseline,,2026-04-27,PLN-041
FC-0011869,SPR-09,2026-07,South America,3,Baseline,v3,2026-05-21,PLN-017
FC-0011870,SPR-09,2026-07,South America,4,Uplift,v1,2026-06-14,PLN-002
FC-0011871,SPR-09,2026-08,South America,3,Baseline,v1,2026-06-30,PLN-015
FC-0011872,SPR-09,2026-09,South America,3,Baseline,v1,2026-07-05,PLN-023
FC-0011873,SPR-09,2026-09,South America,2,Downside,v2,2026-08-15,PLN-033
FC-0011874,SPR-09,2026-10,South America,3,Baseline,v2,2026-08-23,PLN-027
FC-0011875,SPR-09,2026-11,South America,3,Baseline,v1,2026-09-26,PLN-019
FC-0011876,SPR-09,2026-11,South America,4,Uplift,v1,2026-10-16,PLN-005
FC-0011877,SPR-09,2026-12,South America,3,Baseline,v3,2026-11-02,PLN-011
FC-0011878,SPR-09,2024-01,Europe,9,Baseline,v2,2023-11-23,PLN-023
FC-0011879,SPR-09,2024-02,Europe,11,Baseline,v3,2023-12-17,PLN-012
FC-0011880,SPR-09,2024-03,Europe,10,Baseline,v2,2024-01-04,PLN-002
FC-0011881,SPR-09,2024-04,Europe,10,Baseline,v1,2024-02-09,PLN-052
FC-0011882,SPR-09,2024-04,Europe,8,Downside,v3,2024-02-29,PLN-050
FC-0011883,SPR-09,2024-05,Europe,10,Baseline,v1,2024-03-03,
FC-0011884,SPR-09,2024-05,Europe,13,Uplift,v2,2024-04-10,PLN-028
FC-0011885,SPR-09,2024-05,Europe,6,Downside,,2024-04-09,PLN-013
FC-0011886,SPR-09,2024-06,Europe,11,Baseline,v3,2024-04-30,PLN-043
FC-0011887,SPR-09,2024-06,Europe,15,Uplift,v3,2024-04-28,PLN-056
FC-0011888,SPR-09,2024-07,Europe,9,Baseline,v2,2024-05-19,PLN-003
FC-0011889,SPR-09,2024-07,Europe,7,Downside,v1,2024-05-28,PLN-006
FC-0011890,SPR-09,2024-08,Europe,11,Baseline,v2,2024-06-23,PLN-010
FC-0011891,SPR-09,2024-09,Europe,11,Baseline,v3,2024-08-09,PLN-022
FC-0011892,SPR-09,2024-10,Europe,10,Baseline,v2,2024-08-26,PLN-050
FC-0011893,SPR-09,2024-10,Europe,6,Downside,v2,2024-09-03,PLN-028
FC-0011894,SPR-09,2024-11,Europe,11,Baseline,v2,2024-09-25,PLN-041
FC-0011895,SPR-09,2024-12,Europe,11,Baseline,v1,2024-11-05,PLN-050
FC-0011896,SPR-09,2024-12,Europe,14,Uplift,v2,2024-11-20,PLN-002
FC-0011897,SPR-09,2024-12,Europe,7,Downside,,2024-10-27,
FC-0011898,SPR-09,2025-01,Europe,9,Baseline,v1,2024-11-03,
FC-0011899,SPR-09,2025-01,Europe,12,Uplift,v3,2024-12-15,PLN-029
FC-0011900,SPR-09,2025-02,Europe,10,Baseline,v1,2024-12-19,PLN-028
FC-0011901,SPR-09,2025-03,Europe,11,Baseline,v1,2025-01-15,PLN-029
FC-0011902,SPR-09,2025-03,Europe,13,Uplift,v3,2025-02-05,PLN-046
FC-0011903,SPR-09,2025-04,Europe,11,Baseline,v2,2025-02-01,
FC-0011904,SPR-09,2025-04,Europe,12,Uplift,v3,2025-03-14,PLN-009
FC-0011905,SPR-09,2025-05,Europe,9,Baseline,v3,2025-03-10,PLN-050
FC-0011906,SPR-09,2025-05,Europe,6,Downside,v1,2025-04-20,PLN-006
FC-0011907,SPR-09,2025-06,Europe,11,Baseline,v2,2025-04-26,PLN-038
FC-0011908,SPR-09,2025-06,Europe,12,Uplift,v3,2025-05-18,PLN-028
FC-0011909,SPR-09,2025-06,Europe,7,Downside,v2,2025-05-15,PLN-034
FC-0011910,SPR-09,2025-07,Europe,9,Baseline,,2025-05-03,PLN-046
FC-0011911,SPR-09,2025-07,Europe,7,Downside,v3,2025-05-29,PLN-003
FC-0011912,SPR-09,2025-08,Europe,10,Baseline,v1,2025-07-03,PLN-014
FC-0011913,SPR-09,2025-09,Europe,11,Baseline,v3,2025-07-15,PLN-046
FC-0011914,SPR-09,2025-10,Europe,10,Baseline,v1,2025-08-17,PLN-011
FC-0011915,SPR-09,2025-10,Europe,7,Downside,v1,2025-09-15,PLN-026
FC-0011916,SPR-09,2025-11,Europe,10,Baseline,v3,2025-09-10,PLN-004
FC-0011917,SPR-09,2025-11,Europe,12,Uplift,v2,2025-10-16,PLN-057
FC-0011918,SPR-09,2025-12,Europe,11,Baseline,v3,2025-11-09,PLN-017
FC-0011919,SPR-09,2025-12,Europe,15,Uplift,v2,2025-11-15,PLN-018
FC-0011920,SPR-09,2025-12,Europe,8,Downside,v3,2025-11-13,PLN-005
FC-0011921,SPR-09,2026-01,Europe,9,Baseline,v1,2025-11-08,PLN-037
FC-0011922,SPR-09,2026-02,Europe,9,Baseline,v2,2025-12-07,PLN-036
FC-0011923,SPR-09,2026-03,Europe,10,Baseline,v2,2026-02-08,PLN-046
FC-0011924,SPR-09,2026-04,Europe,11,Baseline,v3,2026-02-25,PLN-016
FC-0011925,SPR-09,2026-04,Europe,13,Uplift,v3,2026-02-27,PLN-006
FC-0011926,SPR-09,2026-05,Europe,10,Baseline,v2,2026-03-15,PLN-049
FC-0011927,SPR-09,2026-05,Europe,11,Uplift,v3,2026-03-26,PLN-024
FC-0011928,SPR-09,2026-06,Europe,10,Baseline,v3,2026-05-03,PLN-016
FC-0011929,SPR-09,2026-06,Europe,13,Uplift,v2,2026-04-23,
FC-0011930,SPR-09,2026-07,Europe,11,Baseline,v1,2026-06-06,PLN-012
FC-0011931,SPR-09,2026-07,Europe,12,Uplift,v2,2026-05-31,PLN-032
FC-0011932,SPR-09,2026-08,Europe,9,Baseline,v1,2026-06-16,PLN-040
FC-0011933,SPR-09,2026-08,Europe,11,Uplift,v1,2026-07-07,PLN-055
FC-0011934,SPR-09,2026-08,Europe,5,Downside,v3,2026-07-10,PLN-024
FC-0011935,SPR-09,2026-09,Europe,9,Baseline,v1,2026-07-26,PLN-008
FC-0011936,SPR-09,2026-10,Europe,11,Baseline,v3,2026-08-04,PLN-033
FC-0011937,SPR-09,2026-10,Europe,13,Uplift,v1,2026-09-07,PLN-031
FC-0011938,SPR-09,2026-10,Europe,9,Downside,v2,2026-09-17,PLN-054
FC-0011939,SPR-09,2026-11,Europe,10,Baseline,v2,2026-09-04,PLN-007
FC-0011940,SPR-09,2026-12,Europe,11,Baseline,v1,2026-10-31,PLN-018
FC-0011941,SPR-09,2024-01,Asia-Pacific,7,Baseline,v2,2023-11-26,PLN-054
FC-0011942,SPR-09,2024-01,Asia-Pacific,7,Uplift,v1,2023-12-17,
FC-0011943,SPR-09,2024-01,Asia-Pacific,5,Downside,v3,2023-12-02,PLN-004
FC-0011944,SPR-09,2024-02,Asia-Pacific,7,Baseline,v1,2023-12-09,PLN-048
FC-0011945,SPR-09,2024-03,Asia-Pacific,7,Baseline,v3,2024-01-02,PLN-042
FC-0011946,SPR-09,2024-04,Asia-Pacific,7,Baseline,v3,2024-02-24,PLN-028
FC-0011947,SPR-09,2024-04,Asia-Pacific,9,Uplift,v1,2024-03-02,PLN-043
FC-0011948,SPR-09,2024-05,Asia-Pacific,5,Baseline,v3,2024-03-12,PLN-020
FC-0011949,SPR-09,2024-05,Asia-Pacific,6,Uplift,v1,2024-04-08,PLN-024
FC-0011950,SPR-09,2024-05,Asia-Pacific,3,Downside,v1,2024-04-17,PLN-053
FC-0011951,SPR-09,2024-06,Asia-Pacific,6,Baseline,v3,2024-04-25,PLN-031
FC-0011952,SPR-09,2024-07,Asia-Pacific,7,Baseline,v3,2024-05-20,PLN-014
FC-0011953,SPR-09,2024-07,Asia-Pacific,6,Downside,v1,2024-06-16,PLN-005
FC-0011954,SPR-09,2024-08,Asia-Pacific,7,Baseline,v2,2024-07-05,PLN-024
FC-0011955,SPR-09,2024-09,Asia-Pacific,6,Baseline,v2,2024-07-16,PLN-019
FC-0011956,SPR-09,2024-09,Asia-Pacific,8,Uplift,,2024-08-05,PLN-005
FC-0011957,SPR-09,2024-10,Asia-Pacific,6,Baseline,v3,2024-08-04,PLN-050
FC-0011958,SPR-09,2024-10,Asia-Pacific,8,Uplift,v3,2024-09-02,PLN-045
FC-0011959,SPR-09,2024-11,Asia-Pacific,5,Baseline,v1,2024-09-04,PLN-036
FC-0011960,SPR-09,2024-12,Asia-Pacific,6,Baseline,v1,2024-10-09,PLN-056
FC-0011961,SPR-09,2025-01,Asia-Pacific,5,Baseline,v1,2024-12-10,PLN-033
FC-0011962,SPR-09,2025-01,Asia-Pacific,6,Uplift,v2,2024-12-22,PLN-046
FC-0011963,SPR-09,2025-02,Asia-Pacific,6,Baseline,v3,2025-01-09,PLN-022
FC-0011964,SPR-09,2025-03,Asia-Pacific,7,Baseline,v2,2025-01-25,PLN-002
FC-0011965,SPR-09,2025-03,Asia-Pacific,8,Uplift,,2025-02-09,PLN-012
FC-0011966,SPR-09,2025-03,Asia-Pacific,4,Downside,v2,2025-02-01,PLN-027
FC-0011967,SPR-09,2025-04,Asia-Pacific,6,Baseline,v2,2025-02-13,PLN-030
FC-0011968,SPR-09,2025-05,Asia-Pacific,6,Baseline,v2,2025-03-25,PLN-007
FC-0011969,SPR-09,2025-05,Asia-Pacific,7,Uplift,v1,2025-04-03,PLN-013
FC-0011970,SPR-09,2025-05,Asia-Pacific,5,Downside,v1,2025-04-17,PLN-006
FC-0011971,SPR-09,2025-06,Asia-Pacific,6,Baseline,v1,2025-04-20,PLN-014
FC-0011972,SPR-09,2025-07,Asia-Pacific,6,Baseline,v3,2025-05-27,PLN-026
FC-0011973,SPR-09,2025-07,Asia-Pacific,7,Uplift,v2,2025-05-27,PLN-035
FC-0011974,SPR-09,2025-08,Asia-Pacific,6,Baseline,v3,2025-06-05,PLN-049
FC-0011975,SPR-09,2025-09,Asia-Pacific,6,Baseline,v2,2025-08-01,PLN-017
FC-0011976,SPR-09,2025-09,Asia-Pacific,7,Uplift,v3,2025-08-01,PLN-052
FC-0011977,SPR-09,2025-10,Asia-Pacific,6,Baseline,v1,2025-08-10,PLN-052
FC-0011978,SPR-09,2025-10,Asia-Pacific,8,Uplift,v2,2025-09-17,PLN-044
FC-0011979,SPR-09,2025-10,Asia-Pacific,4,Downside,v2,2025-08-27,PLN-003
FC-0011980,SPR-09,2025-11,Asia-Pacific,6,Baseline,v3,2025-09-26,PLN-033
FC-0011981,SPR-09,2025-11,Asia-Pacific,8,Uplift,v2,2025-10-22,PLN-030
FC-0011982,SPR-09,2025-12,Asia-Pacific,7,Baseline,v1,2025-11-10,PLN-003
FC-0011983,SPR-09,2025-12,Asia-Pacific,8,Uplift,v2,2025-11-04,PLN-009
