po_id,supplier_id,part_id,plant_id,po_date,promised_date,po_qty,unit_price,po_status,po_notes
PO-0014198,SUP-13320,EL-551,P4,2024-11-10,2024-12-10,100,11.72,Closed,
PO-0014199,SUP-01786,BR-206,P10,2024-07-10,2024-08-09,50,51.74,Cancelled,
PO-0014200,SUP-06037,CH-437,P9,2025-11-05,2025-12-05,800,22.61,Closed,
PO-0014201,SUP-01454,TR-689,P1,2025-05-14,,200,159.85,Closed,
PO-0014202,SUP-04806,EN-1234,P9,2026-03-28,2026-05-27,300,8.03,Closed,
PO-0014203,SUP-10114,EN-123,P2,2025-11-21,,500,14.98,Open,
PO-0014204,SUP-10412,EL-595,P8,2026-01-29,2026-03-15,200,3.68,Closed,
PO-0014205,SUP-10400,CH-233,P8,2024-09-20,,500,,Closed,
PO-0014206,SUP-01472,SC-397,P6,2024-09-21,2024-11-20,100,38.77,Open,
PO-0014207,SUP-08292,BR-1037,P10,2024-05-22,2024-07-21,800,,Closed,
PO-0014208,SUP-11266,TR-848,P7,2026-04-13,2026-04-27,100,4.18,Open,
PO-0014209,SUP-09568,CB-409,P12,2026-07-04,2026-07-25,1200,298.46,Cancelled,
PO-0014210,SUP-02242,SC-962,P5,2026-07-12,2026-08-11,100,8.11,Cancelled,
PO-0014211,SUP-02435,TR-750,P9,2025-08-13,2025-08-27,300,20.25,Closed,
PO-0014212,SUP-05647,CH-685,P1,2026-07-17,2026-09-15,50,17.82,Closed,
PO-0014213,SUP-08543,FL-137,P5,2024-01-25,2024-02-15,300,9.27,Closed,
PO-0014214,SUP-01858,SC-725,P2,2025-08-21,2025-10-05,1200,25.31,Open,
PO-0014215,SUP-01138,FL-835,P11,2025-10-27,2025-12-11,1200,34.13,Closed,
PO-0014216,SUP-07826,ST-1130,P6,2026-01-26,2026-03-12,100,38.15,Late,
PO-0014217,SUP-05903,ST-290,P10,2026-03-04,2026-03-18,50,46.07,Late,
PO-0014218,SUP-12766,TR-374,P5,2026-07-25,2026-09-08,50,13.26,Open,
PO-0014219,SUP-02574,FL-1086,P12,2024-02-02,2024-04-02,1200,13.61,Partial,
PO-0014220,SUP-00435,SC-939,P6,2024-04-23,2024-06-22,100,19.94,Closed,
PO-0014221,SUP-06468,ST-166,P7,2025-06-13,,1200,1.84,Open,
PO-0014222,SUP-09166,EC-570,P11,2025-10-25,2025-11-24,300,17.21,Open,
PO-0014223,SUP-01106,CH-1042,P8,2024-02-27,2024-03-19,200,70.37,Late,
PO-0014224,SUP-12140,CH-1184,P7,2025-08-08,2025-09-22,1200,51.72,Partial,
PO-0014225,SUP-08832,CH-954,P10,2024-02-22,2024-03-14,300,11.77,Late,
PO-0014226,SUP-08415,HY-644,P7,2025-01-21,2025-02-20,800,12.68,Open,
PO-0014227,SUP-08862,TR-1114,P5,2024-04-03,2024-04-17,500,21.66,Cancelled,
PO-0014228,SUP-00377,ST-380,P12,2024-02-13,2024-02-27,500,11.65,Closed,
PO-0014229,SUP-09355,FT-1338,P6,2024-09-02,2024-09-23,50,36.66,Open,
PO-0014230,SUP-03614,EN-1115,P1,2025-08-11,2025-10-10,300,7.88,Closed,
PO-0014231,SUP-02703,BR-1202,P5,2024-08-31,2024-09-30,500,29.21,Open,
PO-0014232,SUP-12303,EN-925,P5,2024-11-29,2025-01-28,100,3.15,Late,
PO-0014233,SUP-14285,CH-1035,P3,2024-06-28,2024-07-19,1200,51.19,Late,
PO-0014234,SUP-00203,CB-622,P9,2025-05-26,2025-07-10,800,,Closed,
PO-0014235,SUP-00888,SC-948,P6,2026-04-03,2026-05-03,800,26.88,Open,
PO-0014236,SUP-14955,FL-137,P9,2026-04-19,2026-06-03,200,9.79,Closed,
PO-0014237,SUP-00671,SC-490,P5,2026-06-09,2026-06-23,100,21.86,Late,
PO-0014238,SUP-00375,FT-736,P6,2025-01-26,2025-02-09,300,94.25,Open,
PO-0014239,SUP-09150,BR-1033,P3,2025-05-30,2025-06-13,500,13.25,Open,
PO-0014240,SUP-12578,CH-426,P12,2024-12-23,2025-01-22,1200,371.16,Closed,
PO-0014241,SUP-08495,BR-516,P6,2024-09-02,2024-10-02,800,,Closed,
PO-0014242,SUP-12375,SC-1204,P6,2025-04-28,2025-06-12,100,25.13,Closed,
PO-0014243,SUP-13431,TR-594,P12,2024-07-18,2024-09-01,1200,13.21,Closed,
PO-0014244,SUP-00061,EC-541,P2,2024-10-09,2024-11-23,1200,,Closed,
PO-0014245,SUP-02741,CB-633,P1,2025-03-07,2025-05-06,200,9.46,Partial,
PO-0014246,SUP-01825,EC-863,P5,2025-12-06,2025-12-20,800,100.99,Closed,
PO-0014247,SUP-04564,EN-1265,P7,2026-04-06,2026-04-27,200,268.53,Partial,
PO-0014248,SUP-02519,BR-147,P2,2025-03-21,2025-04-04,100,81.45,Partial,
PO-0014249,SUP-01488,HY-1120,P12,2024-04-11,2024-05-02,1200,63.17,Closed,
PO-0014250,SUP-13242,BR-1089,P5,2024-04-28,2024-06-12,100,3.69,Cancelled,
PO-0014251,SUP-06328,FL-1312,P7,2026-05-29,2026-07-28,1200,72.11,Late,
PO-0014252,SUP-09356,CB-266,P12,2024-07-12,,1200,46.74,Closed,
PO-0014253,SUP-04452,EC-465,P10,2025-11-28,,200,2.44,Open,
PO-0014254,SUP-13534,SC-351,P11,2024-07-20,2024-08-19,50,25.06,Closed,
PO-0014255,SUP-14620,BR-1141,P3,2024-02-04,2024-02-25,50,36.82,Late,
PO-0014256,SUP-08351,ST-1173,P4,2024-08-20,,500,57.09,Open,
PO-0014257,SUP-02966,SC-309,P8,2024-03-03,2024-04-17,100,16.54,Closed,
PO-0014258,SUP-09683,CH-343,P2,2025-04-03,2025-04-24,50,14.9,Closed,
PO-0014259,SUP-06435,EC-1059,P8,2026-07-14,2026-09-12,500,2.62,Open,
PO-0014260,SUP-06051,SC-215,P8,2025-01-14,2025-02-13,1200,11.87,Closed,
PO-0014261,SUP-14088,CB-444,P6,2025-09-05,2025-10-05,800,2.82,Closed,
PO-0014262,SUP-10959,FL-498,P11,2026-03-23,2026-05-07,500,34.41,Open,
PO-0014263,SUP-10798,EL-783,P2,2024-01-16,2024-02-06,1200,105.13,Closed,
PO-0014264,SUP-05619,BR-981,P12,2024-03-20,2024-04-03,100,53.5,Closed,
PO-0014265,SUP-00738,BR-413,P9,2024-01-09,2024-01-23,200,6.94,Open,
PO-0014266,SUP-06805,EC-613,P10,2026-06-04,2026-08-03,500,8.64,Open,
PO-0014267,SUP-04513,EN-402,P10,2025-10-30,2025-11-29,100,15.44,Closed,
PO-0014268,SUP-04851,SC-1157,P10,2025-07-06,2025-08-05,50,12.48,Partial,
PO-0014269,SUP-08272,FL-177,P2,2026-08-15,2026-09-14,200,22.12,Partial,
PO-0014270,SUP-07841,SC-602,P6,2025-03-07,2025-04-21,100,12.62,Closed,
PO-0014271,SUP-04302,HY-395,P7,2025-03-20,2025-04-19,300,6.51,Closed,
PO-0014272,SUP-08246,FT-1131,P10,2024-02-10,2024-04-10,50,24.05,Late,
PO-0014273,SUP-14215,EN-1031,P6,2024-09-30,2024-10-30,200,17.81,Closed,
PO-0014274,SUP-13579,CH-363,P8,2026-03-06,2026-04-20,500,31.11,Closed,
PO-0014275,SUP-14780,FT-1243,P8,2026-05-12,2026-06-26,50,20.75,Closed,
PO-0014276,SUP-14996,CB-595,P5,2024-08-05,2024-09-04,800,20.83,Closed,
PO-0014277,SUP-12950,EN-1043,P12,2025-12-17,2026-01-07,100,40.05,Late,
PO-0014278,SUP-01279,FL-512,P11,2025-01-17,2025-01-31,300,14.51,Closed,
PO-0014279,SUP-05445,EC-1164,P11,2026-02-12,2026-03-14,100,32.01,Closed,
PO-0014280,SUP-02242,EL-1219,P10,2026-04-06,2026-05-21,1200,,Closed,
PO-0014281,SUP-03478,EL-772,P12,2026-02-25,2026-03-18,100,136.56,Partial,
PO-0014282,SUP-12837,CB-962,P8,2026-05-25,2026-06-08,800,12.18,Closed,
PO-0014283,SUP-01344,TR-151,P8,2025-04-27,2025-05-27,300,14.21,Closed,
PO-0014284,SUP-10396,EL-1158,P2,2024-08-28,2024-10-27,300,,Late,
PO-0014285,SUP-06171,TR-203,P3,2025-08-25,2025-09-15,100,46.27,Open,
PO-0014286,SUP-09473,ST-689,P1,2024-04-01,2024-05-01,300,98.51,Closed,
PO-0014287,SUP-06025,CB-765,P9,2025-04-18,2025-05-02,1200,,Late,
PO-0014288,SUP-00153,FL-1005,P11,2025-02-24,2025-03-26,200,15.32,Partial,
PO-0014289,SUP-06254,BR-1119,P7,2025-04-27,2025-06-26,300,57.75,Open,
PO-0014290,SUP-09494,SC-1001,P10,2024-04-03,2024-06-02,800,8.38,Open,
PO-0014291,SUP-03600,FT-227,P7,2026-03-03,2026-05-02,50,13.62,Cancelled,
PO-0014292,SUP-04251,EC-694,P11,2024-08-18,2024-09-01,1200,82.09,Open,
PO-0014293,SUP-05065,FL-919,P8,2025-12-25,2026-01-15,200,124.72,Closed,
PO-0014294,SUP-03571,EN-586,P11,2026-04-17,2026-05-01,500,7.16,Closed,
PO-0014295,SUP-13916,SC-1048,P2,2025-11-06,2025-11-27,1200,6.18,Closed,
PO-0014296,SUP-02718,ST-1343,P9,2024-11-07,2024-11-21,300,28.6,Closed,
PO-0014297,SUP-01759,TR-493,P2,2024-09-14,2024-10-14,200,18.53,Cancelled,
PO-0014298,SUP-06732,TR-643,P4,2025-06-11,2025-07-02,50,89.69,Open,
PO-0014299,SUP-03781,TR-942,P2,2024-01-19,2024-02-02,200,52.81,Open,
PO-0014300,SUP-13404,FL-1200,P8,2024-03-07,2024-04-21,1200,70.81,Closed,
PO-0014301,SUP-04019,EL-713,P9,2025-12-16,2025-12-30,100,8.14,Closed,
PO-0014302,SUP-08589,ST-237,P7,2024-08-13,2024-09-03,100,27.18,Open,
PO-0014303,SUP-13481,EN-1027,P2,2024-07-15,2024-08-14,50,14.19,Closed,
PO-0014304,SUP-05682,FT-412,P1,2026-03-13,2026-04-27,1200,62.24,Closed,
PO-0014305,SUP-12681,SC-1263,P5,2025-02-21,2025-04-22,800,6.84,Closed,
PO-0014306,SUP-08423,EN-1136,P7,2026-04-04,2026-04-25,50,,Late,
PO-0014307,SUP-04029,SC-1309,P11,2024-03-06,2024-03-20,500,56.61,Open,
PO-0014308,SUP-05398,ST-993,P11,2025-09-05,2025-10-20,800,17.86,Late,
PO-0014309,SUP-10796,BR-1016,P10,2025-02-17,2025-03-10,100,73.3,Cancelled,
PO-0014310,SUP-14680,BR-882,P5,2024-01-12,2024-02-26,200,31.72,Late,
PO-0014311,SUP-14189,CH-496,P12,2024-12-07,2025-01-21,100,34.19,Open,
PO-0014312,SUP-12150,EN-793,P1,2024-04-03,2024-05-03,500,9.97,Closed,
PO-0014313,SUP-11492,CH-355,P4,2025-01-24,2025-03-10,50,118.31,Closed,
PO-0014314,SUP-03793,TR-405,P12,2026-01-30,2026-03-31,50,17.95,Closed,
PO-0014315,SUP-01749,FL-1207,P2,2026-03-16,2026-05-15,50,74.71,Open,
PO-0014316,SUP-12462,ST-1304,P12,2024-08-17,2024-09-16,300,12.19,Closed,
PO-0014317,SUP-03633,ST-1006,P2,2026-04-09,2026-05-09,1200,16.83,Closed,
PO-0014318,SUP-07623,HY-389,P10,2024-02-02,2024-03-18,200,111.55,Closed,
PO-0014319,SUP-06406,CB-1240,P12,2024-03-24,2024-05-08,500,,Partial,
PO-0014320,SUP-08875,CB-1280,P6,2024-12-14,2025-01-04,100,4.78,Closed,
PO-0014321,SUP-07005,EC-590,P6,2024-09-21,2024-10-12,500,,Closed,
PO-0014322,SUP-14596,CH-148,P5,2024-08-31,2024-09-30,300,59.94,Partial,
PO-0014323,SUP-12250,BR-829,P9,2024-09-17,2024-10-01,100,14.69,Closed,
PO-0014324,SUP-09820,FL-963,P12,2026-05-24,2026-07-23,1200,100.81,Cancelled,
PO-0014325,SUP-14211,ST-928,P3,2024-09-05,2024-10-05,300,27.11,Partial,
PO-0014326,SUP-03729,SC-333,P12,2025-11-07,2025-12-07,800,151.42,Late,
PO-0014327,SUP-03326,HY-710,P10,2024-04-30,2024-05-14,1200,5.46,Closed,
PO-0014328,SUP-14758,TR-994,P2,2024-07-02,2024-08-01,300,4.07,Open,
PO-0014329,SUP-08154,EN-736,P3,2025-03-18,2025-04-17,300,14.67,Closed,
PO-0014330,SUP-08709,BR-139,P7,2025-10-20,2025-12-19,100,19.44,Closed,
PO-0014331,SUP-05503,HY-115,P12,2026-06-19,2026-07-19,100,28.06,Closed,
PO-0014332,SUP-12466,SC-911,P12,2026-06-01,2026-07-31,1200,49.95,Open,
PO-0014333,SUP-13560,FT-466,P6,2025-07-30,2025-08-20,50,8.92,Late,
PO-0014334,SUP-02045,ST-1212,P3,2024-12-05,2025-01-19,200,62.08,Cancelled,
PO-0014335,SUP-14532,FT-416,P8,2024-01-13,2024-02-12,300,10.19,Closed,
PO-0014336,SUP-10599,BR-427,P1,2025-06-13,2025-07-13,1200,42.52,Open,
PO-0014337,SUP-03263,ST-276,P7,2025-08-22,2025-10-06,300,8.99,Closed,
PO-0014338,SUP-01844,HY-1204,P6,2024-06-24,2024-08-08,50,19.25,Open,
PO-0014339,SUP-12666,EC-1341,P2,2024-08-06,2024-09-20,800,3.08,Open,
PO-0014340,SUP-08466,EC-535,P4,2024-07-17,2024-08-16,500,20.41,Closed,
PO-0014341,SUP-00722,CH-1260,P12,2026-03-08,2026-05-07,800,172.1,Closed,
PO-0014342,SUP-13578,CB-1278,P8,2025-06-09,2025-06-30,800,15.26,Closed,
PO-0014343,SUP-03400,ST-278,P11,2025-12-01,2026-01-30,50,32.13,Cancelled,
PO-0014344,SUP-02179,TR-171,P8,2024-11-27,2024-12-11,500,2.45,Open,
PO-0014345,SUP-14585,EL-795,P8,2024-05-13,2024-05-27,1200,63.24,Closed,
PO-0014346,SUP-08110,EC-424,P8,2026-02-03,2026-02-24,500,18.35,Closed,
PO-0014347,SUP-03522,CB-1210,P7,2025-09-22,2025-10-13,200,5.83,Closed,
PO-0014348,SUP-05782,FT-237,P12,2025-01-26,2025-03-27,1200,39.31,Closed,
PO-0014349,SUP-07961,ST-499,P1,2024-11-29,2024-12-29,300,40.38,Closed,
PO-0014350,SUP-14342,TR-1180,P6,2026-05-14,2026-06-04,200,18.0,Open,
PO-0014351,SUP-02840,FT-1120,P4,2025-09-30,2025-11-29,200,87.85,Partial,
PO-0014352,SUP-10447,FL-301,P2,2024-12-28,2025-02-26,200,33.43,Late,
PO-0014353,SUP-11481,TR-1297,P7,2024-12-22,2025-01-12,200,57.93,Closed,
PO-0014354,SUP-05835,TR-777,P1,2024-07-31,,50,78.85,Open,
PO-0014355,SUP-11597,ST-541,P5,2025-04-28,2025-06-27,100,9.15,Late,
PO-0014356,SUP-04948,EC-323,P3,2025-10-07,2025-11-21,200,5.73,Closed,
PO-0014357,SUP-03962,ST-1222,P7,2026-03-12,2026-04-02,500,3.55,Closed,
PO-0014358,SUP-12395,FL-418,P10,2025-07-09,2025-08-08,1200,78.38,Closed,
PO-0014359,SUP-13451,CH-750,P1,2026-03-18,2026-05-02,100,63.84,Closed,
PO-0014360,SUP-08733,FL-660,P3,2024-11-19,2025-01-03,300,17.89,Closed,
PO-0014361,SUP-14150,CB-935,P9,2024-03-11,2024-04-01,100,15.93,Cancelled,
PO-0014362,SUP-11914,EL-1101,P10,2026-06-14,2026-07-29,100,18.88,Closed,
PO-0014363,SUP-02588,CH-142,P10,2025-09-08,2025-10-23,300,2.02,Closed,
PO-0014364,SUP-03265,EN-1115,P2,2025-09-04,2025-11-03,200,8.16,Closed,
PO-0014365,SUP-12969,CH-1235,P9,2026-02-14,2026-04-15,50,44.16,Closed,
PO-0014366,SUP-11952,CH-756,P5,2025-11-23,2026-01-22,500,10.92,Closed,
PO-0014367,SUP-10414,EL-528,P5,2024-03-18,2024-05-17,800,55.64,Closed,
PO-0014368,SUP-13502,TR-674,P5,2025-10-24,2025-11-23,1200,19.64,Closed,
PO-0014369,SUP-03301,ST-641,P11,2026-08-13,2026-08-27,50,28.2,Late,
PO-0014370,SUP-11818,ST-459,P11,2025-02-05,2025-03-07,200,78.6,Cancelled,
PO-0014371,SUP-14353,EL-703,P10,2024-07-20,,500,47.14,Open,
PO-0014372,SUP-14139,EC-904,P7,2024-08-20,2024-10-19,1200,118.26,Open,
PO-0014373,SUP-01367,SC-584,P11,2025-10-16,2025-11-15,500,,Partial,
PO-0014374,SUP-13117,EN-730,P5,2026-02-13,2026-04-14,50,13.09,Open,
PO-0014375,SUP-00630,EL-759,P9,2025-03-25,2025-04-24,200,22.27,Closed,
PO-0014376,SUP-03351,EN-968,P4,2026-08-04,,100,500.85,Open,
PO-0014377,SUP-02915,EN-1316,P11,2024-08-25,2024-10-24,1200,6.16,Open,
PO-0014378,SUP-04689,EC-540,P4,2024-10-15,2024-11-14,500,106.3,Open,
PO-0014379,SUP-12303,EN-925,P12,2024-04-14,2024-06-13,1200,,Open,
PO-0014380,SUP-02965,ST-1342,P6,2026-07-08,2026-09-06,50,28.89,Open,
PO-0014381,SUP-09816,CH-601,P10,2024-08-24,2024-09-14,200,25.8,Closed,
PO-0014382,SUP-02365,ST-702,P6,2025-11-09,2025-12-09,50,50.09,Open,
PO-0014383,SUP-01146,EC-860,P5,2025-07-08,2025-07-22,1200,35.31,Cancelled,
PO-0014384,SUP-01078,SC-448,P12,2025-03-18,2025-05-17,1200,59.31,Closed,
PO-0014385,SUP-04396,CH-514,P6,2024-07-07,2024-07-21,200,21.15,Closed,
PO-0014386,SUP-08817,HY-1045,P8,2025-11-10,,300,11.6,Closed,
PO-0014387,SUP-10304,ST-251,P9,2025-10-10,2025-11-09,300,21.51,Closed,
PO-0014388,SUP-08342,CB-226,P11,2024-11-20,,500,12.03,Closed,
PO-0014389,SUP-11624,FL-734,P7,2024-01-03,2024-02-02,800,13.74,Closed,
PO-0014390,SUP-01506,EC-1340,P11,2025-09-07,2025-10-22,800,5.42,Open,
PO-0014391,SUP-03518,SC-1069,P11,2026-04-21,2026-05-05,200,40.43,Closed,
PO-0014392,SUP-04168,EN-984,P5,2025-07-16,2025-08-15,1200,,Closed,
PO-0014393,SUP-13902,FT-710,P6,2024-09-07,2024-10-22,200,5.98,Open,
PO-0014394,SUP-05154,TR-928,P12,2024-04-01,2024-05-16,800,8.81,Closed,
PO-0014395,SUP-01409,EC-767,P11,2026-08-18,2026-09-17,50,39.26,Open,
PO-0014396,SUP-02457,CH-236,P8,2025-11-02,2025-12-02,1200,20.61,Open,
PO-0014397,SUP-12675,SC-1320,P7,2025-07-18,2025-08-08,500,125.1,Closed,
PO-0014398,SUP-02104,SC-1203,P1,2024-06-30,,50,,Closed,
PO-0014399,SUP-04931,EL-1113,P9,2025-10-02,2025-11-01,200,5.97,Closed,
PO-0014400,SUP-06642,CB-1041,P2,2026-07-19,,50,64.36,Late,
PO-0014401,SUP-12313,CB-1196,P2,2025-06-05,,100,50.33,Open,
PO-0014402,SUP-07700,EN-961,P12,2024-04-29,,500,26.04,Closed,
PO-0014403,SUP-02073,FT-165,P5,2026-03-17,2026-05-01,50,18.53,Late,
PO-0014404,SUP-07031,CB-1064,P2,2025-11-30,2025-12-14,800,11.49,Closed,
PO-0014405,SUP-08750,CH-437,P2,2025-03-17,2025-03-31,300,20.7,Open,
PO-0014406,SUP-13417,BR-1007,P10,2026-04-04,2026-05-04,1200,14.95,Closed,
PO-0014407,SUP-13184,FL-454,P11,2024-08-23,2024-10-22,300,,Closed,
PO-0014408,SUP-13322,EC-754,P9,2025-02-11,2025-03-28,200,34.9,Closed,
PO-0014409,SUP-00702,SC-1234,P1,2026-01-22,2026-03-08,100,11.19,Late,
PO-0014410,SUP-00089,HY-1244,P7,2024-09-10,2024-10-10,500,23.68,Late,
PO-0014411,SUP-00522,EL-621,P1,2025-09-18,2025-11-17,100,21.52,Closed,
PO-0014412,SUP-10779,TR-1108,P9,2024-10-05,2024-12-04,100,11.08,Closed,
PO-0014413,SUP-03451,EL-1157,P1,2024-11-07,2024-11-28,500,17.98,Closed,
PO-0014414,SUP-11100,CH-1170,P9,2025-10-13,2025-12-12,1200,57.47,Closed,
PO-0014415,SUP-10060,EC-1204,P8,2026-07-30,2026-08-29,500,173.17,Cancelled,
PO-0014416,SUP-10206,BR-330,P7,2025-12-09,2026-02-07,800,10.84,Partial,
PO-0014417,SUP-04981,EL-791,P11,2025-05-01,2025-05-31,500,,Closed,
PO-0014418,SUP-03822,SC-883,P6,2024-11-13,2024-12-28,500,12.16,Closed,
PO-0014419,SUP-07962,TR-1294,P6,2024-01-23,2024-02-22,300,89.41,Late,
PO-0014420,SUP-10958,FL-1222,P2,2024-08-27,2024-09-17,50,3.06,Closed,
PO-0014421,SUP-04911,EL-1146,P4,2025-02-24,2025-04-25,200,89.42,Closed,
PO-0014422,SUP-05898,TR-435,P5,2024-06-01,,1200,31.09,Partial,
PO-0014423,SUP-11243,BR-953,P7,2025-02-24,2025-03-10,300,105.56,Cancelled,
PO-0014424,SUP-11874,FT-1252,P10,2024-04-04,2024-05-19,300,91.45,Partial,
PO-0014425,SUP-01524,EC-1243,P12,2025-08-08,2025-08-22,300,22.26,Closed,
PO-0014426,SUP-04528,ST-553,P12,2026-04-13,2026-05-13,1200,22.61,Closed,
PO-0014427,SUP-08355,BR-888,P2,2026-04-06,2026-04-27,300,,Late,
PO-0014428,SUP-13900,FT-1215,P1,2024-01-26,2024-02-25,100,6.78,Partial,
PO-0014429,SUP-14390,FT-1305,P12,2024-11-28,2025-01-27,800,,Closed,
PO-0014430,SUP-06949,EC-167,P9,2024-06-08,2024-08-07,300,240.54,Closed,
PO-0014431,SUP-00660,ST-145,P1,2024-03-23,,50,16.24,Open,
PO-0014432,SUP-10926,TR-913,P2,2024-07-31,2024-08-14,100,31.36,Closed,
PO-0014433,SUP-14597,SC-1049,P1,2024-03-13,2024-03-27,300,43.86,Closed,
PO-0014434,SUP-11594,BR-205,P1,2025-04-05,2025-05-05,500,33.38,Closed,
PO-0014435,SUP-01365,TR-1152,P11,2024-12-05,2024-12-26,100,3.25,Open,
PO-0014436,SUP-09839,TR-1219,P1,2024-09-26,2024-11-10,500,33.76,Closed,
PO-0014437,SUP-14657,CH-492,P11,2025-10-28,2025-12-12,200,1.25,Late,
PO-0014438,SUP-10665,SC-129,P7,2025-03-14,2025-03-28,200,93.49,Closed,
PO-0014439,SUP-06003,TR-737,P12,2024-06-14,2024-06-28,300,31.76,Open,
PO-0014440,SUP-11183,BR-156,P12,2024-06-06,2024-06-27,100,80.36,Late,
PO-0014441,SUP-12867,FL-241,P9,2024-12-09,2025-02-07,100,15.95,Closed,
PO-0014442,SUP-09927,EN-1071,P4,2025-02-17,2025-03-19,1200,43.6,Closed,
PO-0014443,SUP-12181,SC-291,P12,2026-01-30,2026-03-31,50,14.08,Closed,
PO-0014444,SUP-05203,HY-703,P1,2024-06-05,2024-06-19,50,270.2,Closed,
PO-0014445,SUP-03908,FL-1014,P8,2026-03-20,,100,37.68,Closed,
PO-0014446,SUP-00678,ST-723,P9,2025-10-24,2025-12-23,1200,46.28,Open,
PO-0014447,SUP-08967,ST-160,P8,2024-12-26,2025-02-09,200,31.94,Late,
PO-0014448,SUP-02697,EC-219,P1,2024-01-29,2024-03-29,800,41.02,Cancelled,
PO-0014449,SUP-09860,ST-1232,P10,2024-09-16,2024-10-16,800,1.85,Closed,
PO-0014450,SUP-11789,EN-1063,P9,2024-04-07,2024-05-22,500,15.06,Open,
PO-0014451,SUP-11529,FT-369,P9,2026-06-04,2026-06-25,800,39.52,Closed,
PO-0014452,SUP-06721,HY-1061,P12,2024-01-08,2024-02-22,500,25.47,Closed,
PO-0014453,SUP-11064,TR-389,P2,2025-09-26,2025-11-10,800,20.47,Closed,
PO-0014454,SUP-04916,EC-641,P10,2024-02-19,2024-03-04,800,21.45,Closed,
PO-0014455,SUP-12122,TR-801,P2,2025-11-03,2025-12-18,1200,47.38,Closed,
PO-0014456,SUP-11705,EN-104,P1,2025-06-09,2025-06-23,800,107.08,Cancelled,
PO-0014457,SUP-10590,TR-815,P7,2025-10-18,2025-11-17,800,5.08,Closed,
PO-0014458,SUP-09277,FL-323,P9,2025-06-04,,500,76.0,Late,
PO-0014459,SUP-13701,CB-1176,P2,2024-04-06,2024-04-27,800,479.42,Open,
PO-0014460,SUP-07658,BR-500,P3,2024-01-12,,50,26.35,Closed,
PO-0014461,SUP-11972,EC-1315,P9,2024-12-27,2025-02-10,50,127.83,Closed,
PO-0014462,SUP-06721,HY-1061,P7,2026-05-23,2026-06-13,300,25.5,Late,
PO-0014463,SUP-12877,EC-1079,P5,2025-02-07,2025-04-08,100,43.64,Late,
PO-0014464,SUP-02947,ST-687,P10,2024-05-28,2024-07-27,200,86.29,Open,
PO-0014465,SUP-10756,HY-467,P3,2024-03-14,2024-03-28,800,102.54,Closed,
PO-0014466,SUP-10052,CB-329,P8,2026-08-11,2026-08-25,50,18.7,Partial,
PO-0014467,SUP-13802,EN-716,P5,2025-02-01,2025-02-22,1200,116.12,Closed,
PO-0014468,SUP-07382,CH-535,P10,2024-01-05,2024-02-19,500,,Late,
PO-0014469,SUP-02706,EL-1031,P3,2026-03-28,2026-05-27,300,14.56,Closed,
PO-0014470,SUP-12096,CB-864,P6,2026-07-28,2026-09-26,50,35.77,Closed,
PO-0014471,SUP-01487,EC-652,P2,2026-05-05,2026-05-26,50,3.28,Partial,
PO-0014472,SUP-01996,ST-959,P11,2025-10-01,2025-10-22,200,23.21,Closed,
PO-0014473,SUP-14296,EN-775,P10,2024-11-03,2024-12-18,50,8.61,Late,
PO-0014474,SUP-13649,BR-315,P9,2024-07-28,,500,38.63,Closed,
PO-0014475,SUP-02498,FL-1237,P4,2024-08-02,2024-08-23,100,19.19,Open,
PO-0014476,SUP-00547,CH-1197,P3,2026-07-12,2026-08-02,50,43.01,Closed,
PO-0014477,SUP-10259,BR-606,P2,2025-10-30,,200,18.11,Late,
PO-0014478,SUP-03116,HY-740,P12,2026-01-21,2026-03-07,300,35.47,Closed,
PO-0014479,SUP-11555,EN-701,P12,2024-02-04,2024-02-25,500,13.9,Closed,
PO-0014480,SUP-02195,ST-455,P12,2026-01-19,2026-03-05,50,254.77,Closed,
PO-0014481,SUP-02424,EN-294,P1,2024-07-29,2024-08-28,500,4.94,Closed,
PO-0014482,SUP-07200,CH-893,P8,2024-09-03,2024-09-17,500,9.09,Closed,
PO-0014483,SUP-10263,EL-1043,P3,2024-01-24,2024-02-23,50,8.78,Closed,
PO-0014484,SUP-03782,CH-241,P3,2025-05-18,2025-07-02,300,7.35,Closed,
PO-0014485,SUP-08029,EN-176,P9,2025-01-31,2025-02-14,800,,Cancelled,
PO-0014486,SUP-04161,SC-344,P12,2026-07-22,2026-08-21,300,17.39,Closed,
PO-0014487,SUP-12868,TR-594,P3,2024-11-09,2024-11-23,1200,12.6,Partial,
PO-0014488,SUP-10808,ST-908,P9,2025-02-04,2025-02-25,1200,96.73,Closed,
PO-0014489,SUP-12633,EN-349,P5,2025-02-09,2025-03-26,300,33.92,Partial,
PO-0014490,SUP-03759,TR-583,P10,2026-03-08,2026-05-07,800,,Open,
PO-0014491,SUP-04406,FL-1263,P8,2024-04-14,2024-05-14,800,4.84,Closed,
PO-0014492,SUP-02809,HY-137,P5,2026-05-19,2026-07-03,300,10.47,Open,
PO-0014493,SUP-01095,FT-1290,P5,2024-07-09,2024-07-30,50,,Closed,
PO-0014494,SUP-01381,CB-778,P10,2025-10-01,2025-11-15,300,41.19,Closed,
PO-0014495,SUP-12149,FL-396,P10,2025-03-17,2025-04-16,50,30.74,Cancelled,
PO-0014496,SUP-06149,EN-231,P4,2024-08-02,2024-09-01,200,6.68,Open,
