part_id,part_name,part_category,unit_of_measure,unit_cost,lead_time_days,safety_stock_qty,is_critical,min_order_qty,part_status,weight_kg,part_notes
FT-422,Rivet Assortment 422,Fastener,M,3.56,28.0,200,False,5.0,Active,0.65,
FT-423,Lock Washer Pack 423,Fastener,M,7.2,35.0,200,False,25.0,Active,69.55,
FT-424,Clamp Bracket 424,Fastener,M,62.36,7.0,25,False,100.0,Active,7.64,
FT-425,Hex Bolt Kit 425,Fastener,EA,19.12,28.0,300,False,50.0,Active,5.72,
FT-426,Retaining Ring Set 426,Fastener,EA,14.9,7.0,25,False,50.0,EOL,1.1,
FT-427,Rivet Assortment 427,Fastener,KG,46.39,7.0,150,False,100.0,NRND,0.52,
FT-428,Retaining Ring Set 428,Fastener,EA,15.12,45.0,75,False,100.0,Active,13.39,
FT-429,Lock Washer Pack 429,Fastener,EA,162.09,14.0,25,False,50.0,Active,,
FT-430,Retaining Ring Set 430,Fastener,EA,,60.0,150,False,1.0,Active,11.41,
FT-431,Hex Bolt Kit 431,Fastener,EA,,35.0,75,False,25.0,Active,3.21,
FT-432,Cap Screw Set 432,Fastener,EA,4.84,28.0,150,False,1.0,Active,0.68,
FT-433,Retaining Ring Set 433,Fastener,EA,11.37,35.0,50,False,10.0,Active,1.1,
FT-434,Hex Bolt Kit 434,Fastener,KG,190.5,35.0,25,False,10.0,Active,2.32,
FT-435,Clamp Bracket 435,Fastener,EA,15.8,28.0,100,False,,Active,3.22,
FT-436,Retaining Ring Set 436,Fastener,EA,55.82,14.0,50,False,5.0,Active,1.09,
FT-437,Retaining Ring Set 437,Fastener,KG,,21.0,200,False,10.0,Active,4.06,
FT-438,Lock Washer Pack 438,Fastener,EA,13.05,28.0,200,False,100.0,Active,23.79,
FT-439,Clamp Bracket 439,Fastener,EA,37.62,14.0,75,False,50.0,New,3.29,
FT-440,Retaining Ring Set 440,Fastener,EA,31.4,90.0,50,False,10.0,Active,13.83,
FT-441,Hex Bolt Kit 441,Fastener,EA,10.09,21.0,300,False,25.0,Active,29.03,
FT-442,Retaining Ring Set 442,Fastener,EA,4.95,21.0,75,False,100.0,Active,0.76,
FT-443,Clamp Bracket 443,Fastener,M,41.48,75.0,500,False,1.0,Active,0.83,
FT-444,Hex Bolt Kit 444,Fastener,EA,80.18,28.0,150,False,50.0,Active,1.55,
FT-445,Cap Screw Set 445,Fastener,EA,35.62,,25,False,25.0,Active,0.95,
FT-446,Clamp Bracket 446,Fastener,EA,58.61,28.0,500,False,50.0,Active,3.77,
FT-447,Clamp Bracket 447,Fastener,L,35.39,60.0,100,True,1.0,Active,4.87,
FT-448,Clamp Bracket 448,Fastener,EA,29.0,28.0,200,False,100.0,Active,1.74,
FT-449,Hex Bolt Kit 449,Fastener,EA,27.28,21.0,75,False,50.0,Active,2.36,
FT-450,Clamp Bracket 450,Fastener,EA,98.47,7.0,200,False,5.0,Active,3.11,
FT-451,Clamp Bracket 451,Fastener,EA,7.23,35.0,25,False,50.0,Active,1.81,
FT-452,Cap Screw Set 452,Fastener,EA,59.11,14.0,200,False,1.0,Active,0.81,
FT-453,Rivet Assortment 453,Fastener,KG,17.18,28.0,50,False,100.0,EOL,1.07,
FT-454,Clamp Bracket 454,Fastener,M,40.43,35.0,50,False,5.0,Active,0.55,
FT-455,Hex Bolt Kit 455,Fastener,KG,360.9,14.0,100,False,1.0,New,3.29,
FT-456,Hex Bolt Kit 456,Fastener,EA,111.49,21.0,75,False,1.0,Active,2.51,
FT-457,Retaining Ring Set 457,Fastener,EA,44.27,45.0,200,False,5.0,Active,4.31,
FT-458,Clamp Bracket 458,Fastener,EA,30.87,35.0,200,False,1.0,Active,5.84,
FT-459,Cap Screw Set 459,Fastener,EA,129.12,60.0,75,False,10.0,New,0.45,
FT-460,Hex Bolt Kit 460,Fastener,KG,56.71,28.0,100,False,10.0,Active,0.28,
FT-461,Lock Washer Pack 461,Fastener,EA,20.57,21.0,25,False,10.0,Active,14.46,
FT-462,Cap Screw Set 462,Fastener,EA,24.0,14.0,25,False,100.0,Active,8.85,
FT-463,Cap Screw Set 463,Fastener,EA,2.95,28.0,200,False,100.0,Active,2.49,
FT-464,Retaining Ring Set 464,Fastener,KG,145.32,90.0,150,False,10.0,Active,2.13,
FT-465,Clamp Bracket 465,Fastener,EA,16.14,45.0,25,False,100.0,Active,0.18,
FT-466,Rivet Assortment 466,Fastener,EA,8.44,35.0,200,False,25.0,Active,0.43,
FT-467,Hex Bolt Kit 467,Fastener,EA,6.92,21.0,300,False,10.0,Active,16.36,
FT-468,Clamp Bracket 468,Fastener,KG,54.7,35.0,25,False,25.0,Active,0.61,
FT-469,Clamp Bracket 469,Fastener,EA,6.04,60.0,75,False,100.0,Active,0.57,
FT-470,Lock Washer Pack 470,Fastener,EA,70.63,14.0,100,False,1.0,Active,9.37,
FT-471,Rivet Assortment 471,Fastener,EA,8.68,14.0,100,False,25.0,Active,3.8,
FT-472,Clamp Bracket 472,Fastener,KG,8.15,35.0,150,False,50.0,Active,23.23,
FT-473,Hex Bolt Kit 473,Fastener,EA,15.51,28.0,150,False,1.0,Active,3.19,
FT-474,Rivet Assortment 474,Fastener,EA,5.0,,500,False,1.0,Active,7.71,
FT-475,Hex Bolt Kit 475,Fastener,EA,57.08,28.0,25,False,25.0,Active,4.08,
FT-476,Lock Washer Pack 476,Fastener,EA,131.36,45.0,200,False,5.0,Active,1.76,
FT-477,Rivet Assortment 477,Fastener,EA,1.72,21.0,300,False,25.0,Active,1.24,
FT-478,Cap Screw Set 478,Fastener,EA,56.69,21.0,300,False,,Active,1.3,
FT-479,Rivet Assortment 479,Fastener,KG,128.02,60.0,50,False,100.0,Active,0.78,
FT-480,Hex Bolt Kit 480,Fastener,EA,6.89,60.0,50,False,5.0,Active,0.92,
FT-481,Clamp Bracket 481,Fastener,EA,121.33,35.0,50,False,5.0,Active,8.49,
FT-482,Lock Washer Pack 482,Fastener,EA,4.61,35.0,300,False,5.0,Active,11.52,
FT-483,Rivet Assortment 483,Fastener,EA,48.95,14.0,150,False,5.0,Active,0.63,
FT-484,Lock Washer Pack 484,Fastener,EA,43.1,35.0,300,False,5.0,Active,1.32,
FT-485,Hex Bolt Kit 485,Fastener,EA,42.74,28.0,100,False,5.0,Active,3.15,
FT-486,Hex Bolt Kit 486,Fastener,EA,23.28,45.0,150,False,10.0,Active,2.07,
FT-487,Hex Bolt Kit 487,Fastener,KG,18.84,14.0,50,False,,Active,21.97,
FT-488,Clamp Bracket 488,Fastener,EA,11.82,7.0,100,False,5.0,Active,53.06,
FT-489,Cap Screw Set 489,Fastener,EA,11.55,75.0,75,False,50.0,Active,12.63,
FT-490,Lock Washer Pack 490,Fastener,EA,50.11,90.0,150,False,25.0,Active,80.97,
FT-491,Cap Screw Set 491,Fastener,L,5.64,35.0,300,False,1.0,Active,0.58,
FT-492,Cap Screw Set 492,Fastener,EA,25.03,14.0,25,False,50.0,Active,10.28,
FT-493,Lock Washer Pack 493,Fastener,L,22.73,35.0,25,False,,Active,2.65,
FT-494,Hex Bolt Kit 494,Fastener,EA,96.09,7.0,200,False,10.0,Active,59.29,
FT-495,Cap Screw Set 495,Fastener,KG,14.13,60.0,100,False,50.0,Active,15.15,
FT-496,Lock Washer Pack 496,Fastener,EA,22.99,21.0,200,False,25.0,Active,5.01,
FT-497,Rivet Assortment 497,Fastener,EA,18.24,35.0,200,False,5.0,Active,1.54,
FT-498,Retaining Ring Set 498,Fastener,EA,4.92,,100,False,50.0,Active,3.94,
FT-499,Cap Screw Set 499,Fastener,EA,26.46,14.0,50,False,1.0,EOL,4.07,
FT-500,Hex Bolt Kit 500,Fastener,KG,,28.0,150,False,10.0,Active,1.89,
FT-501,Clamp Bracket 501,Fastener,EA,22.02,21.0,300,False,10.0,Active,18.48,
FT-502,Lock Washer Pack 502,Fastener,M,33.58,21.0,25,False,100.0,New,2.21,
FT-503,Cap Screw Set 503,Fastener,EA,1.77,60.0,25,True,100.0,Active,19.84,
FT-504,Hex Bolt Kit 504,Fastener,EA,353.86,75.0,25,False,25.0,Active,9.94,
FT-505,Retaining Ring Set 505,Fastener,EA,41.56,45.0,300,False,25.0,Active,4.31,
FT-506,Hex Bolt Kit 506,Fastener,L,72.81,60.0,500,False,100.0,NRND,2.21,
FT-507,Lock Washer Pack 507,Fastener,M,63.73,28.0,25,False,10.0,Active,2.35,
FT-508,Rivet Assortment 508,Fastener,EA,12.8,90.0,25,False,50.0,Active,1.14,
FT-509,Hex Bolt Kit 509,Fastener,EA,18.97,21.0,500,False,100.0,Active,1.1,
FT-510,Lock Washer Pack 510,Fastener,EA,31.48,21.0,200,False,1.0,EOL,1.74,
FT-511,Cap Screw Set 511,Fastener,L,56.45,28.0,75,False,25.0,Active,1.35,
FT-512,Rivet Assortment 512,Fastener,EA,22.85,21.0,50,False,1.0,Active,0.55,
FT-513,Lock Washer Pack 513,Fastener,EA,8.65,28.0,200,False,25.0,Active,31.5,
FT-514,Lock Washer Pack 514,Fastener,EA,126.08,45.0,50,False,25.0,Active,10.52,
FT-515,Rivet Assortment 515,Fastener,EA,155.72,28.0,200,False,1.0,Active,13.9,
FT-516,Hex Bolt Kit 516,Fastener,EA,53.67,45.0,100,False,50.0,Active,1.35,
FT-517,Hex Bolt Kit 517,Fastener,EA,6.77,35.0,200,False,,Active,0.53,
FT-518,Cap Screw Set 518,Fastener,M,281.12,35.0,150,False,50.0,Active,2.79,
FT-519,Cap Screw Set 519,Fastener,EA,2.86,21.0,50,False,1.0,Active,0.56,
FT-520,Clamp Bracket 520,Fastener,EA,17.53,45.0,50,False,1.0,EOL,2.62,
FT-521,Clamp Bracket 521,Fastener,EA,88.06,28.0,75,False,50.0,Active,,
FT-522,Cap Screw Set 522,Fastener,EA,23.89,35.0,75,False,1.0,Active,0.72,
FT-523,Rivet Assortment 523,Fastener,M,1.06,45.0,150,False,1.0,Active,2.1,
FT-524,Clamp Bracket 524,Fastener,EA,69.68,35.0,75,False,25.0,Active,0.67,
FT-525,Clamp Bracket 525,Fastener,EA,8.88,90.0,75,False,100.0,Active,0.96,
FT-526,Rivet Assortment 526,Fastener,EA,11.74,14.0,300,False,100.0,Active,1.21,
FT-527,Hex Bolt Kit 527,Fastener,EA,125.02,28.0,200,False,100.0,Active,21.85,
FT-528,Lock Washer Pack 528,Fastener,EA,16.32,45.0,25,False,10.0,Active,9.7,
FT-529,Hex Bolt Kit 529,Fastener,EA,91.03,21.0,25,False,5.0,Active,4.94,
FT-530,Lock Washer Pack 530,Fastener,EA,19.54,21.0,75,False,100.0,Active,2.93,
FT-531,Rivet Assortment 531,Fastener,EA,9.04,35.0,50,False,1.0,Active,4.67,
FT-532,Clamp Bracket 532,Fastener,EA,62.25,45.0,200,False,50.0,Active,2.05,
FT-533,Rivet Assortment 533,Fastener,KG,18.49,45.0,500,False,50.0,Active,0.95,
FT-534,Hex Bolt Kit 534,Fastener,EA,13.05,35.0,200,False,50.0,Active,71.19,
FT-535,Rivet Assortment 535,Fastener,EA,5.37,28.0,500,False,10.0,Active,3.5,
FT-536,Hex Bolt Kit 536,Fastener,EA,16.76,75.0,300,False,25.0,Active,3.6,
FT-537,Rivet Assortment 537,Fastener,EA,40.54,60.0,25,False,100.0,New,3.94,
FT-538,Retaining Ring Set 538,Fastener,M,32.64,28.0,200,False,25.0,Active,12.88,
FT-539,Cap Screw Set 539,Fastener,EA,,14.0,25,False,100.0,Active,0.57,
FT-540,Hex Bolt Kit 540,Fastener,EA,20.35,75.0,50,False,10.0,Active,6.98,
FT-541,Lock Washer Pack 541,Fastener,EA,23.89,,100,False,25.0,Active,7.04,
FT-542,Clamp Bracket 542,Fastener,EA,21.6,28.0,100,False,50.0,Active,5.29,
FT-543,Clamp Bracket 543,Fastener,EA,9.86,45.0,300,False,50.0,Active,0.46,
FT-544,Retaining Ring Set 544,Fastener,EA,10.42,7.0,200,True,50.0,Active,1.09,
FT-545,Hex Bolt Kit 545,Fastener,EA,24.42,60.0,75,False,50.0,Active,0.78,
FT-546,Cap Screw Set 546,Fastener,EA,36.68,14.0,50,False,5.0,Active,4.24,
FT-547,Clamp Bracket 547,Fastener,EA,,14.0,300,False,100.0,Active,,
FT-548,Retaining Ring Set 548,Fastener,KG,17.16,28.0,75,False,10.0,Active,17.67,
FT-549,Cap Screw Set 549,Fastener,EA,4.13,60.0,25,False,50.0,NRND,0.62,
FT-550,Lock Washer Pack 550,Fastener,EA,32.69,28.0,500,False,25.0,Active,2.41,
FT-551,Clamp Bracket 551,Fastener,EA,43.7,7.0,50,False,100.0,Active,3.36,
FT-552,Rivet Assortment 552,Fastener,EA,18.85,60.0,200,False,50.0,Active,16.42,
FT-553,Rivet Assortment 553,Fastener,EA,2.66,75.0,300,False,50.0,Active,6.16,
FT-554,Hex Bolt Kit 554,Fastener,EA,48.11,90.0,500,False,1.0,Active,2.26,
FT-555,Retaining Ring Set 555,Fastener,EA,6.96,7.0,500,False,,Active,8.16,
FT-556,Clamp Bracket 556,Fastener,EA,8.24,28.0,500,False,100.0,Active,2.45,
FT-557,Cap Screw Set 557,Fastener,EA,38.46,45.0,200,False,5.0,Active,5.4,
FT-558,Cap Screw Set 558,Fastener,M,34.99,14.0,75,False,25.0,Active,12.23,
FT-559,Lock Washer Pack 559,Fastener,EA,33.93,14.0,100,False,100.0,New,0.49,
FT-560,Clamp Bracket 560,Fastener,EA,32.09,21.0,500,False,1.0,Active,3.12,
FT-561,Cap Screw Set 561,Fastener,L,11.96,21.0,50,False,100.0,Active,9.1,
FT-562,Cap Screw Set 562,Fastener,L,197.46,21.0,150,False,25.0,Active,0.48,
FT-563,Clamp Bracket 563,Fastener,EA,17.79,35.0,25,False,25.0,Active,4.64,
FT-564,Rivet Assortment 564,Fastener,EA,19.66,21.0,300,False,50.0,NRND,0.14,
FT-565,Clamp Bracket 565,Fastener,EA,92.74,21.0,300,False,10.0,Active,0.48,
FT-566,Rivet Assortment 566,Fastener,EA,591.61,35.0,150,False,10.0,Active,5.98,
FT-567,Hex Bolt Kit 567,Fastener,EA,1.43,21.0,300,False,100.0,Active,5.07,
FT-568,Hex Bolt Kit 568,Fastener,L,,45.0,25,False,25.0,Active,0.13,
FT-569,Rivet Assortment 569,Fastener,EA,43.63,45.0,200,False,100.0,Active,0.54,
FT-570,Clamp Bracket 570,Fastener,EA,23.23,14.0,75,False,1.0,Active,1.09,
FT-571,Lock Washer Pack 571,Fastener,EA,124.33,14.0,25,False,50.0,Active,13.49,
FT-572,Retaining Ring Set 572,Fastener,EA,67.78,45.0,200,False,10.0,Active,2.96,
FT-573,Cap Screw Set 573,Fastener,EA,7.9,21.0,500,False,10.0,Active,3.69,
FT-574,Hex Bolt Kit 574,Fastener,M,44.87,75.0,50,False,5.0,Active,4.04,
FT-575,Hex Bolt Kit 575,Fastener,KG,11.41,45.0,500,False,1.0,Active,8.34,
FT-576,Rivet Assortment 576,Fastener,KG,4.57,28.0,300,False,5.0,Active,2.8,
FT-577,Lock Washer Pack 577,Fastener,M,24.95,90.0,50,False,1.0,Active,,
FT-578,Clamp Bracket 578,Fastener,EA,76.59,21.0,200,False,50.0,Active,4.42,
FT-579,Lock Washer Pack 579,Fastener,EA,28.72,,300,False,5.0,Active,4.72,
FT-580,Retaining Ring Set 580,Fastener,EA,8.26,60.0,150,False,50.0,Active,0.65,
FT-581,Rivet Assortment 581,Fastener,EA,26.35,28.0,100,False,50.0,Active,6.95,
FT-582,Lock Washer Pack 582,Fastener,L,14.01,60.0,300,False,10.0,New,0.88,
FT-583,Retaining Ring Set 583,Fastener,EA,9.49,60.0,50,False,1.0,New,3.25,
FT-584,Cap Screw Set 584,Fastener,EA,208.6,14.0,300,False,100.0,New,10.9,
FT-585,Clamp Bracket 585,Fastener,EA,17.02,21.0,100,False,5.0,Active,1.32,
FT-586,Clamp Bracket 586,Fastener,EA,61.71,60.0,75,False,5.0,Active,1.62,
FT-587,Lock Washer Pack 587,Fastener,EA,7.91,28.0,500,False,25.0,Active,0.35,
FT-588,Hex Bolt Kit 588,Fastener,EA,32.12,45.0,50,False,10.0,EOL,3.55,
FT-589,Cap Screw Set 589,Fastener,EA,22.78,35.0,500,False,50.0,Active,4.13,
FT-590,Retaining Ring Set 590,Fastener,EA,60.3,45.0,75,False,1.0,Active,12.38,
FT-591,Clamp Bracket 591,Fastener,EA,51.47,21.0,50,False,1.0,Active,2.82,
FT-592,Clamp Bracket 592,Fastener,EA,23.59,35.0,200,False,5.0,Active,18.4,
FT-593,Hex Bolt Kit 593,Fastener,KG,3.63,,200,False,25.0,Active,10.5,
FT-594,Lock Washer Pack 594,Fastener,EA,3.03,,50,False,5.0,Active,4.35,
FT-595,Hex Bolt Kit 595,Fastener,EA,11.72,28.0,50,False,5.0,New,1.68,
FT-596,Rivet Assortment 596,Fastener,EA,23.05,14.0,50,False,100.0,Active,14.61,
FT-597,Retaining Ring Set 597,Fastener,EA,44.98,28.0,100,False,100.0,Active,1.76,
FT-598,Hex Bolt Kit 598,Fastener,L,35.75,,200,False,,Active,2.65,
FT-599,Cap Screw Set 599,Fastener,KG,72.05,60.0,100,False,50.0,Active,1.22,
FT-600,Retaining Ring Set 600,Fastener,EA,34.71,60.0,25,False,25.0,Active,7.19,
FT-601,Clamp Bracket 601,Fastener,EA,43.22,14.0,25,False,5.0,Active,1.31,
FT-602,Lock Washer Pack 602,Fastener,EA,30.14,21.0,75,False,,Active,5.5,
FT-603,Rivet Assortment 603,Fastener,EA,,35.0,25,False,100.0,Active,0.97,
FT-604,Cap Screw Set 604,Fastener,M,15.07,60.0,200,False,10.0,Active,13.09,
FT-605,Clamp Bracket 605,Fastener,EA,,35.0,500,False,50.0,Active,6.58,
FT-606,Clamp Bracket 606,Fastener,EA,522.67,45.0,25,False,25.0,Active,62.31,
FT-607,Lock Washer Pack 607,Fastener,EA,0.91,21.0,50,False,10.0,Active,3.31,
FT-608,Retaining Ring Set 608,Fastener,KG,5.8,60.0,25,False,100.0,Active,24.35,
FT-609,Lock Washer Pack 609,Fastener,EA,10.3,,500,False,1.0,Active,15.98,
FT-610,Retaining Ring Set 610,Fastener,EA,22.58,21.0,150,False,10.0,Active,1.21,
FT-611,Lock Washer Pack 611,Fastener,EA,26.68,35.0,75,False,25.0,Active,11.02,
FT-612,Retaining Ring Set 612,Fastener,EA,8.44,14.0,150,False,5.0,Active,13.27,
FT-613,Rivet Assortment 613,Fastener,EA,252.39,14.0,200,False,1.0,Active,22.07,
FT-614,Lock Washer Pack 614,Fastener,KG,6.27,21.0,150,False,50.0,Active,7.69,
FT-615,Cap Screw Set 615,Fastener,EA,17.23,45.0,75,True,,Active,17.26,
FT-616,Retaining Ring Set 616,Fastener,EA,168.45,28.0,100,False,5.0,Active,1.73,
FT-617,Lock Washer Pack 617,Fastener,EA,11.04,28.0,75,False,10.0,Active,2.67,
FT-618,Lock Washer Pack 618,Fastener,EA,9.86,45.0,200,False,100.0,Active,0.48,
FT-619,Cap Screw Set 619,Fastener,EA,7.01,14.0,100,False,5.0,Active,,
FT-620,Rivet Assortment 620,Fastener,EA,33.73,60.0,75,False,50.0,Active,13.68,
FT-621,Clamp Bracket 621,Fastener,M,43.4,60.0,25,False,1.0,Active,1.42,
FT-622,Lock Washer Pack 622,Fastener,EA,20.42,14.0,25,False,50.0,Active,1.9,
FT-623,Hex Bolt Kit 623,Fastener,EA,38.53,28.0,500,False,25.0,Active,3.68,
FT-624,Retaining Ring Set 624,Fastener,EA,10.44,21.0,300,False,100.0,Active,11.08,
FT-625,Cap Screw Set 625,Fastener,EA,56.92,21.0,200,False,100.0,Active,0.76,
FT-626,Retaining Ring Set 626,Fastener,EA,50.16,75.0,100,False,100.0,EOL,22.67,
FT-627,Hex Bolt Kit 627,Fastener,EA,16.33,60.0,500,False,100.0,Active,7.55,
FT-628,Clamp Bracket 628,Fastener,EA,31.78,35.0,500,False,50.0,Active,1.92,
FT-629,Rivet Assortment 629,Fastener,EA,128.44,75.0,25,False,10.0,Active,0.37,
FT-630,Hex Bolt Kit 630,Fastener,KG,9.13,7.0,200,False,50.0,Active,4.69,
FT-631,Hex Bolt Kit 631,Fastener,EA,21.66,60.0,500,False,100.0,New,1.9,
FT-632,Retaining Ring Set 632,Fastener,EA,24.98,90.0,500,True,100.0,Active,5.19,
FT-633,Cap Screw Set 633,Fastener,KG,94.57,14.0,25,True,25.0,NRND,,
FT-634,Rivet Assortment 634,Fastener,EA,46.48,14.0,75,False,25.0,Active,4.79,
FT-635,Clamp Bracket 635,Fastener,EA,29.74,90.0,100,False,5.0,Active,5.1,
FT-636,Retaining Ring Set 636,Fastener,EA,,14.0,300,False,50.0,Active,2.09,
FT-637,Retaining Ring Set 637,Fastener,EA,7.92,,100,False,,Active,0.9,
FT-638,Rivet Assortment 638,Fastener,EA,,,200,False,10.0,Active,1.1,
FT-639,Rivet Assortment 639,Fastener,EA,53.42,14.0,75,False,,Active,4.29,
FT-640,Clamp Bracket 640,Fastener,EA,28.05,35.0,100,False,50.0,NRND,1.12,
FT-641,Hex Bolt Kit 641,Fastener,EA,137.89,14.0,500,False,50.0,Active,0.52,
FT-642,Retaining Ring Set 642,Fastener,KG,97.96,21.0,500,True,100.0,Active,4.24,
FT-643,Retaining Ring Set 643,Fastener,EA,11.39,35.0,75,False,10.0,Active,,
FT-644,Hex Bolt Kit 644,Fastener,EA,13.8,28.0,150,False,1.0,Active,0.89,
FT-645,Clamp Bracket 645,Fastener,EA,21.58,45.0,75,False,25.0,Active,1.02,
FT-646,Hex Bolt Kit 646,Fastener,EA,1.09,45.0,500,True,10.0,New,0.81,
FT-647,Retaining Ring Set 647,Fastener,EA,53.8,28.0,500,False,50.0,Active,1.04,
FT-648,Rivet Assortment 648,Fastener,EA,8.23,45.0,50,False,25.0,Active,1.78,
FT-649,Retaining Ring Set 649,Fastener,M,13.83,21.0,200,False,5.0,EOL,2.9,
FT-650,Hex Bolt Kit 650,Fastener,KG,30.2,14.0,150,False,10.0,Active,4.76,
FT-651,Lock Washer Pack 651,Fastener,EA,6.6,21.0,500,False,100.0,Active,0.69,
FT-652,Rivet Assortment 652,Fastener,EA,75.71,75.0,75,False,50.0,Active,0.76,
FT-653,Clamp Bracket 653,Fastener,EA,13.14,90.0,75,False,100.0,Active,,
FT-654,Lock Washer Pack 654,Fastener,EA,158.12,14.0,100,False,,Active,24.21,
FT-655,Rivet Assortment 655,Fastener,EA,14.1,35.0,25,False,1.0,Active,1.14,
FT-656,Cap Screw Set 656,Fastener,EA,47.05,60.0,200,True,10.0,Active,,
FT-657,Retaining Ring Set 657,Fastener,KG,29.03,7.0,75,False,100.0,Active,46.9,
FT-658,Hex Bolt Kit 658,Fastener,EA,67.16,28.0,500,False,50.0,Active,0.96,
FT-659,Hex Bolt Kit 659,Fastener,EA,31.87,60.0,25,False,50.0,Active,4.09,
FT-660,Rivet Assortment 660,Fastener,EA,24.94,60.0,75,False,50.0,Active,0.68,
FT-661,Lock Washer Pack 661,Fastener,EA,57.66,60.0,50,False,5.0,New,0.11,
FT-662,Cap Screw Set 662,Fastener,EA,101.86,14.0,100,False,25.0,Active,1.89,
FT-663,Rivet Assortment 663,Fastener,EA,212.1,90.0,500,False,5.0,Active,11.85,
FT-664,Hex Bolt Kit 664,Fastener,M,7.16,60.0,150,False,25.0,Active,11.08,
FT-665,Cap Screw Set 665,Fastener,EA,,45.0,500,False,5.0,New,21.92,
FT-666,Retaining Ring Set 666,Fastener,EA,2.29,28.0,25,False,25.0,Active,22.88,
FT-667,Hex Bolt Kit 667,Fastener,EA,11.35,7.0,75,False,1.0,New,3.63,
FT-668,Lock Washer Pack 668,Fastener,EA,22.72,21.0,50,False,25.0,Active,1.42,
FT-669,Retaining Ring Set 669,Fastener,EA,13.27,14.0,50,False,,Active,8.13,
FT-670,Retaining Ring Set 670,Fastener,EA,18.2,28.0,25,False,10.0,EOL,0.13,
FT-671,Lock Washer Pack 671,Fastener,EA,13.42,14.0,500,False,100.0,Active,4.01,
FT-672,Cap Screw Set 672,Fastener,EA,7.14,60.0,25,False,10.0,Active,3.44,
FT-673,Hex Bolt Kit 673,Fastener,EA,54.95,14.0,50,True,,Active,2.6,
FT-674,Clamp Bracket 674,Fastener,EA,57.13,75.0,50,False,10.0,Active,0.56,
FT-675,Retaining Ring Set 675,Fastener,EA,9.63,7.0,300,False,50.0,Active,0.35,
FT-676,Lock Washer Pack 676,Fastener,EA,13.79,7.0,150,False,100.0,Active,0.3,
FT-677,Retaining Ring Set 677,Fastener,KG,3.86,60.0,150,False,100.0,New,1.91,
FT-678,Cap Screw Set 678,Fastener,L,24.0,14.0,100,False,1.0,EOL,20.61,
FT-679,Cap Screw Set 679,Fastener,EA,59.1,28.0,200,False,100.0,Active,1.01,
FT-680,Rivet Assortment 680,Fastener,EA,44.81,7.0,300,False,5.0,Active,4.52,
FT-681,Lock Washer Pack 681,Fastener,KG,27.0,45.0,200,False,50.0,Active,1.34,
FT-682,Hex Bolt Kit 682,Fastener,L,81.92,7.0,100,False,100.0,Active,4.23,
FT-683,Lock Washer Pack 683,Fastener,KG,53.91,,75,False,100.0,Active,,
FT-684,Rivet Assortment 684,Fastener,EA,59.07,28.0,50,False,1.0,New,9.66,
FT-685,Retaining Ring Set 685,Fastener,EA,14.08,28.0,100,False,25.0,Active,20.59,
FT-686,Retaining Ring Set 686,Fastener,M,23.24,14.0,50,False,1.0,Active,23.26,
FT-687,Clamp Bracket 687,Fastener,KG,56.94,21.0,50,False,10.0,Active,3.51,
FT-688,Cap Screw Set 688,Fastener,EA,59.4,28.0,300,False,50.0,Active,5.41,
FT-689,Hex Bolt Kit 689,Fastener,EA,7.37,60.0,300,False,25.0,New,6.89,
FT-690,Cap Screw Set 690,Fastener,EA,53.61,35.0,25,False,5.0,Active,8.65,
FT-691,Retaining Ring Set 691,Fastener,EA,38.08,28.0,50,False,50.0,New,1.04,
FT-692,Rivet Assortment 692,Fastener,EA,17.6,7.0,25,False,5.0,Active,0.71,
FT-693,Hex Bolt Kit 693,Fastener,EA,60.37,28.0,25,False,50.0,New,0.91,
FT-694,Lock Washer Pack 694,Fastener,EA,23.12,28.0,100,False,100.0,Active,15.91,
FT-695,Clamp Bracket 695,Fastener,EA,64.38,60.0,75,True,5.0,Active,0.93,
FT-696,Clamp Bracket 696,Fastener,EA,10.43,7.0,50,False,25.0,Active,,
FT-697,Rivet Assortment 697,Fastener,EA,13.31,7.0,200,False,10.0,Active,9.33,
FT-698,Cap Screw Set 698,Fastener,EA,70.31,60.0,75,False,1.0,NRND,2.34,
FT-699,Clamp Bracket 699,Fastener,EA,237.12,,200,False,50.0,EOL,19.03,
FT-700,Cap Screw Set 700,Fastener,EA,14.4,21.0,75,False,50.0,Active,1.03,
FT-701,Retaining Ring Set 701,Fastener,EA,26.88,14.0,150,False,,Active,1.69,
FT-702,Retaining Ring Set 702,Fastener,EA,13.77,90.0,500,False,1.0,EOL,28.4,
FT-703,Clamp Bracket 703,Fastener,EA,85.38,28.0,500,False,1.0,Active,25.61,
FT-704,Retaining Ring Set 704,Fastener,L,7.31,21.0,75,False,1.0,Active,4.2,
FT-705,Retaining Ring Set 705,Fastener,EA,37.92,7.0,150,False,1.0,Active,4.65,
FT-706,Clamp Bracket 706,Fastener,KG,35.37,45.0,25,False,5.0,Active,55.38,
FT-707,Clamp Bracket 707,Fastener,EA,5.46,14.0,200,False,5.0,Active,0.69,
FT-708,Cap Screw Set 708,Fastener,EA,3.25,14.0,100,False,50.0,Active,12.22,
FT-709,Hex Bolt Kit 709,Fastener,EA,7.37,75.0,75,False,5.0,Active,5.34,
FT-710,Clamp Bracket 710,Fastener,EA,6.25,75.0,500,False,50.0,NRND,5.41,
