supplier_id,supplier_name,supplier_country,supplier_region,supplier_tier,risk_rating,onboarding_date,certification_status,payment_terms,active_flag,supplier_notes
SUP-07912,Titan Components Group,Mexico,North America,Tier2,Medium,2021-07-30,IATF16949,Net45,True,
SUP-07913,Summit Electronics,Poland,Europe,Tier1,,2023-12-16,Pending,Net30,True,
SUP-07914,Union Fabrication,China,Asia-Pacific,Tier2,Medium-High,2019-07-25,ISO9001,Net30,True,
SUP-07915,Bluewater Industries,India,Asia-Pacific,Tier3,Low,2025-09-25,ISO9001,Net45,True,
SUP-07916,Falcon Supply Co.,Italy,Europe,Tier1,Medium-High,2025-10-25,Pending,,False,
SUP-07917,Keystone Fabrication,Italy,Europe,Tier3,Medium-High,2019-04-15,Not Certified,Net45,True,
SUP-07918,Windsor Castings,Germany,Europe,Tier3,Medium-High,2015-11-02,ISO9001,Net30,False,
SUP-07919,Vertex Tooling,United States,North America,Tier1,Medium-High,2022-09-21,ISO9001,Net60,False,
SUP-07920,Windsor Components Group,India,Asia-Pacific,Tier2,Low,2019-12-27,ISO9001,Net60,False,
SUP-07921,Summit Manufacturing,Japan,Asia-Pacific,Tier3,Low,2025-07-07,IATF16949,Net45,True,
SUP-07922,Crestline Precision Components,South Korea,Asia-Pacific,Tier1,Medium,2025-01-16,ISO9001,Net60,True,
SUP-07923,Titan Sensor Systems,Mexico,North America,Tier2,Medium,2017-05-13,Pending,Net30,False,
SUP-07924,Beacon Castings,France,Europe,Tier3,Medium,2019-03-04,Pending,Net30,False,
SUP-07925,Vantage Electronics,Mexico,North America,Tier2,Low,2017-02-15,Not Certified,Net45,False,
SUP-07926,Vantage Fabrication,United States,North America,Tier2,High,2024-11-12,,Net45,True,
SUP-07927,Atlas Machining,India,Asia-Pacific,Tier2,Low,2021-08-11,IATF16949,Net30,True,
SUP-07928,Pioneer Industries,Spain,Europe,Tier2,Low,2020-04-13,Not Certified,Net30,True,
SUP-07929,Keystone Assemblies,Mexico,North America,Tier2,Low,2024-02-14,ISO9001,Net45,True,
SUP-07930,Titan Sensor Systems,United States,North America,Tier2,Low,2016-08-16,Not Certified,Net45,True,
SUP-07931,Falcon Metalworks,Spain,Europe,Tier2,Medium-High,2023-12-31,,Net30,False,
SUP-07932,NorthStar Supply Co.,Brazil,South America,Tier3,Low,2018-09-22,ISO9001,Net45,True,
SUP-07933,Delta Supply Co.,Canada,North America,Tier1,Medium,2017-11-10,IATF16949,Net30,True,
SUP-07934,Crestline Castings,Brazil,South America,Tier1,Low,2020-04-21,Not Certified,Net45,True,
SUP-07935,Cascade Supply Co.,China,Asia-Pacific,Tier3,Low,2019-10-30,ISO9001,Net45,False,
SUP-07936,NorthStar Manufacturing,Canada,North America,Tier2,Medium,2021-03-18,ISO9001,Net30,True,
SUP-07937,NorthStar Machining,China,Asia-Pacific,Tier2,Low,2016-01-09,IATF16949,Net45,True,
SUP-07938,Summit Assemblies,Germany,Europe,Tier2,Low,2017-09-08,IATF16949,Net30,True,
SUP-07939,Bluewater Castings,France,Europe,Tier3,Medium,2019-02-15,ISO9001,Net45,True,
SUP-07940,Beacon Components Group,Mexico,North America,Tier3,Medium-High,2023-09-22,Pending,Net60,False,
SUP-07941,Horizon Industries,Czech Republic,Europe,Tier2,,2020-08-17,Pending,Net30,True,
SUP-07942,Summit Hydraulics,Canada,North America,Tier1,Low,2023-02-07,Not Certified,Net30,True,
SUP-07943,Meridian Supply Co.,China,Asia-Pacific,Tier2,High,2020-06-20,ISO9001,Net45,True,
SUP-07944,Vertex Forge Works,Brazil,South America,Tier1,Medium-High,2015-04-27,ISO9001,Net60,True,
SUP-07945,Atlas Assemblies,Germany,Europe,Tier2,Medium,2016-04-02,ISO9001,Net45,True,
SUP-07946,Anchor Manufacturing,Canada,North America,Tier2,Medium,2025-11-24,ISO9001,Net30,False,
SUP-07947,Keystone Castings,United States,North America,Tier2,Medium,2024-08-03,ISO9001,Net30,True,
SUP-07948,Bluewater Castings,Mexico,North America,Tier2,High,2015-06-16,ISO9001,Net30,False,
SUP-07949,Beacon Hydraulics,France,Europe,Tier2,Medium-High,2017-02-23,Not Certified,Net60,True,
SUP-07950,Sterling Forge Works,United States,North America,Tier2,Low,2017-10-07,ISO9001,Net45,False,
SUP-07951,Ironclad Supply Co.,Poland,Europe,Tier1,Medium,2016-10-23,Pending,Net30,True,
SUP-07952,NorthStar Industries,Turkey,Europe,Tier2,Low,2018-02-10,Not Certified,Net45,True,
SUP-07953,Cascade Assemblies,,Asia-Pacific,Tier1,Low,2021-09-10,Not Certified,Net45,False,
SUP-07954,Vantage Sensor Systems,United States,North America,Tier3,Medium,2019-06-04,ISO9001,Net60,False,
SUP-07955,Anchor Manufacturing,Poland,Europe,Tier2,Medium-High,2018-01-13,ISO9001,Net30,True,
SUP-07956,Anchor Forge Works,Italy,Europe,Tier3,Medium-High,2022-06-20,IATF16949,Net30,False,
SUP-07957,Harbor Hydraulics,United States,North America,Tier2,Medium,2025-09-29,Not Certified,Net30,True,
SUP-07958,Cascade Industries,Turkey,Europe,Tier3,Medium-High,2018-11-09,ISO9001,Net30,False,
SUP-07959,Cascade Manufacturing,India,Asia-Pacific,Tier1,Low,2021-03-16,IATF16949,Net45,True,
SUP-07960,Redwood Tooling,France,Europe,Tier3,Medium-High,2024-04-02,ISO9001,Net60,False,
SUP-07961,Granite Precision Components,Japan,Asia-Pacific,Tier1,Medium-High,2024-04-09,Not Certified,Net45,True,
SUP-07962,Redwood Hydraulics,Canada,North America,Tier2,Medium-High,2020-09-11,ISO9001,Net30,True,
SUP-07963,Ironclad Electronics,Czech Republic,Europe,Tier1,Medium-High,2022-06-22,Not Certified,Net45,True,
SUP-07964,Sterling Precision Components,Canada,North America,Tier2,Low,2016-09-30,ISO9001,Net30,False,
SUP-07965,Titan Assemblies,China,Asia-Pacific,Tier1,Low,2016-09-04,IATF16949,Net30,False,
SUP-07966,Ironclad Castings,Czech Republic,Europe,Tier1,Low,2015-01-17,ISO9001,Net45,False,
SUP-07967,Cascade Sensor Systems,China,Asia-Pacific,Tier2,Low,2019-08-02,ISO9001,Net45,True,
SUP-07968,Compass Electronics,Mexico,North America,Tier2,Medium-High,2019-03-12,IATF16949,Net30,True,
SUP-07969,Sterling Manufacturing,China,Asia-Pacific,Tier3,Medium-High,2024-07-02,ISO9001,Net45,True,
SUP-07970,Bluewater Tooling,Italy,Europe,Tier2,Low,2023-02-18,ISO9001,Net30,False,
SUP-07971,Vertex Forge Works,Mexico,North America,Tier1,High,2018-08-17,IATF16949,Net30,True,
SUP-07972,Anchor Castings,,North America,Tier1,Medium,2023-03-04,IATF16949,Net45,True,
SUP-07973,Falcon Tooling,India,Asia-Pacific,Tier2,Medium,2020-06-04,ISO9001,Net60,True,
SUP-07974,Delta Industries,United States,North America,Tier2,Medium,2021-12-21,Not Certified,Net45,True,
SUP-07975,Granite Metalworks,Mexico,North America,Tier2,High,2015-08-05,IATF16949,Net45,True,
SUP-07976,Anchor Forge Works,,North America,Tier2,Medium-High,2021-02-18,IATF16949,Net30,True,
SUP-07977,Titan Fabrication,United States,North America,Tier3,Low,2017-08-10,ISO9001,Net30,False,
SUP-07978,Keystone Industries,Vietnam,Asia-Pacific,Tier2,Medium,2020-10-01,ISO9001,Net30,True,
SUP-07979,Harbor Hydraulics,Spain,Europe,Tier1,Medium,2016-03-10,Pending,Net45,True,
SUP-07980,Falcon Forge Works,India,Asia-Pacific,Tier3,Low,2024-12-02,Not Certified,Net45,True,
SUP-07981,Beacon Industries,Brazil,South America,Tier1,Low,2024-04-17,IATF16949,Net30,False,
SUP-07982,Keystone Supply Co.,Mexico,North America,Tier2,Medium,2025-07-30,Not Certified,Net30,True,
SUP-07983,Anchor Tooling,United States,North America,Tier1,Low,2021-03-19,ISO9001,Net45,True,
SUP-07984,Pioneer Electronics,United States,North America,Tier3,Medium,2015-06-20,Pending,Net30,True,
SUP-07985,Sterling Manufacturing,Thailand,Asia-Pacific,Tier1,Low,2018-03-02,ISO9001,Net30,True,
SUP-07986,Titan Industries,United States,North America,Tier3,Low,2016-12-09,ISO9001,Net30,True,
SUP-07987,Redwood Fabrication,United States,North America,Tier2,Medium-High,2025-07-25,IATF16949,Net30,True,
SUP-07988,Windsor Manufacturing,India,Asia-Pacific,Tier2,Low,2020-02-28,ISO9001,,True,
SUP-07989,Pioneer Industries,Italy,Europe,Tier1,Low,2022-11-13,Not Certified,Net60,True,
SUP-07990,Atlas Components Group,Turkey,Europe,Tier2,Medium,2018-02-06,Not Certified,,True,
SUP-07991,Falcon Hydraulics,Germany,Europe,Tier1,Low,2020-03-07,ISO9001,Net30,True,
SUP-07992,Delta Precision Components,Poland,Europe,Tier3,Low,2024-11-17,ISO9001,Net30,False,
SUP-07993,Titan Fabrication,Germany,Europe,Tier2,Medium-High,2021-07-19,Not Certified,Net30,False,
SUP-07994,Crestline Supply Co.,India,Asia-Pacific,Tier2,Low,2017-04-06,IATF16949,,True,
SUP-07995,Atlas Precision Components,Vietnam,Asia-Pacific,Tier3,Low,2022-04-13,Pending,Net45,True,
SUP-07996,Summit Precision Components,Mexico,North America,Tier1,Low,2023-01-23,Pending,Net30,True,
SUP-07997,Compass Machining,,North America,Tier1,Low,2021-06-16,Not Certified,Net45,True,
SUP-07998,Delta Tooling,China,Asia-Pacific,Tier2,Medium-High,2016-05-24,IATF16949,Net30,True,
SUP-07999,Vertex Supply Co.,China,Asia-Pacific,Tier2,Medium-High,2021-11-13,Pending,Net30,False,
SUP-08000,Meridian Electronics,Poland,Europe,Tier2,Low,2021-08-18,Pending,Net30,True,
SUP-08001,Granite Machining,Spain,Europe,Tier1,High,2025-08-16,ISO9001,Net30,True,
SUP-08002,Vantage Assemblies,Turkey,Europe,Tier2,Low,2020-08-18,IATF16949,Net45,True,
SUP-08003,Bluewater Industries,Canada,North America,Tier1,High,2018-06-20,IATF16949,Net30,True,
SUP-08004,Cascade Fabrication,India,Asia-Pacific,Tier2,Medium,2018-09-13,Not Certified,Net60,True,
SUP-08005,Pioneer Supply Co.,United States,North America,Tier2,High,2022-08-12,Not Certified,Net45,True,
SUP-08006,Horizon Components Group,Turkey,Europe,Tier2,Medium-High,2018-10-24,IATF16949,,False,
SUP-08007,Crestline Electronics,Germany,Europe,Tier1,Medium,2023-10-18,IATF16949,Net30,True,
SUP-08008,Titan Components Group,China,Asia-Pacific,Tier1,Low,2020-08-06,Pending,Net45,True,
SUP-08009,Summit Castings,United States,North America,Tier2,Medium,2025-07-21,Not Certified,Net30,True,
SUP-08010,Falcon Metalworks,United States,North America,Tier2,Low,2019-09-07,ISO9001,Net45,True,
SUP-08011,Summit Precision Components,United States,North America,Tier1,Medium-High,2021-08-02,IATF16949,Net30,False,
SUP-08012,Meridian Assemblies,France,Europe,Tier2,Medium,2018-05-30,Not Certified,Net45,False,
SUP-08013,Falcon Supply Co.,Poland,Europe,Tier1,Low,2021-11-20,Pending,Net45,True,
SUP-08014,NorthStar Metalworks,Canada,North America,Tier1,Low,2015-04-21,IATF16949,,True,
SUP-08015,Granite Metalworks,,North America,Tier2,Medium,2020-11-18,IATF16949,Net45,True,
SUP-08016,Granite Castings,United Kingdom,Europe,Tier2,High,2019-04-17,ISO9001,Net45,True,
SUP-08017,Granite Castings,Germany,Europe,Tier2,Low,2017-09-17,ISO9001,Net30,False,
SUP-08018,Anchor Hydraulics,Spain,Europe,Tier2,Medium,2022-12-06,Pending,Net45,True,
SUP-08019,Harbor Tooling,China,Asia-Pacific,Tier1,Low,2020-02-27,ISO9001,Net30,True,
SUP-08020,Union Manufacturing,Poland,Europe,Tier2,Low,2016-07-16,ISO9001,Net60,True,
SUP-08021,Windsor Assemblies,Czech Republic,Europe,Tier3,Medium-High,2021-11-05,ISO9001,Net30,True,
SUP-08022,Union Components Group,India,Asia-Pacific,Tier1,Low,2025-06-12,IATF16949,Net45,True,
SUP-08023,Keystone Electronics,Germany,Europe,Tier2,Low,2023-09-11,Pending,Net30,True,
SUP-08024,Keystone Metalworks,India,Asia-Pacific,Tier2,Low,2019-02-09,IATF16949,,True,
SUP-08025,Atlas Manufacturing,United States,North America,Tier3,Low,2022-01-25,IATF16949,Net30,True,
SUP-08026,Horizon Electronics,United States,North America,Tier2,Low,2022-01-14,ISO9001,Net30,True,
SUP-08027,Harbor Hydraulics,France,Europe,Tier2,Low,2016-06-25,Not Certified,Net45,True,
SUP-08028,Keystone Industries,South Korea,Asia-Pacific,Tier1,Medium-High,2024-11-05,Pending,Net30,True,
SUP-08029,Falcon Precision Components,United States,North America,Tier1,Low,2023-06-24,ISO9001,Net60,True,
SUP-08030,Sterling Tooling,United States,North America,Tier1,Low,2021-09-05,ISO9001,Net45,True,
SUP-08031,Redwood Components Group,Spain,Europe,Tier2,Low,2016-12-12,IATF16949,Net30,False,
SUP-08032,Cascade Tooling,China,Asia-Pacific,Tier2,Medium-High,2017-12-18,ISO9001,Net60,True,
SUP-08033,Summit Castings,Italy,Europe,Tier1,Medium-High,2017-09-30,Pending,Net45,True,
SUP-08034,Compass Tooling,South Korea,Asia-Pacific,Tier1,Medium-High,2015-08-14,IATF16949,Net30,True,
SUP-08035,Cascade Components Group,,North America,Tier1,Low,2019-04-11,Pending,Net30,True,
SUP-08036,Keystone Industries,Mexico,North America,Tier1,Medium,2019-03-02,Not Certified,Net30,True,
SUP-08037,Vertex Electronics,France,Europe,Tier2,Medium,2022-09-08,Pending,Net45,True,
SUP-08038,Anchor Components Group,Turkey,Europe,Tier3,Medium,2018-07-11,IATF16949,Net30,True,
SUP-08039,Crestline Fabrication,Mexico,North America,Tier2,Low,2020-11-16,,Net30,True,
SUP-08040,Titan Castings,Turkey,Europe,Tier2,Medium,2018-08-02,IATF16949,Net30,True,
SUP-08041,Sterling Tooling,,Asia-Pacific,Tier1,Low,2019-04-22,IATF16949,Net30,True,
SUP-08042,Sterling Fabrication,Italy,Europe,Tier2,Low,2016-08-13,ISO9001,Net30,True,
SUP-08043,Granite Tooling,Mexico,North America,Tier3,Low,2019-05-29,ISO9001,Net30,True,
SUP-08044,Meridian Manufacturing,Czech Republic,Europe,Tier1,Medium-High,2020-03-28,ISO9001,Net30,True,
SUP-08045,Delta Manufacturing,France,Europe,Tier2,Medium,2024-01-20,IATF16949,Net45,True,
SUP-08046,Meridian Forge Works,China,Asia-Pacific,Tier2,High,2025-06-29,ISO9001,Net60,True,
SUP-08047,Anchor Components Group,Vietnam,Asia-Pacific,Tier2,Medium-High,2023-01-14,,Net60,True,
SUP-08048,Delta Sensor Systems,,North America,Tier1,Low,2017-02-24,Pending,Net30,True,
SUP-08049,Harbor Machining,South Korea,Asia-Pacific,Tier1,Low,2024-04-15,ISO9001,Net30,True,
SUP-08050,Beacon Sensor Systems,Spain,Europe,Tier3,Medium-High,2025-01-13,ISO9001,Net45,True,
SUP-08051,Horizon Industries,United States,North America,Tier1,Medium,2015-08-27,ISO9001,Net30,True,
SUP-08052,Granite Precision Components,United States,North America,Tier3,Medium-High,2024-02-12,IATF16949,,True,
SUP-08053,Harbor Metalworks,Vietnam,Asia-Pacific,Tier1,Medium,2017-05-12,,Net30,True,
SUP-08054,Atlas Electronics,Japan,Asia-Pacific,Tier1,Medium-High,2017-08-14,ISO9001,Net30,False,
SUP-08055,Vertex Hydraulics,Poland,Europe,Tier1,Low,2024-05-24,ISO9001,Net45,True,
SUP-08056,Horizon Fabrication,Canada,North America,Tier3,Medium,2017-04-21,ISO9001,Net30,True,
SUP-08057,Redwood Castings,Italy,Europe,Tier2,Low,2021-12-12,IATF16949,Net45,True,
SUP-08058,Harbor Hydraulics,China,Asia-Pacific,Tier2,Low,2023-09-29,IATF16949,Net45,True,
SUP-08059,Ironclad Machining,United States,North America,Tier3,High,2024-06-01,IATF16949,Net60,True,
SUP-08060,Beacon Sensor Systems,,North America,Tier3,Low,2021-12-25,ISO9001,Net30,True,
SUP-08061,Vantage Industries,Italy,Europe,Tier1,Medium,2015-07-17,Not Certified,Net30,True,
SUP-08062,Summit Tooling,United States,North America,Tier2,Low,2018-09-17,ISO9001,Net30,True,
SUP-08063,Beacon Electronics,France,Europe,Tier2,Medium,2023-04-09,Pending,Net30,True,
SUP-08064,Crestline Hydraulics,United States,North America,Tier2,Medium,2020-03-07,ISO9001,Net45,True,
SUP-08065,Granite Forge Works,South Korea,Asia-Pacific,Tier2,Medium,2024-12-19,ISO9001,Net45,False,
SUP-08066,Harbor Machining,Germany,Europe,Tier2,Medium,2017-01-13,IATF16949,Net45,False,
SUP-08067,Anchor Tooling,India,Asia-Pacific,Tier1,Medium-High,2022-04-08,ISO9001,Net45,True,
SUP-08068,Vertex Fabrication,France,Europe,Tier2,,2021-02-10,Not Certified,Net45,True,
SUP-08069,Titan Metalworks,Czech Republic,Europe,Tier2,Low,2025-08-19,Pending,Net30,True,
SUP-08070,Anchor Machining,Poland,Europe,Tier2,Low,2018-10-20,Pending,Net60,True,
SUP-08071,Meridian Assemblies,France,Europe,Tier2,Low,2016-05-05,,Net45,False,
SUP-08072,Meridian Fabrication,China,Asia-Pacific,Tier2,Medium,2020-02-21,ISO9001,Net60,False,
SUP-08073,Redwood Supply Co.,United States,North America,Tier2,High,2019-07-26,ISO9001,Net60,True,
SUP-08074,Anchor Fabrication,United States,North America,Tier1,Low,2024-07-02,IATF16949,Net30,False,
SUP-08075,Vertex Hydraulics,Italy,Europe,Tier2,Medium-High,2018-10-03,Pending,Net45,True,
SUP-08076,Meridian Forge Works,India,Asia-Pacific,Tier3,Low,2017-05-29,IATF16949,Net30,True,
SUP-08077,Ironclad Forge Works,United States,North America,Tier2,Low,2024-05-09,Not Certified,Net45,True,
SUP-08078,Bluewater Hydraulics,Spain,Europe,Tier2,Medium-High,2015-09-25,IATF16949,Net30,True,
SUP-08079,Summit Forge Works,India,Asia-Pacific,Tier3,Medium-High,2016-03-02,ISO9001,Net30,True,
SUP-08080,Ironclad Sensor Systems,Thailand,Asia-Pacific,Tier1,Low,2019-02-16,Pending,Net30,True,
SUP-08081,Horizon Hydraulics,China,Asia-Pacific,Tier2,Low,2015-04-24,ISO9001,Net30,True,
SUP-08082,Granite Metalworks,,North America,Tier2,Low,2025-01-07,ISO9001,Net30,False,
SUP-08083,Sterling Precision Components,Japan,Asia-Pacific,Tier3,Medium,2023-12-11,ISO9001,Net30,True,
SUP-08084,Delta Assemblies,United States,North America,Tier3,High,2024-08-06,IATF16949,Net30,True,
SUP-08085,Anchor Metalworks,Canada,North America,Tier2,Medium,2017-03-15,Pending,Net30,True,
SUP-08086,Redwood Forge Works,United States,North America,Tier2,High,2018-07-05,IATF16949,Net30,True,
SUP-08087,Granite Tooling,United States,North America,Tier1,Low,2017-11-30,IATF16949,Net30,True,
SUP-08088,Sterling Supply Co.,China,Asia-Pacific,Tier2,Low,2016-06-03,IATF16949,Net30,True,
SUP-08089,Vantage Manufacturing,India,Asia-Pacific,Tier1,Low,2019-03-03,Not Certified,Net30,True,
SUP-08090,Keystone Forge Works,United States,North America,Tier2,Low,2020-07-19,Not Certified,Net30,True,
SUP-08091,Sterling Forge Works,United States,North America,Tier2,Medium,2017-03-28,Not Certified,Net60,True,
SUP-08092,Beacon Industries,China,Asia-Pacific,Tier2,High,2017-03-10,IATF16949,Net30,False,
SUP-08093,Meridian Sensor Systems,Germany,Europe,Tier1,Low,2017-03-04,ISO9001,Net30,True,
SUP-08094,Vantage Castings,Poland,Europe,Tier3,Medium,2017-09-16,ISO9001,Net30,True,
SUP-08095,Summit Manufacturing,Germany,Europe,Tier3,,2016-02-21,IATF16949,Net45,True,
SUP-08096,Vertex Fabrication,India,Asia-Pacific,Tier1,Low,2016-10-20,ISO9001,Net30,True,
SUP-08097,Beacon Precision Components,Italy,Europe,Tier2,Low,2022-05-07,,Net30,True,
SUP-08098,Harbor Precision Components,Italy,Europe,Tier2,Medium-High,2015-06-12,ISO9001,Net30,True,
SUP-08099,Cascade Hydraulics,India,Asia-Pacific,Tier1,Low,2025-01-03,IATF16949,Net60,True,
SUP-08100,Pioneer Industries,,Europe,Tier1,Medium,2024-04-19,ISO9001,Net45,True,
SUP-08101,Vertex Manufacturing,Turkey,Europe,Tier2,Low,2022-10-17,ISO9001,Net30,True,
SUP-08102,Falcon Castings,Italy,Europe,Tier2,Medium,2025-03-23,Pending,Net30,True,
SUP-08103,Delta Metalworks,,North America,Tier3,Medium-High,2017-05-31,ISO9001,Net30,True,
SUP-08104,Vantage Fabrication,China,Asia-Pacific,Tier2,Medium,2015-03-28,ISO9001,Net30,True,
SUP-08105,Titan Manufacturing,Mexico,North America,Tier1,Medium,2023-02-20,ISO9001,Net30,True,
SUP-08106,Vertex Forge Works,India,Asia-Pacific,Tier1,Low,2016-08-09,ISO9001,Net30,True,
SUP-08107,Crestline Sensor Systems,Japan,Asia-Pacific,Tier1,,2025-05-24,IATF16949,Net45,True,
SUP-08108,Summit Tooling,United Kingdom,Europe,Tier2,Low,2015-02-07,,Net30,True,
SUP-08109,Windsor Components Group,India,Asia-Pacific,Tier1,Medium-High,2021-09-13,ISO9001,Net30,False,
SUP-08110,Meridian Tooling,Germany,Europe,Tier1,Medium,2021-03-10,Not Certified,Net60,True,
SUP-08111,Vantage Supply Co.,Germany,Europe,Tier2,High,2025-10-29,ISO9001,,True,
SUP-08112,Delta Components Group,India,Asia-Pacific,Tier2,Medium-High,2020-04-24,ISO9001,Net45,True,
SUP-08113,Bluewater Sensor Systems,China,Asia-Pacific,Tier1,Low,2015-11-20,ISO9001,Net60,True,
SUP-08114,Harbor Supply Co.,,North America,Tier1,Low,2018-01-03,Not Certified,Net45,False,
SUP-08115,Summit Tooling,Czech Republic,Europe,Tier1,Low,2023-05-25,,Net60,True,
SUP-08116,NorthStar Machining,Poland,Europe,Tier1,Medium,2018-04-22,IATF16949,Net60,True,
SUP-08117,Vertex Industries,South Korea,Asia-Pacific,Tier1,Low,2024-03-21,ISO9001,Net30,True,
SUP-08118,Harbor Assemblies,United States,North America,Tier2,Medium,2019-09-10,ISO9001,Net30,True,
SUP-08119,Horizon Fabrication,United States,North America,Tier2,Low,2016-08-28,ISO9001,Net30,True,
SUP-08120,Ironclad Castings,South Korea,Asia-Pacific,Tier2,Medium,2025-06-14,Not Certified,Net30,True,
SUP-08121,Crestline Castings,China,Asia-Pacific,Tier1,Medium-High,2018-03-16,ISO9001,Net30,True,
SUP-08122,Pioneer Hydraulics,Mexico,North America,Tier2,Low,2023-08-26,Not Certified,Net45,False,
SUP-08123,Beacon Tooling,Italy,Europe,Tier3,Low,2022-09-21,IATF16949,Net30,False,
SUP-08124,Ironclad Sensor Systems,Mexico,North America,Tier1,Medium-High,2022-02-22,ISO9001,Net45,True,
SUP-08125,Falcon Tooling,China,Asia-Pacific,Tier1,High,2021-04-16,IATF16949,Net30,True,
SUP-08126,Union Forge Works,China,Asia-Pacific,Tier1,Medium-High,2016-02-27,IATF16949,Net45,True,
SUP-08127,Keystone Sensor Systems,China,Asia-Pacific,Tier2,Medium,2019-10-22,IATF16949,Net45,True,
SUP-08128,Delta Castings,United States,North America,Tier2,Medium-High,2017-07-27,Not Certified,Net30,False,
SUP-08129,Vantage Hydraulics,Germany,Europe,Tier2,Low,2018-12-09,IATF16949,Net45,True,
SUP-08130,Compass Forge Works,China,Asia-Pacific,Tier3,Medium-High,2023-02-08,ISO9001,Net45,True,
SUP-08131,Keystone Castings,China,Asia-Pacific,Tier2,Low,2024-02-09,ISO9001,Net60,True,
SUP-08132,Compass Electronics,United States,North America,Tier3,High,2017-07-13,Pending,Net60,True,
SUP-08133,Vantage Castings,United States,North America,Tier2,Medium,2024-12-31,ISO9001,Net60,True,
SUP-08134,Atlas Electronics,United States,North America,Tier2,Medium,2020-02-25,Pending,Net45,True,
SUP-08135,Vantage Machining,Turkey,Europe,Tier1,Medium-High,2021-02-04,Pending,Net30,True,
SUP-08136,Bluewater Castings,United States,North America,Tier2,,2020-12-24,ISO9001,Net60,True,
SUP-08137,Windsor Fabrication,Canada,North America,Tier2,,2016-05-27,ISO9001,Net30,False,
SUP-08138,Crestline Precision Components,Mexico,North America,Tier1,High,2025-08-13,Not Certified,Net45,True,
SUP-08139,Titan Supply Co.,Turkey,Europe,Tier2,,2021-10-20,Not Certified,Net30,True,
SUP-08140,Compass Supply Co.,Germany,Europe,Tier1,Medium,2018-03-29,IATF16949,Net60,True,
SUP-08141,NorthStar Supply Co.,United States,North America,Tier3,Medium-High,2015-12-21,IATF16949,Net30,True,
SUP-08142,Crestline Assemblies,Germany,Europe,Tier1,Low,2022-09-02,IATF16949,Net30,False,
SUP-08143,Vantage Assemblies,,North America,Tier1,Low,2019-05-24,ISO9001,Net30,True,
SUP-08144,Meridian Forge Works,Italy,Europe,Tier2,Medium,2016-09-08,ISO9001,Net60,True,
SUP-08145,Titan Sensor Systems,France,Europe,Tier1,Low,2015-03-27,IATF16949,,True,
SUP-08146,Vertex Hydraulics,United Kingdom,Europe,Tier2,Medium,2022-10-29,,Net60,False,
SUP-08147,Keystone Castings,Brazil,South America,Tier3,Medium,2023-05-05,ISO9001,Net45,True,
SUP-08148,Bluewater Fabrication,Mexico,North America,Tier1,Low,2019-05-25,,Net30,True,
SUP-08149,Anchor Manufacturing,China,Asia-Pacific,Tier2,Low,2019-04-06,Pending,Net30,True,
SUP-08150,NorthStar Metalworks,United States,North America,Tier2,Low,2024-03-06,ISO9001,Net60,True,
SUP-08151,Titan Hydraulics,United States,North America,Tier3,Medium,2018-06-01,ISO9001,Net45,False,
SUP-08152,Ironclad Manufacturing,Thailand,Asia-Pacific,Tier1,Medium-High,2015-06-12,ISO9001,Net30,False,
SUP-08153,Ironclad Tooling,India,Asia-Pacific,Tier1,Medium,2018-01-26,IATF16949,Net45,True,
SUP-08154,Cascade Machining,Thailand,Asia-Pacific,Tier2,Medium-High,2018-04-14,ISO9001,Net45,True,
SUP-08155,Cascade Manufacturing,Vietnam,Asia-Pacific,Tier2,,2024-02-28,IATF16949,,True,
SUP-08156,Bluewater Castings,Germany,Europe,Tier1,Low,2025-02-10,ISO9001,Net30,False,
SUP-08157,Sterling Manufacturing,China,Asia-Pacific,Tier2,Medium,2017-08-26,IATF16949,Net30,True,
SUP-08158,Pioneer Fabrication,Japan,Asia-Pacific,Tier1,Medium,2016-11-02,Pending,,True,
SUP-08159,Atlas Hydraulics,Japan,Asia-Pacific,Tier2,Medium,2019-08-17,ISO9001,Net30,False,
SUP-08160,Windsor Industries,Brazil,South America,Tier1,High,2017-11-02,Pending,Net45,False,
SUP-08161,Vertex Metalworks,Mexico,North America,Tier1,Low,2024-06-25,ISO9001,Net30,True,
SUP-08162,Compass Forge Works,Canada,North America,Tier2,High,2020-01-11,Pending,Net30,True,
SUP-08163,Meridian Forge Works,South Korea,Asia-Pacific,Tier1,Low,2024-12-23,IATF16949,Net45,True,
SUP-08164,Anchor Castings,China,Asia-Pacific,Tier2,Low,2015-04-20,ISO9001,Net45,True,
SUP-08165,Falcon Forge Works,Poland,Europe,Tier1,Medium,2025-10-13,Pending,Net45,False,
SUP-08166,Bluewater Fabrication,Poland,Europe,Tier2,Low,2023-09-12,ISO9001,Net30,True,
SUP-08167,Union Components Group,United States,North America,Tier2,Low,2018-09-27,ISO9001,Net30,True,
SUP-08168,Anchor Manufacturing,United States,North America,Tier1,,2022-11-04,IATF16949,Net45,False,
SUP-08169,Titan Tooling,Canada,North America,Tier1,Medium,2015-01-25,IATF16949,Net60,True,
SUP-08170,Anchor Forge Works,Poland,Europe,Tier2,Low,2023-03-08,ISO9001,Net30,True,
SUP-08171,Titan Assemblies,Spain,Europe,Tier3,Low,2015-05-04,ISO9001,Net30,True,
SUP-08172,Granite Metalworks,Turkey,Europe,Tier2,Low,2015-05-08,Pending,Net45,True,
