inventory_id,part_id,plant_id,period,on_hand_qty,reserved_qty,safety_stock_qty,available_qty,stock_status
INV-0013195,FL-664,P7,2026-08,215,37.0,150,178,Adequate
INV-0013196,FL-664,P7,2026-09,214,31.0,150,183,Adequate
INV-0013197,TR-1173,P7,2026-06,29,11.0,25,18,At Risk
INV-0013198,TR-1173,P7,2026-07,23,4.0,25,19,At Risk
INV-0013199,TR-1173,P7,2026-08,31,8.0,25,23,At Risk
INV-0013200,TR-1173,P7,2026-09,29,12.0,25,17,At Risk
INV-0013201,FL-1140,P7,2026-06,428,141.0,200,287,Adequate
INV-0013202,FL-1140,P7,2026-07,464,160.0,200,304,Adequate
INV-0013203,FL-1140,P7,2026-08,494,144.0,200,350,Adequate
INV-0013204,FL-1140,P7,2026-09,458,63.0,200,395,Adequate
INV-0013205,EN-1315,P7,2026-06,1015,322.0,500,693,Adequate
INV-0013206,EN-1315,P7,2026-07,895,103.0,500,792,Adequate
INV-0013207,EN-1315,P7,2026-08,1046,369.0,500,677,Adequate
INV-0013208,EN-1315,P7,2026-09,1061,187.0,500,874,Adequate
INV-0013209,EL-1198,P7,2026-06,582,107.0,300,475,Adequate
INV-0013210,EL-1198,P7,2026-07,505,127.0,300,378,Adequate
INV-0013211,EL-1198,P7,2026-08,501,110.0,300,391,Adequate
INV-0013212,EL-1198,P7,2026-09,554,91.0,300,463,Adequate
INV-0013213,HY-612,P7,2026-06,188,18.0,150,170,Adequate
INV-0013214,HY-612,P7,2026-07,198,26.0,150,172,Adequate
INV-0013215,HY-612,P7,2026-08,188,59.0,150,129,At Risk
INV-0013216,HY-612,P7,2026-09,175,34.0,150,141,At Risk
INV-0013217,EN-552,P7,2026-06,199,96.0,200,103,At Risk
INV-0013218,EN-552,P7,2026-07,140,34.0,200,106,At Risk
INV-0013219,EN-552,P7,2026-08,181,40.0,200,141,At Risk
INV-0013220,EN-552,P7,2026-09,140,26.0,200,114,At Risk
INV-0013221,TR-1149,P7,2026-06,281,138.0,200,143,At Risk
INV-0013222,TR-1149,P7,2026-07,166,69.0,200,97,Below Safety Stock
INV-0013223,TR-1149,P7,2026-08,209,55.0,200,154,At Risk
INV-0013224,TR-1149,P7,2026-09,229,56.0,200,173,At Risk
INV-0013225,BR-229,P7,2026-06,20,6.0,25,14,At Risk
INV-0013226,BR-229,P7,2026-07,32,,25,22,At Risk
INV-0013227,BR-229,P7,2026-08,21,,25,12,Below Safety Stock
INV-0013228,BR-229,P7,2026-09,23,5.0,25,18,At Risk
INV-0013229,CH-1119,P7,2026-06,199,60.0,100,139,Adequate
INV-0013230,CH-1119,P7,2026-07,165,42.0,100,123,Adequate
INV-0013231,CH-1119,P7,2026-08,184,32.0,100,152,Adequate
INV-0013232,CH-1119,P7,2026-09,185,81.0,100,104,Adequate
INV-0013233,BR-677,P7,2026-06,185,31.0,75,154,Adequate
INV-0013234,BR-677,P7,2026-07,161,45.0,75,116,Adequate
INV-0013235,BR-677,P7,2026-08,157,,75,137,Adequate
INV-0013236,BR-677,P7,2026-09,143,69.0,75,74,At Risk
INV-0013237,CH-1168,P7,2026-06,1216,564.0,500,652,Adequate
INV-0013238,CH-1168,P7,2026-07,1100,229.0,500,871,Adequate
INV-0013239,CH-1168,P7,2026-08,1149,,500,709,Adequate
INV-0013240,CH-1168,P7,2026-09,1150,319.0,500,831,Adequate
INV-0013241,EC-1255,P7,2026-06,316,55.0,200,261,Adequate
INV-0013242,EC-1255,P7,2026-07,371,143.0,200,228,Adequate
INV-0013243,EC-1255,P7,2026-08,265,107.0,200,158,At Risk
INV-0013244,EC-1255,P7,2026-09,347,137.0,200,210,Adequate
INV-0013245,SC-402,P7,2026-06,191,78.0,150,113,At Risk
INV-0013246,SC-402,P7,2026-07,200,81.0,150,119,At Risk
INV-0013247,SC-402,P7,2026-08,155,59.0,150,96,At Risk
INV-0013248,SC-402,P7,2026-09,167,74.0,150,93,At Risk
INV-0013249,CH-577,P7,2026-06,46,18.0,25,28,Adequate
INV-0013250,CH-577,P7,2026-07,49,17.0,25,32,Adequate
INV-0013251,CH-577,P7,2026-08,52,7.0,25,45,Adequate
INV-0013252,CH-577,P7,2026-09,57,15.0,25,42,Adequate
INV-0013253,EN-371,P7,2026-06,528,185.0,300,343,Adequate
INV-0013254,EN-371,P7,2026-07,347,148.0,300,199,At Risk
INV-0013255,EN-371,P7,2026-08,417,184.0,300,233,At Risk
INV-0013256,EN-371,P7,2026-09,423,57.0,300,366,Adequate
INV-0013257,EC-845,P7,2026-06,255,68.0,300,187,At Risk
INV-0013258,EC-845,P7,2026-07,261,105.0,300,156,At Risk
INV-0013259,EC-845,P7,2026-08,392,147.0,300,245,At Risk
INV-0013260,EC-845,P7,2026-09,293,107.0,300,186,At Risk
INV-0013261,BR-522,P7,2026-06,1097,186.0,500,911,Adequate
INV-0013262,BR-522,P7,2026-07,1222,561.0,500,661,Adequate
INV-0013263,BR-522,P7,2026-08,1067,362.0,500,705,Adequate
INV-0013264,BR-522,P7,2026-09,1082,384.0,500,698,Adequate
INV-0013265,HY-716,P7,2026-06,105,42.0,150,63,Below Safety Stock
INV-0013266,HY-716,P7,2026-07,133,56.0,150,77,At Risk
INV-0013267,HY-716,P7,2026-08,116,23.0,150,93,At Risk
INV-0013268,HY-716,P7,2026-09,137,55.0,150,82,At Risk
INV-0013269,EC-755,P7,2026-06,259,70.0,150,189,Adequate
INV-0013270,EC-755,P7,2026-07,233,46.0,150,187,Adequate
INV-0013271,EC-755,P7,2026-08,250,39.0,150,211,Adequate
INV-0013272,EC-755,P7,2026-09,253,67.0,150,186,Adequate
INV-0013273,EL-118,P7,2026-06,537,246.0,300,291,At Risk
INV-0013274,EL-118,P7,2026-07,430,,300,335,Adequate
INV-0013275,EL-118,P7,2026-08,458,115.0,300,343,Adequate
INV-0013276,EL-118,P7,2026-09,404,89.0,300,315,Adequate
INV-0013277,BR-176,P7,2026-06,562,86.0,500,476,At Risk
INV-0013278,BR-176,P7,2026-07,438,139.0,500,299,At Risk
INV-0013279,BR-176,P7,2026-08,441,97.0,500,344,At Risk
INV-0013280,BR-176,P7,2026-09,372,167.0,500,205,Below Safety Stock
INV-0013281,TR-1325,P7,2026-06,69,9.0,50,60,Adequate
INV-0013282,TR-1325,P7,2026-07,73,34.0,50,39,At Risk
INV-0013283,TR-1325,P7,2026-08,60,,50,39,At Risk
INV-0013284,TR-1325,P7,2026-09,61,26.0,50,35,At Risk
INV-0013285,EC-478,P7,2026-06,333,128.0,150,205,Adequate
INV-0013286,EC-478,P7,2026-07,326,143.0,150,183,Adequate
INV-0013287,EC-478,P7,2026-08,319,155.0,150,164,Adequate
INV-0013288,EC-478,P7,2026-09,307,147.0,150,160,Adequate
INV-0013289,EN-993,P7,2026-06,170,55.0,150,115,At Risk
INV-0013290,EN-993,P7,2026-07,198,93.0,150,105,At Risk
INV-0013291,EN-993,P7,2026-08,206,101.0,150,105,At Risk
INV-0013292,EN-993,P7,2026-09,177,50.0,150,127,At Risk
INV-0013293,ST-1086,P7,2026-06,337,147.0,300,190,At Risk
INV-0013294,ST-1086,P7,2026-07,242,89.0,300,153,At Risk
INV-0013295,ST-1086,P7,2026-08,320,104.0,300,216,At Risk
INV-0013296,ST-1086,P7,2026-09,201,83.0,300,118,Below Safety Stock
INV-0013297,CH-1087,P7,2026-06,334,92.0,150,242,Adequate
INV-0013298,CH-1087,P7,2026-07,331,97.0,150,234,Adequate
INV-0013299,CH-1087,P7,2026-08,358,159.0,150,199,Adequate
INV-0013300,CH-1087,P7,2026-09,407,166.0,150,241,Adequate
INV-0013301,FL-187,P7,2026-06,300,48.0,300,252,At Risk
INV-0013302,FL-187,P7,2026-07,299,113.0,300,186,At Risk
INV-0013303,FL-187,P7,2026-08,306,33.0,300,273,At Risk
INV-0013304,FL-187,P7,2026-09,229,25.0,300,204,At Risk
INV-0013305,TR-1082,P7,2026-06,58,,25,32,Adequate
INV-0013306,TR-1082,P7,2026-07,57,20.0,25,37,Adequate
INV-0013307,TR-1082,P7,2026-08,54,26.0,25,28,Adequate
INV-0013308,TR-1082,P7,2026-09,54,16.0,25,38,Adequate
INV-0013309,EC-495,P7,2026-06,813,291.0,500,522,Adequate
INV-0013310,EC-495,P7,2026-07,702,294.0,500,408,At Risk
INV-0013311,EC-495,P7,2026-08,647,303.0,500,344,At Risk
INV-0013312,EC-495,P7,2026-09,760,331.0,500,429,At Risk
INV-0013313,SC-187,P7,2026-06,32,12.0,25,20,At Risk
INV-0013314,SC-187,P7,2026-07,31,9.0,25,22,At Risk
INV-0013315,SC-187,P7,2026-08,29,3.0,25,26,Adequate
INV-0013316,SC-187,P7,2026-09,31,14.0,25,17,At Risk
INV-0013317,EC-591,P7,2026-06,109,32.0,75,77,Adequate
INV-0013318,EC-591,P7,2026-07,137,68.0,75,69,At Risk
INV-0013319,EC-591,P7,2026-08,113,51.0,75,62,At Risk
INV-0013320,EC-591,P7,2026-09,148,70.0,75,78,Adequate
INV-0013321,ST-940,P7,2026-06,329,,150,230,Adequate
INV-0013322,ST-940,P7,2026-07,345,80.0,150,265,Adequate
INV-0013323,ST-940,P7,2026-08,337,97.0,150,240,Adequate
INV-0013324,ST-940,P7,2026-09,319,73.0,150,246,Adequate
INV-0013325,FT-643,P7,2026-06,107,44.0,75,63,At Risk
INV-0013326,FT-643,P7,2026-07,72,12.0,75,60,At Risk
INV-0013327,FT-643,P7,2026-08,74,36.0,75,38,At Risk
INV-0013328,FT-643,P7,2026-09,70,14.0,75,56,At Risk
INV-0013329,FL-367,P7,2026-06,85,21.0,50,64,Adequate
INV-0013330,FL-367,P7,2026-07,82,10.0,50,72,Adequate
INV-0013331,FL-367,P7,2026-08,82,38.0,50,44,At Risk
INV-0013332,FL-367,P7,2026-09,94,43.0,50,51,Adequate
INV-0013333,FL-126,P7,2026-06,106,38.0,50,68,Adequate
INV-0013334,FL-126,P7,2026-07,101,40.0,50,61,Adequate
INV-0013335,FL-126,P7,2026-08,112,23.0,50,89,Adequate
INV-0013336,FL-126,P7,2026-09,100,29.0,50,71,Adequate
INV-0013337,HY-1065,P7,2026-06,365,94.0,300,271,At Risk
INV-0013338,HY-1065,P7,2026-07,361,117.0,300,244,At Risk
INV-0013339,HY-1065,P7,2026-08,264,89.0,300,175,At Risk
INV-0013340,HY-1065,P7,2026-09,295,136.0,300,159,At Risk
INV-0013341,ST-469,P7,2026-06,143,57.0,75,86,Adequate
INV-0013342,ST-469,P7,2026-07,139,,75,109,Adequate
INV-0013343,ST-469,P7,2026-08,125,19.0,75,106,Adequate
INV-0013344,ST-469,P7,2026-09,126,50.0,75,76,Adequate
INV-0013345,EN-672,P7,2026-06,90,26.0,50,64,Adequate
INV-0013346,EN-672,P7,2026-07,109,40.0,50,69,Adequate
INV-0013347,EN-672,P7,2026-08,93,19.0,50,74,Adequate
INV-0013348,EN-672,P7,2026-09,76,8.0,50,68,Adequate
INV-0013349,FL-632,P7,2026-06,158,17.0,100,141,Adequate
INV-0013350,FL-632,P7,2026-07,179,81.0,100,98,At Risk
INV-0013351,FL-632,P7,2026-08,168,17.0,100,151,Adequate
INV-0013352,FL-632,P7,2026-09,196,47.0,100,149,Adequate
INV-0013353,EL-1144,P7,2026-06,980,304.0,500,676,Adequate
INV-0013354,EL-1144,P7,2026-07,802,153.0,500,649,Adequate
INV-0013355,EL-1144,P7,2026-08,859,,500,578,Adequate
INV-0013356,EL-1144,P7,2026-09,909,137.0,500,772,Adequate
INV-0013357,SC-1095,P7,2026-06,179,83.0,75,96,Adequate
INV-0013358,SC-1095,P7,2026-07,169,35.0,75,134,Adequate
INV-0013359,SC-1095,P7,2026-08,189,79.0,75,110,Adequate
INV-0013360,SC-1095,P7,2026-09,190,77.0,75,113,Adequate
INV-0013361,ST-1146,P7,2026-06,243,60.0,100,183,Adequate
INV-0013362,ST-1146,P7,2026-07,228,31.0,100,197,Adequate
INV-0013363,ST-1146,P7,2026-08,233,103.0,100,130,Adequate
INV-0013364,ST-1146,P7,2026-09,284,68.0,100,216,Adequate
INV-0013365,HY-161,P7,2026-06,135,24.0,50,111,Surplus
INV-0013366,HY-161,P7,2026-07,124,29.0,50,95,Adequate
INV-0013367,HY-161,P7,2026-08,108,,50,72,Adequate
INV-0013368,HY-161,P7,2026-09,117,28.0,50,89,Adequate
INV-0013369,EL-932,P7,2026-06,252,91.0,150,161,Adequate
INV-0013370,EL-932,P7,2026-07,332,74.0,150,258,Adequate
INV-0013371,EL-932,P7,2026-08,266,109.0,150,157,Adequate
INV-0013372,EL-932,P7,2026-09,283,132.0,150,151,Adequate
INV-0013373,SC-269,P7,2026-06,176,34.0,75,142,Adequate
INV-0013374,SC-269,P7,2026-07,174,79.0,75,95,Adequate
INV-0013375,SC-269,P7,2026-08,204,57.0,75,147,Adequate
INV-0013376,SC-269,P7,2026-09,160,47.0,75,113,Adequate
INV-0013377,EC-992,P7,2026-06,55,23.0,50,32,At Risk
INV-0013378,EC-992,P7,2026-07,53,,50,29,At Risk
INV-0013379,EC-992,P7,2026-08,54,26.0,50,28,At Risk
INV-0013380,EC-992,P7,2026-09,44,19.0,50,25,At Risk
INV-0013381,SC-1116,P7,2026-06,20,6.0,25,14,At Risk
INV-0013382,SC-1116,P7,2026-07,25,3.0,25,22,At Risk
INV-0013383,SC-1116,P7,2026-08,21,3.0,25,18,At Risk
INV-0013384,SC-1116,P7,2026-09,30,9.0,25,21,At Risk
INV-0013385,FL-738,P7,2026-06,304,31.0,200,273,Adequate
INV-0013386,FL-738,P7,2026-07,289,,200,235,Adequate
INV-0013387,FL-738,P7,2026-08,273,,200,140,At Risk
INV-0013388,FL-738,P7,2026-09,371,180.0,200,191,At Risk
INV-0013389,CH-428,P7,2026-06,726,75.0,500,651,Adequate
INV-0013390,CH-428,P7,2026-07,655,199.0,500,456,At Risk
INV-0013391,CH-428,P7,2026-08,691,136.0,500,555,Adequate
INV-0013392,CH-428,P7,2026-09,578,186.0,500,392,At Risk
INV-0013393,CB-972,P7,2026-06,196,39.0,200,157,At Risk
INV-0013394,CB-972,P7,2026-07,232,86.0,200,146,At Risk
INV-0013395,CB-972,P7,2026-08,206,28.0,200,178,At Risk
INV-0013396,CB-972,P7,2026-09,211,27.0,200,184,At Risk
INV-0013397,EN-493,P7,2026-06,96,29.0,50,67,Adequate
INV-0013398,EN-493,P7,2026-07,99,15.0,50,84,Adequate
INV-0013399,EN-493,P7,2026-08,91,40.0,50,51,Adequate
INV-0013400,EN-493,P7,2026-09,96,47.0,50,49,At Risk
INV-0013401,CB-788,P7,2026-06,1072,310.0,500,762,Adequate
INV-0013402,CB-788,P7,2026-07,1120,458.0,500,662,Adequate
INV-0013403,CB-788,P7,2026-08,1160,497.0,500,663,Adequate
INV-0013404,CB-788,P7,2026-09,1077,175.0,500,902,Adequate
INV-0013405,SC-1262,P7,2026-06,126,24.0,50,102,Adequate
INV-0013406,SC-1262,P7,2026-07,114,43.0,50,71,Adequate
INV-0013407,SC-1262,P7,2026-08,126,56.0,50,70,Adequate
INV-0013408,SC-1262,P7,2026-09,141,41.0,50,100,Adequate
INV-0013409,FL-934,P7,2026-06,151,65.0,100,86,At Risk
INV-0013410,FL-934,P7,2026-07,174,67.0,100,107,Adequate
INV-0013411,FL-934,P7,2026-08,188,61.0,100,127,Adequate
INV-0013412,FL-934,P7,2026-09,160,51.0,100,109,Adequate
INV-0013413,FL-406,P7,2026-06,63,13.0,75,50,At Risk
INV-0013414,FL-406,P7,2026-07,42,11.0,75,31,Below Safety Stock
INV-0013415,FL-406,P7,2026-08,78,35.0,75,43,At Risk
INV-0013416,FL-406,P7,2026-09,63,24.0,75,39,At Risk
INV-0013417,BR-1117,P7,2026-06,193,28.0,150,165,Adequate
INV-0013418,BR-1117,P7,2026-07,206,65.0,150,141,At Risk
INV-0013419,BR-1117,P7,2026-08,192,30.0,150,162,Adequate
INV-0013420,BR-1117,P7,2026-09,229,,150,150,Adequate
INV-0013421,FL-758,P7,2026-06,384,94.0,150,290,Adequate
INV-0013422,FL-758,P7,2026-07,365,165.0,150,200,Adequate
INV-0013423,FL-758,P7,2026-08,372,102.0,150,270,Adequate
INV-0013424,FL-758,P7,2026-09,377,136.0,150,241,Adequate
INV-0013425,EN-154,P7,2026-06,182,61.0,200,121,At Risk
INV-0013426,EN-154,P7,2026-07,210,22.0,200,188,At Risk
INV-0013427,EN-154,P7,2026-08,117,38.0,200,79,Below Safety Stock
INV-0013428,EN-154,P7,2026-09,170,35.0,200,135,At Risk
INV-0013429,EC-1219,P7,2026-06,67,29.0,50,38,At Risk
INV-0013430,EC-1219,P7,2026-07,59,20.0,50,39,At Risk
INV-0013431,EC-1219,P7,2026-08,66,22.0,50,44,At Risk
INV-0013432,EC-1219,P7,2026-09,53,17.0,50,36,At Risk
INV-0013433,EL-1022,P7,2026-06,64,7.0,25,57,Surplus
INV-0013434,EL-1022,P7,2026-07,54,12.0,25,42,Adequate
INV-0013435,EL-1022,P7,2026-08,68,26.0,25,42,Adequate
INV-0013436,EL-1022,P7,2026-09,57,16.0,25,41,Adequate
INV-0013437,SC-801,P7,2026-06,222,88.0,150,134,At Risk
INV-0013438,SC-801,P7,2026-07,256,91.0,150,165,Adequate
INV-0013439,SC-801,P7,2026-08,261,66.0,150,195,Adequate
INV-0013440,SC-801,P7,2026-09,247,88.0,150,159,Adequate
INV-0013441,HY-891,P7,2026-06,486,153.0,500,333,At Risk
INV-0013442,HY-891,P7,2026-07,568,180.0,500,388,At Risk
INV-0013443,HY-891,P7,2026-08,526,102.0,500,424,At Risk
INV-0013444,HY-891,P7,2026-09,664,81.0,500,583,Adequate
INV-0013445,ST-338,P7,2026-06,123,49.0,150,74,Below Safety Stock
INV-0013446,ST-338,P7,2026-07,138,68.0,150,70,Below Safety Stock
INV-0013447,ST-338,P7,2026-08,171,26.0,150,145,At Risk
INV-0013448,ST-338,P7,2026-09,175,77.0,150,98,At Risk
INV-0013449,SC-1104,P7,2026-06,251,104.0,100,147,Adequate
INV-0013450,SC-1104,P7,2026-07,253,70.0,100,183,Adequate
INV-0013451,SC-1104,P7,2026-08,235,38.0,100,197,Adequate
INV-0013452,SC-1104,P7,2026-09,196,33.0,100,163,Adequate
INV-0013453,BR-478,P7,2026-06,527,117.0,200,410,Adequate
INV-0013454,BR-478,P7,2026-07,470,90.0,200,380,Adequate
INV-0013455,BR-478,P7,2026-08,422,188.0,200,234,Adequate
INV-0013456,BR-478,P7,2026-09,400,191.0,200,209,Adequate
INV-0013457,FL-362,P7,2026-06,212,55.0,100,157,Adequate
INV-0013458,FL-362,P7,2026-07,194,70.0,100,124,Adequate
INV-0013459,FL-362,P7,2026-08,180,18.0,100,162,Adequate
INV-0013460,FL-362,P7,2026-09,162,63.0,100,99,At Risk
INV-0013461,CH-1079,P7,2026-06,281,134.0,300,147,Below Safety Stock
INV-0013462,CH-1079,P7,2026-07,265,92.0,300,173,At Risk
INV-0013463,CH-1079,P7,2026-08,361,178.0,300,183,At Risk
INV-0013464,CH-1079,P7,2026-09,271,130.0,300,141,Below Safety Stock
INV-0013465,SC-1181,P7,2026-06,218,26.0,150,192,Adequate
INV-0013466,SC-1181,P7,2026-07,215,86.0,150,129,At Risk
INV-0013467,SC-1181,P7,2026-08,170,,150,89,At Risk
INV-0013468,SC-1181,P7,2026-09,153,,150,133,At Risk
INV-0013469,SC-742,P7,2026-06,53,5.0,25,48,Adequate
INV-0013470,SC-742,P7,2026-07,52,7.0,25,45,Adequate
INV-0013471,SC-742,P7,2026-08,50,6.0,25,44,Adequate
INV-0013472,SC-742,P7,2026-09,44,13.0,25,31,Adequate
INV-0013473,SC-469,P7,2026-06,682,161.0,300,521,Adequate
INV-0013474,SC-469,P7,2026-07,726,272.0,300,454,Adequate
INV-0013475,SC-469,P7,2026-08,751,292.0,300,459,Adequate
INV-0013476,SC-469,P7,2026-09,713,280.0,300,433,Adequate
INV-0013477,TR-1216,P7,2026-06,469,209.0,500,260,At Risk
INV-0013478,TR-1216,P7,2026-07,542,144.0,500,398,At Risk
INV-0013479,TR-1216,P7,2026-08,427,69.0,500,358,At Risk
INV-0013480,TR-1216,P7,2026-09,556,203.0,500,353,At Risk
INV-0013481,ST-711,P7,2026-06,309,129.0,200,180,At Risk
INV-0013482,ST-711,P7,2026-07,317,152.0,200,165,At Risk
INV-0013483,ST-711,P7,2026-08,307,123.0,200,184,At Risk
INV-0013484,ST-711,P7,2026-09,284,69.0,200,215,Adequate
INV-0013485,TR-556,P7,2026-06,986,394.0,500,592,Adequate
INV-0013486,TR-556,P7,2026-07,896,351.0,500,545,Adequate
INV-0013487,TR-556,P7,2026-08,862,158.0,500,704,Adequate
INV-0013488,TR-556,P7,2026-09,998,,500,578,Adequate
INV-0013489,CH-1031,P7,2026-06,215,,200,160,At Risk
INV-0013490,CH-1031,P7,2026-07,328,102.0,200,226,Adequate
INV-0013491,CH-1031,P7,2026-08,250,47.0,200,203,Adequate
INV-0013492,CH-1031,P7,2026-09,269,86.0,200,183,At Risk
INV-0013493,EN-994,P7,2026-06,508,158.0,500,350,At Risk
INV-0013494,EN-994,P7,2026-07,548,155.0,500,393,At Risk
INV-0013495,EN-994,P7,2026-08,613,71.0,500,542,Adequate
INV-0013496,EN-994,P7,2026-09,623,66.0,500,557,Adequate
INV-0013497,FL-1249,P7,2026-06,49,10.0,25,39,Adequate
INV-0013498,FL-1249,P7,2026-07,55,15.0,25,40,Adequate
INV-0013499,FL-1249,P7,2026-08,59,29.0,25,30,Adequate
INV-0013500,FL-1249,P7,2026-09,56,26.0,25,30,Adequate
INV-0013501,BR-267,P7,2026-06,824,,500,585,Adequate
INV-0013502,BR-267,P7,2026-07,731,123.0,500,608,Adequate
INV-0013503,BR-267,P7,2026-08,743,340.0,500,403,At Risk
INV-0013504,BR-267,P7,2026-09,1026,155.0,500,871,Adequate
INV-0013505,EN-201,P7,2026-06,116,23.0,100,93,At Risk
INV-0013506,EN-201,P7,2026-07,94,29.0,100,65,At Risk
INV-0013507,EN-201,P7,2026-08,103,32.0,100,71,At Risk
INV-0013508,EN-201,P7,2026-09,83,20.0,100,63,At Risk
INV-0013509,BR-869,P7,2026-06,358,122.0,200,236,Adequate
INV-0013510,BR-869,P7,2026-07,402,104.0,200,298,Adequate
INV-0013511,BR-869,P7,2026-08,419,170.0,200,249,Adequate
INV-0013512,BR-869,P7,2026-09,412,89.0,200,323,Adequate
INV-0013513,CB-297,P7,2026-06,123,33.0,75,90,Adequate
INV-0013514,CB-297,P7,2026-07,126,51.0,75,75,Adequate
INV-0013515,CB-297,P7,2026-08,99,42.0,75,57,At Risk
INV-0013516,CB-297,P7,2026-09,86,30.0,75,56,At Risk
INV-0013517,FL-1037,P7,2026-06,415,77.0,500,338,At Risk
INV-0013518,FL-1037,P7,2026-07,415,50.0,500,365,At Risk
INV-0013519,FL-1037,P7,2026-08,383,163.0,500,220,Below Safety Stock
INV-0013520,FL-1037,P7,2026-09,415,101.0,500,314,At Risk
INV-0013521,FL-349,P7,2026-06,44,9.0,25,35,Adequate
INV-0013522,FL-349,P7,2026-07,51,17.0,25,34,Adequate
INV-0013523,FL-349,P7,2026-08,47,,25,28,Adequate
INV-0013524,FL-349,P7,2026-09,53,21.0,25,32,Adequate
INV-0013525,CB-725,P7,2026-06,411,98.0,300,313,Adequate
INV-0013526,CB-725,P7,2026-07,421,155.0,300,266,At Risk
INV-0013527,CB-725,P7,2026-08,333,72.0,300,261,At Risk
INV-0013528,CB-725,P7,2026-09,407,98.0,300,309,Adequate
INV-0013529,HY-537,P7,2026-06,122,56.0,50,66,Adequate
INV-0013530,HY-537,P7,2026-07,120,44.0,50,76,Adequate
INV-0013531,HY-537,P7,2026-08,116,36.0,50,80,Adequate
INV-0013532,HY-537,P7,2026-09,115,45.0,50,70,Adequate
INV-0013533,EL-485,P7,2026-06,564,219.0,500,345,At Risk
INV-0013534,EL-485,P7,2026-07,475,162.0,500,313,At Risk
INV-0013535,EL-485,P7,2026-08,710,188.0,500,522,Adequate
INV-0013536,EL-485,P7,2026-09,442,83.0,500,359,At Risk
INV-0013537,EL-429,P7,2026-06,65,12.0,25,53,Adequate
INV-0013538,EL-429,P7,2026-07,64,9.0,25,55,Adequate
INV-0013539,EL-429,P7,2026-08,67,24.0,25,43,Adequate
INV-0013540,EL-429,P7,2026-09,69,11.0,25,58,Surplus
INV-0013541,EC-1275,P7,2026-06,37,14.0,50,23,Below Safety Stock
INV-0013542,EC-1275,P7,2026-07,47,6.0,50,41,At Risk
INV-0013543,EC-1275,P7,2026-08,38,4.0,50,34,At Risk
INV-0013544,EC-1275,P7,2026-09,30,12.0,50,18,Below Safety Stock
INV-0013545,TR-331,P7,2026-06,434,63.0,200,371,Adequate
INV-0013546,TR-331,P7,2026-07,420,193.0,200,227,Adequate
INV-0013547,TR-331,P7,2026-08,472,67.0,200,405,Adequate
INV-0013548,TR-331,P7,2026-09,524,76.0,200,448,Surplus
INV-0013549,BR-391,P7,2026-06,1104,203.0,500,901,Adequate
INV-0013550,BR-391,P7,2026-07,1030,451.0,500,579,Adequate
INV-0013551,BR-391,P7,2026-08,1264,592.0,500,672,Adequate
INV-0013552,BR-391,P7,2026-09,1318,266.0,500,1052,Adequate
INV-0013553,BR-366,P7,2026-06,307,142.0,150,165,Adequate
INV-0013554,BR-366,P7,2026-07,266,106.0,150,160,Adequate
INV-0013555,BR-366,P7,2026-08,255,120.0,150,135,At Risk
INV-0013556,BR-366,P7,2026-09,223,109.0,150,114,At Risk
INV-0013557,CH-1258,P7,2026-06,98,45.0,50,53,Adequate
INV-0013558,CH-1258,P7,2026-07,75,20.0,50,55,Adequate
INV-0013559,CH-1258,P7,2026-08,77,11.0,50,66,Adequate
INV-0013560,CH-1258,P7,2026-09,79,35.0,50,44,At Risk
INV-0013561,CB-169,P7,2026-06,1140,463.0,500,677,Adequate
INV-0013562,CB-169,P7,2026-07,1227,244.0,500,983,Adequate
INV-0013563,CB-169,P7,2026-08,1364,399.0,500,965,Adequate
INV-0013564,CB-169,P7,2026-09,1300,,500,977,Adequate
INV-0013565,EC-885,P7,2026-06,340,92.0,300,248,At Risk
INV-0013566,EC-885,P7,2026-07,294,139.0,300,155,At Risk
INV-0013567,EC-885,P7,2026-08,316,146.0,300,170,At Risk
INV-0013568,EC-885,P7,2026-09,373,145.0,300,228,At Risk
INV-0013569,CH-1219,P7,2026-06,339,53.0,200,286,Adequate
INV-0013570,CH-1219,P7,2026-07,347,61.0,200,286,Adequate
INV-0013571,CH-1219,P7,2026-08,406,186.0,200,220,Adequate
INV-0013572,CH-1219,P7,2026-09,370,92.0,200,278,Adequate
INV-0013573,SC-350,P7,2026-06,256,120.0,150,136,At Risk
INV-0013574,SC-350,P7,2026-07,204,91.0,150,113,At Risk
INV-0013575,SC-350,P7,2026-08,238,47.0,150,191,Adequate
INV-0013576,SC-350,P7,2026-09,227,85.0,150,142,At Risk
INV-0013577,EC-608,P7,2026-06,351,160.0,200,191,At Risk
INV-0013578,EC-608,P7,2026-07,470,174.0,200,296,Adequate
INV-0013579,EC-608,P7,2026-08,395,92.0,200,303,Adequate
INV-0013580,EC-608,P7,2026-09,419,75.0,200,344,Adequate
INV-0013581,SC-762,P7,2026-06,60,19.0,25,41,Adequate
INV-0013582,SC-762,P7,2026-07,57,20.0,25,37,Adequate
INV-0013583,SC-762,P7,2026-08,54,,25,37,Adequate
INV-0013584,SC-762,P7,2026-09,56,11.0,25,45,Adequate
INV-0013585,CH-793,P7,2026-06,151,18.0,75,133,Adequate
INV-0013586,CH-793,P7,2026-07,140,40.0,75,100,Adequate
INV-0013587,CH-793,P7,2026-08,114,,75,79,Adequate
INV-0013588,CH-793,P7,2026-09,131,23.0,75,108,Adequate
